datasize,optim,lr,wdecay,dropout,encoder,train_DIQ_yz_toagg,test_DIQ_yz_toagg,train_H_Q_yCz_toagg,test_H_Q_yCz_toagg,train_acc_toagg,test_acc_toagg,train_loglike_toagg,test_loglike_toagg,run
b128,sgd,0.00032,0.0,0.0,cnnninw2d4,3.3166673908179463,0.11181142058553577,0.005260626095129986,3.210116603706457,0.9987555555555556,0.7112,-0.003648521120015442,-2.2268352121090524,0
b128,sgd,0.00032,0.0,0.0,cnnninw4d4,3.3107221085916865,0.34773757035219216,0.01120591123193745,2.9741904539397996,0.9974666666666666,0.7167,-0.0077749259891687844,-2.0562089971056734,0
b128,sgd,0.00032,0.0,0.0,cnnninw8d2,3.3105378537015486,0.6197485244726832,0.011390169304728592,2.7021794998193087,0.9971333333333332,0.7343,-0.00790339931953547,-1.8721280915616776,0
b128,sgd,0.00032,0.0,0.0,cnnninw2d8,3.3207569284872576,-0.3231713319126564,0.0011710921655983175,3.645099356204649,0.9999333333333332,0.6763,-0.0008126645015812749,-2.50844896191076,0
b128,sgd,0.00032,0.0,0.0,cnnninw4d8,3.3137082985856314,-0.29909049408345284,0.008219725449386962,3.621018518375445,0.9985777777777778,0.6561,-0.005704247760301021,-2.510164945642388,0
b128,sgd,0.00032,0.0,0.25,cnnninw2d2,3.321761566129598,0.8389665280716329,0.0001664621311928985,2.4829614962203594,0.9999777777777776,0.7562,-0.00011558552013087156,-1.7284234407090338,0
b128,sgd,0.00032,0.0,0.25,cnnninw8d4,3.321845070204952,1.086006983926025,8.295471833210462e-05,2.235921040365968,1.0,0.7833,-5.76107424409132e-05,-1.5413351837756888,0
b128,sgd,0.00032,0.0,0.25,cnnninw2d8,3.3102539710023184,1.5162900731533389,0.011674057233904023,1.805637952647632,0.9976666666666668,0.7372,-0.008100677847191772,-1.2525984370709178,0
b128,sgd,0.00032,0.0,0.25,cnnninw4d8,3.3198651468211957,1.2369138439999352,0.0020628744435849844,2.085014180292057,0.9997111111111112,0.7383,-0.0014313172427851874,-1.4337655132250755,0
b128,sgd,0.00032,0.0,0.25,cnnninw8d2,3.3218680782751604,1.1437508365775966,5.9951400051519705e-05,2.1781771877143963,0.9999777777777776,0.7864,-4.164668075803206e-05,-1.5140583259302467,0
b128,sgd,0.00032,0.0,0.25,cnnninw2d4,3.321923893283714,1.3780986613865143,4.12878467229402e-06,1.9438293621509888,1.0,0.8018,-2.924826440352035e-06,-1.3513418132018618,0
b128,sgd,0.00032,0.0,0.25,cnnninw4d4,3.3219240348447454,1.208044796050349,3.991530736965647e-06,2.113883228241643,1.0,0.7918,-2.8177960539197663e-06,-1.4664318627648396,0
b128,sgd,0.00032,0.0005,0.5,cnnninw8d4,3.321793997152285,1.7621700552445425,0.0001340232776514809,1.5597579698019388,1.0,0.821,-9.305223505383632e-05,-1.0861057475700506,0
b128,sgd,0.00032,0.0005,0.5,cnnninw2d2,3.318960468877445,1.8887503313112863,0.0029675552634051364,1.4331776892082602,0.9997555555555556,0.7847,-0.0020574865632307327,-0.9977823664933978,0
b128,sgd,0.00032,0.0005,0.5,cnnninw2d4,3.3214917609637435,2.19721468792686,0.0004362589530625304,1.1247133386286001,0.9999555555555556,0.8504,-0.00030271628980076934,-0.7776143816005021,0
b128,sgd,0.00032,0.0005,0.5,cnnninw4d4,3.321898165751587,1.8854793023459517,2.9856124014445e-05,1.4364487196825728,1.0,0.8426,-2.079685806650073e-05,-0.9971461633012612,0
b128,sgd,0.00032,0.0005,0.5,cnnninw8d2,3.321790662678805,1.7960738879215867,0.00013735940230865458,1.5258541386338729,1.0,0.8256,-9.536868486656228e-05,-1.0570604694257475,0
b128,sgd,0.00032,0.0005,0.5,cnnninw2d8,3.226257907396013,2.2616066872319087,0.09567011419196868,1.0603213264972349,0.9806,0.807,-0.06634859309730178,-0.7375022242903321,0
b128,sgd,0.00032,0.0005,0.5,cnnninw4d8,3.31556598842144,1.6599146686022794,0.006362034896565919,1.662013360971137,0.9992888888888888,0.8069,-0.004414082789389507,-1.1522253775674711,0
b128,sgd,0.00032,0.0005,0.25,cnnninw2d8,3.321714475750923,1.5119639348380174,0.00021355111514574009,1.8099640909629533,1.0,0.7963,-0.00014808864075206555,-1.249221762887076,0
b128,sgd,0.00032,0.0005,0.25,cnnninw4d8,3.3216415264389734,1.3394334829306298,0.00028649276294924096,1.9824945413613624,1.0,0.7809,-0.00019861468699587025,-1.377562614625678,0
b128,sgd,0.00032,0.0005,0.25,cnnninw8d2,3.3214762434363365,1.755304780187486,0.00045177199287784543,1.5666232456134843,0.9999555555555556,0.7878,-0.0003134646002338789,-1.0874997340607495,0
b128,sgd,0.00032,0.0005,0.25,cnnninw2d4,3.3218324184417725,1.93360124358648,9.560759148867378e-05,1.3883267746695989,1.0,0.8154,-6.634461163545496e-05,-0.9659789407814812,0
b128,sgd,0.00032,0.0005,0.25,cnnninw4d4,3.3217527507381006,1.845859702629379,0.00017527638721565546,1.476068316381189,1.0,0.8038,-0.00012158945195273278,-1.0282515568914348,0
b128,sgd,0.00032,0.0005,0.25,cnnninw8d8,3.321300959045237,1.2721595884878425,0.0006270576096457345,2.049768435049661,0.9999111111111112,0.7636,-0.0004349708109588303,-1.429271237423151,0
b128,sgd,0.00032,0.0005,0.25,cnnninw2d2,3.32175643674352,1.6860853403429439,0.00017158635517427518,1.6358426839490483,1.0,0.7684,-0.00011894898314064021,-1.1384374084801263,0
b128,sgd,0.00032,0.0005,0.25,cnnninw8d4,3.3213214569471097,1.7711327226856086,0.0006065640336807768,1.5507952985884268,0.9999777777777776,0.7903,-0.0004208187073014399,-1.0830876735373018,0
b128,sgd,0.00032,0.0005,0.0,cnnninw2d2,3.3149749954993077,1.1407114312618594,0.006953026688610075,2.181216593030133,0.9995111111111112,0.7174,-0.004818037651966188,-1.5084738822561663,0
b128,sgd,0.00032,0.0005,0.0,cnnninw8d8,3.3176175999370487,1.0674809881403475,0.0043104275576876135,2.2544470361516447,0.9994222222222222,0.7151,-0.0029900703160616283,-1.5681426076270732,0
b128,sgd,0.00032,0.0005,0.0,cnnninw8d4,3.3154187866232614,1.433909223049502,0.006509235721916246,1.888018799733512,0.9989555555555556,0.7451,-0.004516190003729179,-1.3137629112483284,0
b128,sgd,0.00032,0.0005,0.0,cnnninw8d2,3.3149937709624115,1.3699971165838118,0.0069342551116113255,1.9519309061992016,0.9987333333333334,0.7407,-0.004811412973574177,-1.3596068046622032,0
b128,sgd,0.00032,0.0005,0.0,cnnninw2d8,3.3149199878627598,1.2226037541522254,0.007008038533306469,2.0993242701397667,0.9993777777777778,0.7113,-0.00486061992195685,-1.459749489901042,0
b128,sgd,0.00032,0.0005,0.0,cnnninw4d8,3.3137915595011282,1.2588321257241164,0.008136464066575916,2.063095898567876,0.9987333333333334,0.7226,-0.005645042389678143,-1.4302816158094445,0
b128,sgd,0.00032,0.0005,0.0,cnnninw2d4,3.3149581829255284,1.298148289511475,0.006969836270152221,2.023779730253582,0.9988888888888888,0.7362,-0.004832466669251852,-1.4010965647377702,0
b128,sgd,0.00032,0.0005,0.0,cnnninw4d4,3.31421605294401,1.340706022479866,0.007711974192881659,1.9812220055845717,0.9985111111111112,0.7425,-0.005344547849197937,-1.381836315931324,0
b128,sgd,0.00032,0.0001,0.5,cnnninw2d4,3.311108942058953,2.1630861215953585,0.01081907883020573,1.1588419026966337,0.9983333333333332,0.8261,-0.007500335693192714,-0.7994577024961042,0
b128,sgd,0.00032,0.0001,0.5,cnnninw4d4,3.3218610605055634,1.5965734524062918,6.69674811029288e-05,1.725354573394679,0.9999777777777776,0.8201,-4.6544947698134195e-05,-1.198425693285556,0
b128,sgd,0.00032,0.0001,0.5,cnnninw8d2,3.3218359222466294,1.2074896640415431,9.209864927487128e-05,2.1144383617594267,0.9999777777777776,0.8096,-6.395503633529214e-05,-1.4605928465852014,0
b128,sgd,0.00032,0.0001,0.5,cnnninw2d8,2.274992577054284,1.9606239539158492,1.0469354428350923,1.3613040764120559,0.7524888888888889,0.6842,-0.7258305933055649,-0.9451678878630512,0
b128,sgd,0.00032,0.0001,0.5,cnnninw4d8,2.339596320959654,1.9712792951849445,0.982331707565622,1.3506487170352208,0.7601333333333333,0.6822,-0.6810630819769432,-0.9380902986341768,0
b128,sgd,0.00032,0.0001,0.5,cnnninw8d4,3.3218096237290986,1.2764961266819437,0.00011840020740453124,2.0454319006280053,0.9999777777777776,0.8148,-8.221669017661321e-05,-1.4158039126020519,0
b128,sgd,0.00032,0.0001,0.5,cnnninw2d2,3.310024690221657,1.7842774119558211,0.011903335708087649,1.5376506055457682,0.9984444444444444,0.768,-0.008258666151619099,-1.0706317194937935,0
b128,sgd,0.00032,0.0001,0.25,cnnninw8d4,3.3217061778361145,1.2361715971669065,0.0002218529521106854,2.085756425616107,0.9999555555555556,0.7797,-0.0001539868473129341,-1.4427780977278102,0
b128,sgd,0.00032,0.0001,0.25,cnnninw2d2,3.3218881867148657,1.0569116495832611,3.9842555260995795e-05,2.265016374708731,1.0,0.7566,-2.7709281000516247e-05,-1.5610123054875722,0
b128,sgd,0.00032,0.0001,0.25,cnnninw2d4,3.321919657289982,1.5642172867738748,8.369852779501551e-06,1.7577107329911823,1.0,0.8064,-5.887261298920205e-06,-1.2221468565534317,0
b128,sgd,0.00032,0.0001,0.25,cnnninw4d4,3.3219173787669702,1.406032227262666,1.0646183318191952e-05,1.9158958000472832,1.0,0.7915,-7.454001938283266e-06,-1.330096624093525,0
b128,sgd,0.00032,0.0001,0.25,cnnninw8d2,3.321825051172213,1.2559699951847898,0.00010296564093081884,2.065958027598224,1.0,0.7842,-7.150781363626175e-05,-1.4260181706903805,0
b128,sgd,0.00032,0.0001,0.25,cnnninw2d8,3.319531383162195,1.5211774231512336,0.002396646169638023,1.8007506026497366,0.9995333333333334,0.7671,-0.001663026719995536,-1.2459337181809245,0
b128,sgd,0.00032,0.0001,0.25,cnnninw4d8,3.3217536861246284,0.9099129996722256,0.00017433855886007552,2.4120150246197665,0.9999555555555556,0.7392,-0.00012103177196861135,-1.666585393716046,0
b128,sgd,0.00032,0.0001,0.0,cnnninw8d4,3.3135919191620564,0.7585745310481591,0.008336100818599913,2.563353493243833,0.9981333333333332,0.7283,-0.005769869354979564,-1.7690876560311568,0
b128,sgd,0.00032,0.0001,0.0,cnnninw2d2,3.3167123875834723,0.5198497032817406,0.005215633703962589,2.802078321010252,0.9992666666666666,0.7112,-0.0036186336631581217,-1.9475652321644008,0
b128,sgd,0.00032,0.0001,0.0,cnnninw8d8,3.3183267042040825,-0.08046093620831453,0.003601322506338792,3.4023889605003066,0.9993777777777778,0.6658,-0.0024796176648550065,-2.368559322526671,0
b128,sgd,0.00032,0.0001,0.0,cnnninw2d4,3.3194263679060065,0.5839837895164007,0.00250165560911145,2.737944234775592,0.9996888888888888,0.7235,-0.0017348201761138273,-1.8975717851687657,0
b128,sgd,0.00032,0.0001,0.0,cnnninw4d4,3.317306262525645,0.8267847797538661,0.00462175792910619,2.4951432445381263,0.9990000000000001,0.7337,-0.003180762640812843,-1.7296051098908691,0
b128,sgd,0.00032,0.0001,0.0,cnnninw8d2,3.317617965692824,0.9110035745403434,0.004310056716896973,2.410924449751649,0.9992222222222222,0.7431,-0.0029875685155120184,-1.6697111764838897,0
b128,sgd,0.00032,0.0001,0.0,cnnninw2d8,3.318991421975873,0.12531818166563782,0.0029366011193071077,3.1966098426263545,0.9995333333333334,0.6722,-0.00203703094082096,-2.211895533842416,0
b128,sgd,0.00032,0.0001,0.0,cnnninw4d8,3.318382870067249,-0.06459599808801579,0.0035451505719637758,3.386524022380008,0.9994444444444444,0.6659,-0.0024600072715530853,-2.34263779942996,0
b128,sgd,0.001,0.0005,0.25,cnnninw2d8,3.321728826923804,1.8096270123614542,0.0001992029234646576,1.5123010179664516,1.0,0.8287,-0.0001381393204079662,-1.048273842831154,0
b128,sgd,0.001,0.0005,0.25,cnnninw4d8,3.321611274372448,1.7323930897290194,0.0003167488440257412,1.5895349307905269,0.9999777777777776,0.8153,-0.00021963823510545933,-1.102723478779228,0
b128,sgd,0.001,0.0005,0.25,cnnninw8d2,3.320459141649984,1.9353357689290107,0.0014688851156692676,1.3865922440456442,0.9997111111111112,0.8038,-0.0010184524260904203,-0.9616940423249276,0
b128,sgd,0.001,0.0005,0.25,cnnninw2d4,3.3217725699598137,2.1238763468174997,0.00015545382267522325,1.198051698977434,1.0,0.8377,-0.00010780712375984808,-0.8333978353867127,0
b128,sgd,0.001,0.0005,0.25,cnnninw4d4,3.3216286152601238,2.034792474553555,0.0002994072314818781,1.2871355565288398,1.0,0.8232,-0.0002076229787563714,-0.8936157181140252,0
b128,sgd,0.001,0.0005,0.25,cnnninw2d2,3.3217117461291226,1.8666224042071569,0.00021627873888974136,1.455305611785454,1.0,0.7838,-0.0001499289390276491,-1.0187639255255012,0
b128,sgd,0.001,0.0005,0.25,cnnninw8d4,3.321230206299912,2.0196666174297087,0.0006978256718949441,1.3022614030898372,0.9999333333333332,0.8139,-0.00048408942441468243,-0.9021821100234986,0
b128,sgd,0.001,0.0005,0.0,cnnninw8d8,3.315545390952717,1.5530457013769994,0.006382629435062303,1.7688823244239709,0.9992,0.7655,-0.004427782782905855,-1.2321738140487843,0
b128,sgd,0.001,0.0005,0.0,cnnninw2d2,3.3135936436328017,1.2912416744835769,0.008334383784213887,2.030686346790459,0.9990666666666668,0.7231,-0.005780199894788626,-1.4079945155454752,0
b128,sgd,0.001,0.0005,0.0,cnnninw2d8,3.315638068047437,1.5701784831059131,0.0062899549064406365,1.7517495472219926,0.9992444444444444,0.7741,-0.0043567739737850365,-1.2144740767496778,0
b128,sgd,0.001,0.0005,0.0,cnnninw4d8,3.315970476378094,1.5049735141705862,0.005957548596184511,1.8169545086124277,0.9992888888888888,0.7646,-0.004133677360379241,-1.2514479141064636,0
b128,sgd,0.001,0.0005,0.0,cnnninw8d2,3.3146379800005388,1.884138956854615,0.007290049013880145,1.4377890629104422,0.9987111111111112,0.7824,-0.005057574382288575,-0.9983420038848786,0
b128,sgd,0.001,0.0005,0.0,cnnninw2d4,3.3146077597683132,1.8075008679039868,0.007320265061604336,1.5144271541245375,0.9987777777777778,0.7827,-0.005076809688056697,-1.0452132632044715,0
b128,sgd,0.001,0.0005,0.0,cnnninw4d4,3.3123525164344083,1.7598425149917605,0.009575503972552146,1.5620855130726778,0.9980444444444444,0.7779,-0.006624128331803456,-1.0833489531160974,0
b128,sgd,0.001,0.0005,0.5,cnnninw2d8,3.1173462549393833,2.4036100604866126,0.2045817687916993,0.9183179555059988,0.9554888888888888,0.8216,-0.14177809529294153,-0.6370138440527089,0
b128,sgd,0.001,0.0005,0.5,cnnninw8d2,3.3218937787142666,1.8677442692503143,3.425093749146154e-05,1.454183752023721,1.0,0.8373,-2.381302113529355e-05,-1.0055715048049172,0
b128,sgd,0.001,0.0005,0.5,cnnninw2d4,3.3217603245919403,2.278022170066833,0.00016769674805965966,1.043905864788007,1.0,0.8626,-0.00011635126634690494,-0.7174682276549609,0
b128,sgd,0.001,0.0005,0.5,cnnninw4d4,3.321907737038352,2.089038583296764,2.0292154237660558e-05,1.2328894357138045,1.0,0.8567,-1.4163393897882456e-05,-0.8558100069055585,0
b128,sgd,0.001,0.0005,0.5,cnnninw2d2,3.3189645226706164,2.028469591201106,0.0029635036546758124,1.293458433090886,0.9996222222222222,0.8076,-0.0020546661302157246,-0.8961490316287142,0
b128,sgd,0.001,0.0001,0.5,cnnninw2d8,2.6147153905846854,2.1329084483883047,0.7072126326066527,1.1890195638318606,0.8414666666666667,0.7302,-0.4903486824248801,-0.8262815608046483,0
b128,sgd,0.001,0.0001,0.5,cnnninw8d2,3.3219061040065507,1.3234059659740594,2.1918429781790522e-05,1.9985220552999765,1.0,0.8216,-1.5276486720861095e-05,-1.3733175474410464,0
b128,sgd,0.001,0.0001,0.5,cnnninw2d4,3.321139347146858,2.0713971189305758,0.000788678028977136,1.2505309046069275,0.9999111111111112,0.8382,-0.0005473011115439516,-0.8648783561552518,0
b128,sgd,0.001,0.0001,0.5,cnnninw4d4,3.3219207450747485,1.66087806224823,7.284400578167936e-06,1.6610499590258054,1.0,0.8352,-5.143282797292651e-06,-1.1568490595695595,0
b128,sgd,0.001,0.0001,0.5,cnnninw2d2,3.3158078092065724,1.71283691895159,0.006120212831857233,1.6090911060948916,0.9992888888888888,0.7765,-0.004241181304440276,-1.1181874391721998,0
b128,sgd,0.001,0.0001,0.0,cnnninw2d8,3.3178230097348034,0.7772900273528279,0.004105010712671422,2.5446379969391644,0.9994444444444444,0.696,-0.002847586540965127,-1.7537561691490726,0
b128,sgd,0.001,0.0001,0.0,cnnninw4d8,3.3186859346248885,0.3844756657564187,0.003242092044109251,2.9374523585355736,0.9995333333333334,0.6729,-0.00220787004075982,-2.0335739748163983,0
b128,sgd,0.001,0.0001,0.0,cnnninw2d4,3.318908196281303,1.083600258525414,0.0030198367909819853,2.2383277657665785,0.9994,0.7557,-0.0020949711480561296,-1.5443425890132187,0
b128,sgd,0.001,0.0001,0.0,cnnninw4d4,3.316536288369785,1.1877856239487854,0.005391736065162563,2.134142400343207,0.9988,0.7581,-0.003741710784381807,-1.4827813653865225,0
b128,sgd,0.001,0.0001,0.0,cnnninw2d2,3.3035593344406653,0.5073754048045678,0.01836868665205574,2.8145526194874244,0.9957555555555556,0.7124,-0.012742089885954084,-1.9546111416007017,0
b128,sgd,0.001,0.0001,0.0,cnnninw8d8,3.3166080367836086,0.02186000799830956,0.0053199876882982534,3.300068016293683,0.9990888888888888,0.6659999999999999,-0.0036909157796310103,-2.2951916114181428,0
b128,sgd,0.001,0.0001,0.25,cnnninw8d4,3.3214341815222395,1.3874004792563523,0.0004938406527075626,1.93452754503564,0.9999111111111112,0.7818,-0.00034275586847358513,-1.3382230083426525,0
b128,sgd,0.001,0.0001,0.25,cnnninw2d2,3.321743527596647,1.2845292166818547,0.00018449179257438365,2.037398809119116,0.9999777777777776,0.7625,-0.0001280691387386115,-1.4139259543826097,0
b128,sgd,0.001,0.0001,0.25,cnnninw2d4,3.3218962570483037,1.7081806493710867,3.1773168351698835e-05,1.6137473764298838,1.0,0.8135,-2.2108457516862106e-05,-1.1172328148054786,0
b128,sgd,0.001,0.0001,0.25,cnnninw4d4,3.321645643223416,1.5665261458746995,0.00028238054536896835,1.7554018769083144,0.9999777777777776,0.7952,-0.00019598916870121108,-1.2109989428847403,0
b128,sgd,0.001,0.0001,0.25,cnnninw8d2,3.3215122426098045,1.3925776858873005,0.0004157870263838959,1.9293503353867352,0.9999333333333332,0.7859,-0.0002886230387859759,-1.3394253039183392,0
b128,sgd,0.001,0.0001,0.25,cnnninw2d8,3.3210657252506777,1.3421931508221203,0.0008623008165138593,1.97973487497885,0.9998,0.7767,-0.0005984610447139633,-1.3761586450869792,0
b128,sgd,0.001,0.0001,0.25,cnnninw4d8,3.3212271949106995,1.0576972689809678,0.0007008284565431081,2.2642307522930682,0.9998666666666668,0.7566,-0.00048640181833191863,-1.5693052544804722,0
b128,sgd,0.001,0.0,0.5,cnnninw2d4,3.3065772882916713,2.129595398902893,0.015350736384954706,1.19233261558074,0.9974,0.826,-0.010652188219108336,-0.8299416175770764,0
b128,sgd,0.001,0.0,0.5,cnnninw4d4,3.3217289623889057,1.4560571441167518,0.00019906696255715545,1.8658708831931967,0.9999777777777776,0.8129,-0.00013820798782755774,-1.2978404206012173,0
b128,sgd,0.001,0.0,0.5,cnnninw2d8,1.2117635103111917,1.175569920600215,2.1101645139808003,2.146358103691777,0.4364222222222222,0.4255,-1.4626805375569396,-1.487755093085766,0
b128,sgd,0.001,0.0,0.5,cnnninw8d2,3.321813676844944,0.5080084755450864,0.00011434858333039053,2.813919548746905,0.9999777777777776,0.7922,-7.934237994036297e-05,-1.7937263314217005,0
b128,sgd,0.001,0.0,0.5,cnnninw8d4,3.321469606323676,0.6280921757975712,0.00045841264277028557,2.6938358484944205,0.9999555555555556,0.7844,-0.00031764289093450985,-1.7802010865754556,0
b128,sgd,0.001,0.0,0.5,cnnninw2d2,3.2829697518186136,1.7473995217794105,0.038958269184645775,1.5745284994946251,0.9940666666666668,0.7636,-0.027010392335485564,-1.0979562336033877,0
b128,sgd,0.001,0.0,0.0,cnnninw2d2,3.3122040148485787,0.3160752691800081,0.009724009299216876,3.0058527558664734,0.9978666666666668,0.7175,-0.006715142727116894,-2.0986713592313038,0
b128,sgd,0.001,0.0,0.0,cnnninw2d4,3.318273720416156,0.4870180102843272,0.0036542988331224146,2.834910014007665,0.9992888888888888,0.7395,-0.002535299926123473,-1.9752536698558527,0
b128,sgd,0.001,0.0,0.0,cnnninw4d4,3.3147701174020767,0.7079042950762978,0.007157911286516206,2.6140237292156945,0.9984888888888888,0.7551,-0.004967493022295362,-1.7947144460857078,0
b128,sgd,0.001,0.0,0.0,cnnninw8d2,3.317589369687167,0.9234715956675856,0.0043386574192978014,2.3984564286244066,0.9990888888888888,0.7439,-0.0030002737623629084,-1.6697153423166675,0
b128,sgd,0.001,0.0,0.0,cnnninw2d8,3.3171450522812926,0.09669569474232348,0.004782971776297596,3.2252323295496685,0.9993111111111111,0.6683,-0.003318951239508489,-2.25018483683731,0
b128,sgd,0.001,0.0,0.0,cnnninw4d8,3.31912964921106,-0.5905321308329136,0.002798377228910712,3.9124601551249056,0.9996,0.6326,-0.0019409791681374532,-2.724335887811622,0
b128,sgd,0.001,0.0,0.25,cnnninw2d2,3.3218558532270515,0.6564138448691066,7.216961293255896e-05,2.6655141809318645,0.9999777777777776,0.7557,-5.013698268774647e-05,-1.8585089053348272,0
b128,sgd,0.001,0.0,0.25,cnnninw8d4,3.321514205499129,1.1125491072859943,0.000413819758484444,2.2093789162515085,0.9999555555555556,0.774,-0.00028722911955280967,-1.5402021794153116,0
b128,sgd,0.001,0.0,0.25,cnnninw2d8,3.2611163089221176,1.7951683560504188,0.06081171314740045,1.52675967125953,0.9883555555555557,0.7414,-0.04218632484043722,-1.0622342402549134,0
b128,sgd,0.001,0.0,0.25,cnnninw4d8,3.2805769321593368,1.5954527311687228,0.04135109051342376,1.7264752946322477,0.9939777777777776,0.7132,-0.028674934019530127,-1.2040754795413482,0
b128,sgd,0.001,0.0,0.25,cnnninw8d2,3.3217908157543703,0.9830493791193902,0.00013721228677354702,2.338878645172602,1.0,0.7725,-9.527682979616448e-05,-1.6073248410658874,0
b128,sgd,0.001,0.0,0.25,cnnninw2d4,3.321925554763187,1.2564098367208167,2.4659023266144167e-06,2.0655181875711754,1.0,0.7987,-1.7722756008048968e-06,-1.4334718748190436,0
b128,sgd,0.001,0.0,0.25,cnnninw4d4,3.3219080777330827,1.1808080673217771,1.994187805691313e-05,2.1411199569702153,1.0,0.7886,-1.3897352128416352e-05,-1.4811058626723892,0
b128,sgd,0.0001,0.0,0.5,cnnninw8d2,3.3197177980433814,1.6920819478698923,0.0022102331674473553,1.6298460741586325,0.9995333333333334,0.8078,-0.001533671846336697,-1.1322017775430755,0
b128,sgd,0.0001,0.0,0.5,cnnninw2d8,1.7746881852773102,1.6339473528198047,1.5472398396920075,1.6879806714721872,0.6126666666666667,0.5861,-1.072590091050375,-1.169985237015225,0
b128,sgd,0.0001,0.0,0.5,cnnninw4d8,1.2493955733423885,1.1633124879643888,2.072532450949604,2.1586155363276034,0.4455111111111112,0.4246,-1.4365992320028171,-1.4969838096380816,0
b128,sgd,0.0001,0.0,0.5,cnnninw2d4,2.9494553817944094,2.276311076140102,0.3724726421589201,1.0456169443794443,0.9101333333333332,0.7736,-0.258202793802982,-0.7272775977584035,0
b128,sgd,0.0001,0.0,0.5,cnnninw4d4,3.2580269812182947,2.1441333701338947,0.06390104188837788,1.1777946526491192,0.9871777777777778,0.8026,-0.044312133192641705,-0.8178792148229195,0
b128,sgd,0.0001,0.0,0.5,cnnninw2d2,2.9963306581432168,1.9139082793948017,0.3255973681807518,1.4080197418792335,0.9155777777777778,0.7304,-0.225731722469615,-0.9824728910883612,0
b128,sgd,0.0001,0.0,0.5,cnnninw8d4,3.31935546614907,1.5584045301509808,0.00257255624009903,1.7635234986679464,0.9993777777777778,0.8052,-0.0017850757274184266,-1.2224356899916071,0
b128,sgd,0.0001,0.0,0.0,cnnninw8d2,3.320107985626568,0.4294582801529124,0.0018200332983724363,2.89246974413908,0.9998222222222222,0.6985,-0.0012602308085417821,-2.0069776372131853,0
b128,sgd,0.0001,0.0,0.0,cnnninw2d8,3.3202235211025584,-0.7299548915669888,0.0017045005041919385,4.0518829158589815,0.9998222222222222,0.6299,-0.0011826918659993775,-2.8221753078518823,0
b128,sgd,0.0001,0.0,0.0,cnnninw4d8,3.3202070275490936,-0.2443716827827164,0.0017209988239053266,3.5662997070747084,0.9997777777777778,0.6568,-0.0011941342022760842,-2.478654829704859,0
b128,sgd,0.0001,0.0,0.0,cnnninw2d4,3.3198152617974714,-0.2802800106096871,0.0021127575294651087,3.6022080349016794,0.9997333333333334,0.6664,-0.001465973196876706,-2.483739393141068,0
b128,sgd,0.0001,0.0,0.0,cnnninw4d4,3.3186646842143754,0.06923930252654642,0.003263338003390262,3.2526887217654457,0.9994444444444444,0.68,-0.0022644060411349683,-2.2470493991831453,0
b128,sgd,0.0001,0.0,0.0,cnnninw2d2,3.317491914738308,0.3047057616559765,0.004436108517356016,3.017222262636016,0.9997111111111112,0.693,-0.003075364351551208,-2.088375747137538,0
b128,sgd,0.0001,0.0,0.0,cnnninw8d8,3.3208370994437826,-0.1365123157259784,0.0010909281764849186,3.45844034001797,0.9998444444444444,0.6789,-0.0007567467838250596,-2.405311864573187,0
