data,datasize,encoder,epochs,train_H_Q_yCz_mean,train_H_Q_yCz_std,train_DIQ_yz_mean,train_DIQ_yz_std,valid_H_Q_yCz_mean,valid_H_Q_yCz_std,valid_DIQ_yz_mean,valid_DIQ_yz_std,train_loss_mean,train_loss_std,valid_loss_mean,valid_loss_std,valid_acc_mean,valid_acc_std,valid_loglike_mean,valid_loglike_std,train_acc_mean,train_acc_std,run_count
cifar10,b128,mlp,22,0.08705908403499052,0.012632055138926183,3.2348689419302077,0.012632053425987468,3.603863366444905,0.10980430994535471,-0.28193534215291344,0.10980430994535481,0.08705149274402195,0.012653856061340127,3.575785495223999,0.09779782576608294,0.51088,0.007429131846992582,-2.478545663686541,0.06778829376054292,0.989991111111111,0.002375679240102034,5
cifar10,b128,mlp,23,0.07947523112366484,0.012354828513019295,3.2424527937715704,0.01235483039972556,3.69334462483724,0.04935824836424471,-0.3714166005452474,0.049358248364244864,0.0794073477057616,0.012277188696057345,3.6659547621917725,0.05979477168302435,0.5117200000000001,0.007046417529496773,-2.541046224279582,0.04144660800425064,0.9905644444444445,0.003495874111358892,5
cifar10,b128,mlp,24,0.07297112680548294,0.016818845500294347,3.248956895687363,0.016818845827364287,3.757152223587036,0.08061399423402239,-0.43522419929504397,0.08061399423402248,0.07296608581384023,0.016843011484255037,3.735502242660522,0.061841773848207375,0.5149999999999999,0.006243396511515178,-2.589252952881747,0.042865443318728574,0.9910488888888889,0.004001832913386898,5
cifar10,b128,mlp,25,0.07035082206870852,0.025940485306795494,3.2515772041949362,0.02594048298936183,3.844248135884603,0.09130853051212734,-0.5223201115926107,0.09130853051212737,0.07035262368705537,0.02593862918398339,3.817115062713623,0.07971176202432015,0.5168799999999999,0.006783214577175028,-2.645822612554707,0.055251956543331635,0.9909422222222222,0.005881223522657251,5
cifar10,b128,mlp,26,0.0589555613564285,0.023462103196731622,3.2629724623127414,0.02346210204323905,3.9050154050191246,0.06693823765608069,-0.5830873807271322,0.06693823765608078,0.058954931968583,0.023486062960630695,3.878086404037476,0.05132603977030769,0.5182399999999999,0.005788609504881134,-2.688084757946919,0.03557650660564627,0.9925866666666667,0.005519294998815605,5
cifar10,b128,mlp,27,0.06648658062648874,0.029662635781578444,3.2554414449767632,0.02966263740166936,3.9449960231781005,0.0866223997749411,-0.6230679988861084,0.08662239977494124,0.06646624804185497,0.029647965560511032,3.9132557880401606,0.09697080079692749,0.52028,0.004522388749322629,-2.7124623130008567,0.0672150500911353,0.9902755555555556,0.006634526228119483,5
cifar10,b128,mlp,28,0.03835139080077748,0.021175580604685686,3.283576634119857,0.021175578009990714,3.9939420064290365,0.10883425755321162,-0.6720139821370442,0.10883425755321138,0.03836608626061015,0.021203904084166277,3.9656005051422114,0.10159226378827592,0.5262,0.003982461550347979,-2.7487299268212673,0.07043319489990052,0.9963866666666666,0.0040580540249158465,5
cifar10,b128,mlp,29,0.032826757113798524,0.021361429949296407,3.289101266454567,0.021361425429336715,4.116551701227824,0.11321459453782508,-0.7946236769358317,0.11321459453782541,0.03275542441527049,0.021309103623064707,4.088355179748535,0.09285659369465435,0.52328,0.007901392282376626,-2.833802868482983,0.06438896573152887,0.9960933333333333,0.0050079541669499515,5
cifar10,b128,mlp,30,0.05142294873816851,0.04265505465515232,3.27050507678227,0.042655054140191294,4.153297964731852,0.1462282966506946,-0.83136994043986,0.1462282966506947,0.05142054144538111,0.04268787794422352,4.120445848007202,0.13706118455204183,0.5210400000000001,0.008792496801250473,-2.856038471538919,0.09496856465198683,0.9918800000000001,0.008947123132363784,5
cifar10,b128,mlp,31,0.0622393547454108,0.056116791974516564,3.2596886664628983,0.05611679057088438,4.202142922083537,0.24246404023861728,-0.8802148977915447,0.24246404023861712,0.06224142794814376,0.05617959636117161,4.175492461547852,0.25598450248942406,0.51244,0.012560573235326486,-2.8940029489377617,0.17693526427175527,0.9890977777777777,0.013093572072953504,5
cifar10,b128,mlp,32,0.043166102905657186,0.055414362768687,3.278761920197444,0.05541436162437939,4.156341250737508,0.08508373790031781,-0.834413226445516,0.08508373790031783,0.0432011231152051,0.05547247541421032,4.122214049224854,0.07422653579867178,0.5256000000000001,0.007229107828771142,-2.857245949763726,0.05141485106199369,0.9934444444444445,0.012617820046111347,5
cifar10,b128,mlp,33,0.011263365866563452,0.0056173931323849,3.310664657029238,0.005617389963846366,4.266969203948975,0.08335403298548648,-0.9450411796569824,0.08335403298548642,0.011266422596226136,0.005624059992133722,4.234331072998047,0.06605632902619318,0.52764,0.0066639327727701335,-2.934861249002157,0.045802591066236076,0.9996888888888888,0.00047790695928012783,5
cifar10,b128,mlp,34,0.008038023502872834,0.0028039032784863984,3.3138900015841832,0.0028039020024010004,4.432490253448487,0.2368164698961711,-1.110562229156494,0.23681646989617086,0.008026186511599354,0.002785104509845402,4.397934291229248,0.21937010408418053,0.5263599999999999,0.010808700199376416,-3.0479425289891253,0.15188403457114585,0.9997644444444443,0.00038637281298930517,5
cifar10,b128,mlp,35,0.037983577415500555,0.0717003448285702,3.2839444495060226,0.07170034315684079,4.395374806722005,0.07721608621948031,-1.0734467824300131,0.07721608621948019,0.038009518426077235,0.07178003668441706,4.3591290620422365,0.09576936735295584,0.52336,0.006979111691325779,-3.02118331291645,0.06626689436757141,0.9928755555555556,0.015707956621870602,5
cifar10,b128,mlp,36,0.10278084106023677,0.08870783775029842,3.2191471824591815,0.08870783536079098,4.260374291737874,0.16334616941789346,-0.938446267445882,0.1633461694178933,0.1028423138242132,0.08877535123583512,4.223189214935303,0.15292424175928973,0.51932,0.005100196074662274,-2.92710921384763,0.10568697316984113,0.9792933333333333,0.01949495914586038,5
cifar10,b128,mlp,37,0.01765995174355339,0.011091308091937412,3.304268073087389,0.011091308021734365,4.312544631958007,0.17442289258687055,-0.9906166076660157,0.17442289258687038,0.017672454660418963,0.011103835092387512,4.281822237548828,0.15681820072322936,0.52716,0.00502672855841646,-2.967797199664503,0.10843254243794713,0.9987377777777777,0.001341309476262299,5
cifar10,b128,mlp,38,0.03636814534587426,0.0645278229366487,3.2855598788369784,0.06452782222485572,4.32413600285848,0.13399221571910858,-1.0022079785664877,0.13399221571910885,0.036384005130247934,0.06457526918420857,4.292871234283447,0.11473888012687272,0.5244,0.009908582138732098,-2.975478775640752,0.07961591638463973,0.9934266666666666,0.014537124887679841,5
cifar10,b128,mlp,39,0.010572833101005845,0.01168865677368502,3.3113551898436113,0.011688656736600076,4.411884466807047,0.11746950420136547,-1.0899564425150552,0.1174695042013653,0.010568104210760858,0.011678495179442767,4.378078213043213,0.09304510563522943,0.52708,0.006897245827139899,-3.0345856266910394,0.06445956433149955,0.9993644444444445,0.0013595206126779675,5
cifar10,b128,mlp,40,0.005272144766852513,0.002260706616507768,3.316655878045342,0.00226070418411872,4.491957060496012,0.11907844569366674,-1.1700290362040202,0.11907844569366702,0.005273344808792074,0.002261982011185995,4.458347471008301,0.09407789584961675,0.52844,0.006456624505110992,-3.0900636450003622,0.06509373061465382,0.9999688888888889,6.956655929999459e-05,5
cifar10,b128,mlp,41,0.004007851513795851,0.0008409148285276441,3.3179201697761362,0.0008409157233051301,4.576177597045898,0.11596466202878124,-1.2542495727539062,0.11596466202878153,0.0040084969976378814,0.0008413524362288898,4.540848222503662,0.09045743309489282,0.5283599999999999,0.005034679731621397,-3.147101127780218,0.0625401717809647,1.0,0.0,5
cifar10,b128,mlp,42,0.0033968048016090923,0.0005497431515386429,3.318531220880422,0.0005497430522209958,4.647135416666667,0.11717086221189016,-1.3252073923746746,0.11717086221189045,0.0033968206682470107,0.0005505719399402869,4.610422860717774,0.09286651217707635,0.5283200000000001,0.004566399018920738,-3.1951245977136824,0.06421029518501789,1.0,0.0,5
cifar10,b128,mlp,43,0.022789341206556527,0.029748732087254485,3.2991386851126494,0.029748732215098814,4.870825990041097,0.21492960162189417,-1.5488979657491049,0.21492960162189426,0.022480076851555043,0.029498248761838087,4.835127514495849,0.22750286867604902,0.5126,0.022096606074236844,-3.3507441666980093,0.157776325951353,0.9959422222222221,0.00627449471675745,5
cifar10,b128,mlp,44,0.049872368876756154,0.06755445854046198,3.2720556576143607,0.06755446012025074,4.6284079869588215,0.3043319192205756,-1.3064799626668295,0.3043319192205755,0.04992003245262636,0.06762158514199819,4.59476784210205,0.2786868333145606,0.5258,0.005599999999999964,-3.184137977851621,0.19255669173397677,0.9902311111111111,0.013945941486705627,5
cifar10,b128,mlp,45,0.01853659691868498,0.028053859388285144,3.3033914269371465,0.02805385923211073,4.748996067047119,0.4040641123273237,-1.427068042755127,0.4040641123273235,0.018476281316735677,0.02792383077060179,4.7141197644042965,0.3791533448073009,0.5206,0.020733065378761524,-3.2666822434179084,0.26205761372634645,0.997551111111111,0.005303374187984267,5
cifar10,b128,mlp,46,0.06401969267449617,0.07158600460729428,3.2579083311286836,0.07158600356544585,4.817506281534831,0.8443729929331644,-1.4955782572428382,0.8443729929331637,0.06397022754039201,0.07173320296957036,4.797435302581787,0.850777694605862,0.51168,0.026632536492042936,-3.3241740168183123,0.5872294522889326,0.9877155555555556,0.01500237347477202,5
cifar10,b128,mlp,47,0.042985152898406584,0.07964343243883874,3.278942869468169,0.07964343089908607,4.506241512298584,0.096764391257153,-1.1843134880065918,0.09676439125715292,0.04302707869420449,0.07973317422545466,4.477878805541993,0.08029505797822449,0.52604,0.005196922166051748,-3.1037367565866263,0.05556264150480734,0.9925644444444444,0.016291917256763707,5
cifar10,b128,mlp,48,0.005110192527155794,0.002341226084182047,3.3168178298256614,0.0023412241661913656,4.577230294545491,0.10282893117414584,-1.2553022702534993,0.10282893117414571,0.005110804453276925,0.0023415145035463746,4.550796489105225,0.08317042634982895,0.52804,0.0035648281866031187,-3.154081934283876,0.057385799653404686,0.9999733333333334,4.817662975255919e-05,5
cifar10,b128,mlp,49,0.003613878891602243,0.0009211780981685434,3.318314149162986,0.0009211817531079823,4.658239205678305,0.09874357087392276,-1.336311181386312,0.0987435708739228,0.003613838635952108,0.0009208244764502708,4.629239141998291,0.07893839932416025,0.529,0.003261901286060026,-3.2082684274185027,0.054273968634945394,1.0,0.0,5
cifar10,b128,mlp,50,0.0029707388904088557,0.0005999385218936832,3.318957285989414,0.0005999399639717853,4.730102411905924,0.09673694435455327,-1.4081743876139323,0.09673694435455334,0.0029709085183093945,0.00059942062232354,4.700175700836182,0.07755687916297946,0.53,0.004870318264754332,-3.2572284991650884,0.05313772409181541,1.0,0.0,5
cifar10,b128,mlp,51,0.019250841416082534,0.037030701960913404,3.302677185833454,0.03703070393244475,4.736131286621093,0.08674811073735693,-1.4142032623291017,0.0867481107373566,0.019219117028084064,0.03696251948545648,4.701482632751464,0.08842444733039231,0.5256799999999999,0.010536223232259265,-3.258021935286952,0.06160225990511349,0.9964844444444445,0.007861021200899284,5
cifar10,b128,mlp,52,0.010440628447792154,0.018121726605403274,3.3114873955195607,0.018121724951772535,4.780012257893881,0.1156095110195853,-1.458084233601888,0.11560951101958529,0.010449533685909378,0.018141712093891413,4.744322663116455,0.12045152766974439,0.5272,0.00594810894318522,-3.2877667473711285,0.0833845217150025,0.99848,0.003398823325799708,5
cifar10,b128,mlp,53,0.002868722146873055,0.0018355306645587476,3.3190593035383658,0.0018355309640028245,4.8482129096984865,0.11591082369626678,-1.526284885406494,0.11591082369626696,0.002869098048218423,0.00183637826269211,4.811397566680908,0.12062889634006352,0.52904,0.004972725610769174,-3.3338550096816717,0.08368157887268517,0.9999822222222221,3.9752319600017744e-05,5
cifar10,b128,mlp,54,0.00213342439743759,0.0007490545400338772,3.3197945982217787,0.0007490540312164203,4.91779146194458,0.09974209090993862,-1.595863437652588,0.09974209090993878,0.0021326391270260017,0.0007487374238276837,4.880316367340088,0.10247449441561539,0.5294399999999999,0.0038765964453370337,-3.381308890423152,0.07118506128345647,1.0,0.0,5
cifar10,b128,mlp,55,0.0018292354403952645,0.000539467111093633,3.3200987883589486,0.0005394661298940135,4.979646650950114,0.09853373242091318,-1.6577186266581214,0.09853373242091298,0.0018290547661690248,0.0005388852150485664,4.94129331314087,0.09830305835507969,0.5294,0.0036796738985948253,-3.4232352306778644,0.06821929348577428,1.0,0.0,5
cifar10,b128,mlp,56,0.0016043578223947075,0.0004174348479172126,3.320323662595315,0.0004174345074234299,5.039848740895589,0.09367145373295388,-1.7179207166035972,0.09367145373295363,0.0016044165033164124,0.00041729098664261706,5.001609929351806,0.09180404732009695,0.5302,0.004140048308896897,-3.46459637574558,0.0637045023274378,1.0,0.0,5
cifar10,b128,mlp,57,0.029170285114708927,0.06202041975776387,3.2927577395330774,0.06202041956372019,4.992102622985839,0.2596296050631525,-1.6701745986938477,0.25962960506315264,0.02920087327521708,0.06208920857749805,4.954677932739258,0.24790565570276496,0.52848,0.006100163932223462,-3.4321335828657764,0.17069319770282526,0.9942044444444444,0.01295925618959879,5
cifar10,b128,mlp,58,0.0030419034243095665,0.003991135130076295,3.31888612061739,0.0039911383595352444,5.055467987060547,0.2661404417489109,-1.7335399627685546,0.26614044174891077,0.003042287845491535,0.003991868223774523,5.017095694885254,0.2550667992651507,0.52828,0.005183820984563396,-3.475053806052846,0.17556475220349999,0.9999244444444445,0.00016894735830000636,5
cifar10,b128,mlp,59,0.009292912395556581,0.0166682162857384,3.312635108422149,0.01666821551131524,5.245762761433919,0.47718975972159855,-1.9238347371419273,0.4771897597215986,0.009004690279877848,0.016025748419147806,5.2175206832885745,0.4767220551823127,0.52092,0.024679789302180063,-3.6133652109372063,0.3293007198583521,0.99864,0.0030410524493997403,5
cifar10,b128,mlp,60,0.0516724787743442,0.06851285029523521,3.270255546881394,0.06851285085347662,4.928159141540528,0.28037973888958395,-1.606231117248535,0.2803797388895838,0.05171126604300613,0.06856342007343683,4.8951441780090335,0.27096082151755363,0.52424,0.009214553705958863,-3.3904355932343884,0.18702104887304782,0.9898888888888889,0.013877808913762796,5
cifar10,b128,mlp,61,0.00802286302223365,0.01204432661348036,3.3139051620255815,0.012044328597210467,4.984327538808186,0.2928482772471385,-1.662399514516195,0.2928482772471392,0.008028918711580336,0.012056787527258608,4.946872329559326,0.28508835235124746,0.53064,0.0029441467354736134,-3.4261584910659764,0.19651796057883536,0.999,0.0022113065240282758,5
cifar10,b128,mlp,62,0.02719472510528827,0.05484819754654866,3.29473329863765,0.05484819456115169,4.925052960713705,0.2077638221790882,-1.6031249364217122,0.20776382217908831,0.027218176102218113,0.054900423140734005,4.891585303497314,0.18483495240033498,0.52812,0.0035287391515951335,-3.38861358013508,0.12741892361569732,0.9951599999999999,0.010822569011098978,5
cifar10,b128,mlp,63,0.0031758631660605634,0.0026971418236462047,3.318752164055,0.0026971443597249437,4.9713615099589035,0.21236236725241195,-1.6494334856669108,0.21236236725241192,0.003177305372150408,0.0026996023616044675,4.937248356933593,0.18933203496118844,0.5304800000000001,0.0029072323608546084,-3.4201602338518255,0.13036924381171539,0.9999511111111111,0.00010931887889999319,5
cifar10,b128,mlp,64,0.0019490978858150564,0.0007767889470858064,3.319978927075863,0.0007767879759028735,5.038776620229085,0.2084908439591309,-1.716848595937093,0.20849084395913067,0.0019494665703198148,0.0007769965321063216,5.002849404907226,0.18408110120486054,0.53088,0.0027662248643232574,-3.465461500139199,0.12674902331866683,1.0,0.0,5
cifar10,b128,mlp,65,0.0016211994740429378,0.0005591302469532128,3.3203068218447944,0.0005591295354327913,5.100714111328125,0.21152474868098556,-1.7787860870361327,0.2115247486809856,0.0016214492473668521,0.0005594761319704354,5.064492012329102,0.187922836433447,0.53012,0.003113197712963303,-3.5079072251639687,0.1292926711144977,1.0,0.0,5
cifar10,b128,mlp,66,0.0014037062534043797,0.00045903900079939333,3.3205243151296266,0.0004590397632987709,5.155629730224609,0.21452524335350026,-1.8337017059326173,0.21452524335350023,0.0014035569309588107,0.00045934279966804034,5.118772929077148,0.1922167671088928,0.52964,0.0033508207949694913,-3.5451420341916213,0.1321448581874891,1.0,0.0,5
cifar10,b128,mlp,67,0.017463019647534977,0.03594747929888395,3.3044650014828547,0.035947475304018976,5.136248334248861,0.10300801098212291,-1.8143203099568683,0.10300801098212295,0.017444454341919886,0.03590605190135747,5.0983055992126465,0.07906286890993883,0.52772,0.008452928486625261,-3.5317272519823275,0.05552171340892892,0.9969288888888889,0.006867213210899369,5
cifar10,b128,mlp,68,0.007060499763644079,0.013039364663894326,3.314867526157336,0.0130393634577673,5.127480411529541,0.15386406822165327,-1.8055523872375487,0.1538640682216533,0.007066489422099873,0.013052850635853461,5.088239942474365,0.15543028250321303,0.53132,0.00380683595653923,-3.5244772449806208,0.10699803793977074,0.9989244444444445,0.002405015335799803,5
cifar10,b128,mlp,69,0.01813074428021289,0.036768464888979904,3.303797280382026,0.03676846329836581,5.094110266367594,0.21139020742667328,-1.772182242075602,0.2113902074266732,0.018139969417351402,0.03678813242976139,5.054687592468261,0.20175308479075008,0.5277200000000001,0.007324752555547552,-3.5015356071924453,0.13851704575864143,0.9965288888888889,0.0077616404018992745,5
cifar10,b128,mlp,70,0.0034548659929979214,0.004832710607706453,3.318473159183155,0.004832711711652605,5.137206109364827,0.22531788004937733,-1.8152780850728356,0.2253178800493773,0.0034567656124735043,0.004837007450099606,5.097390339660644,0.2132214127209493,0.5296799999999999,0.004520176987685337,-3.5305650969628557,0.14645614086454323,0.9997733333333333,0.0005068420748999478,5
cifar10,b128,mlp,71,0.0015152533375757313,0.0009519704423032076,3.3204127715392544,0.0009519706103012393,5.197932910919189,0.2122399209155481,-1.8760048866271972,0.21223992091554833,0.0015150467058912746,0.0009513498941780682,5.1590884324646,0.1983733472742326,0.53068,0.003132411211830312,-3.5729145443310144,0.1360438172486604,1.0,0.0,5
cifar10,b128,mlp,72,0.0012360835126607773,0.0006294240133328983,3.320691940323873,0.0006294243210907588,5.250476042429606,0.2076671249785106,-1.928548018137614,0.20766712497851042,0.0012360496331813434,0.0006293015739446989,5.2116503437805175,0.1917044228693774,0.53036,0.0035788266233501395,-3.608926602466203,0.13133137123131236,1.0,0.0,5
cifar10,b128,mlp,73,0.001068990957421854,0.0004940494081737856,3.3208590346303852,0.0004940526133126168,5.307024033864339,0.20923202745276742,-1.9850960095723469,0.20923202745276723,0.0010692165759474868,0.0004942852515446033,5.266710570220948,0.19193740441785798,0.5307999999999999,0.003911521443121665,-3.646594995717739,0.13131212296727932,1.0,0.0,5
cifar10,b128,mlp,74,0.0009406865720930826,0.0004091750736548946,3.320987339995124,0.0004091759414870078,5.357492605845134,0.20793030968743956,-2.035564581553141,0.20793030968743967,0.0009408345460053533,0.0004093553273190223,5.3177754701232915,0.19116463731135508,0.5294000000000001,0.0034871191548325603,-3.6814034367821407,0.13055477585459396,1.0,0.0,5
cifar10,b128,mlp,75,0.0008353081058223987,0.00035204276691631913,3.3210927158594132,0.0003520427828770941,5.4133856455485025,0.20925837940591746,-2.0914576212565104,0.20925837940591754,0.0008352862705228229,0.000352277411520069,5.372766730041503,0.19254048442012522,0.5309999999999999,0.00488876262463212,-3.7188699389155744,0.13120984049324902,1.0,0.0,5
cifar10,b128,mlp,76,0.0007460903814386587,0.0003054400343224608,3.321181929924271,0.000305442651046396,5.466088263193766,0.21788329007838061,-2.144160238901774,0.21788329007838036,0.0007461348946537409,0.0003056587105162519,5.424926529846192,0.20100499133782673,0.53088,0.004695955706775771,-3.754454674105827,0.13679465127554952,1.0,0.0,5
cifar10,b128,mlp,77,0.015620206798716521,0.033348855600122365,3.3063078144734552,0.03334885843422511,5.4157789548238116,0.2524603774006607,-2.0938509305318194,0.25246037740066063,0.015636851316994674,0.033385832566911994,5.372822164459229,0.23217460154990327,0.52988,0.004873602363755191,-3.7191603695073936,0.15758731872242493,0.9970133333333333,0.006678389692799423,5
