experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,,epochs,run_count,train_z_norm_mean,train_z_norm_std,train_z_mean_norm_mean,train_z_mean_norm_std,train_z_std_mean,train_z_std_std,train_d_H_Q_xCz_mean,train_d_H_Q_xCz_std,train_h_delta_acc_mean,train_h_delta_acc_std,train_d_DIQ_xz_mean,train_d_DIQ_xz_std,train_H_Q_yCz_mean,train_H_Q_yCz_std,train_DIQ_yz_mean,train_DIQ_yz_std,train_aux_loss_mean,train_aux_loss_std,valid_z_norm_mean,valid_z_norm_std,valid_z_mean_norm_mean,valid_z_mean_norm_std,valid_z_std_mean,valid_z_std_std,valid_d_H_Q_xCz_mean,valid_d_H_Q_xCz_std,valid_h_delta_acc_mean,valid_h_delta_acc_std,valid_d_DIQ_xz_mean,valid_d_DIQ_xz_std,valid_H_Q_yCz_mean,valid_H_Q_yCz_std,valid_DIQ_yz_mean,valid_DIQ_yz_std,valid_aux_loss_mean,valid_aux_loss_std,train_loss_mean,train_loss_std,valid_loss_mean,valid_loss_std,valid_acc_mean,valid_acc_std,valid_loglike_mean,valid_loglike_std,train_acc_mean,train_acc_std
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,1,default,transformer,10,5,0.9999758247624744,4.2340413416017685e-07,0.6867819673635742,0.013286163912753269,0.007013910119845109,0.0001889274627928774,4.558754004944455,0.0470731343910226,0.691998934659091,0.003034524858644728,7.679134262149984,0.047077522100874195,0.10615849868733099,0.0027231264538165965,3.2157695266333493,0.002723129383761381,,,0.99227698246638,0.006182808040056789,0.6742587645848592,0.011723151805052182,0.006960311904549599,0.00018380168028528338,12.165163803100587,0.037677306137658045,0.09735787990873893,0.0028546972036274914,0.07338525454203287,0.03608245714572916,2.508643245697021,0.04713326990189708,0.8132847785949707,0.04713326990189699,,,0.10616116589625677,0.0027347037373579297,2.5003242137146,0.038095237777838464,0.52736,0.007040454530781373,-1.7330927227990287,0.02640560463448368,0.9924177777777776,0.00045823062822332184
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,1,default,transformer,11,5,0.9999746462838216,4.6291751075410654e-07,0.665166273238984,0.012337407450195896,0.006915995043660091,0.00017819557390917978,3.9594661149111667,0.04538135718190473,0.7240221946022728,0.002581177189476248,8.278424461863258,0.045378642550623495,0.06893634843978692,0.002324276299677726,3.2529916755177757,0.0023242794893396975,,,0.9880375385284423,0.0096713779071905,0.6550902803738912,0.010674356906172328,0.006871615288158259,0.000168925438641786,12.235176277160644,0.005770887054737897,0.09595425135969764,0.003163070982147063,0.0033728440602620443,0.004330436007946915,2.5752556006113685,0.03926476681731698,0.7466724236806235,0.03926476681731696,,,0.06892743961758084,0.0023224160846762884,2.5642162534332273,0.031956358480137455,0.5322800000000001,0.0030252272641903056,-1.777379275664894,0.022150462070885182,0.9965733333333333,0.0004977480149832382
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,1,default,transformer,12,5,0.9999736718833446,4.395924477447388e-07,0.6486486620523713,0.01093722735575628,0.006841634835688058,0.0001735411892558905,3.435736373608763,0.03302468557563438,0.7502432528409091,0.0016818852282382488,8.802174357934431,0.03302912531819294,0.04777989128646864,0.0015148184566605516,3.274148134209893,0.0015148157312490536,,,0.9864105860392254,0.011735120989200246,0.6389463384946188,0.011426464157013195,0.006807129705945651,0.00016166049384782073,12.238549105326335,0.002118155510778618,0.09547029118270649,0.0047931029654888725,0.0,0.0,2.641505622863769,0.046532063784514854,0.6804224014282227,0.04653206378451469,,,0.04778336868445078,0.0015221622040952414,2.6306582886505128,0.03839115153474827,0.5320799999999999,0.004774096773212723,-1.823433393989798,0.026610734276827062,0.9981022222222222,0.00035645719012954857
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,1,default,transformer,13,5,0.999972875551744,4.833835414093234e-07,0.6357259196991271,0.01149176915191591,0.0067827241050756795,0.00016219273343632385,2.981098993799903,0.03235922407104223,0.7715692471590909,0.0013619796540099902,9.25680739662864,0.03237495748328507,0.034148429416712714,0.0014771836195024632,3.287779592383992,0.001477185951451441,,,0.986237625281016,0.005380369294383732,0.6290508508682251,0.01046003943607813,0.006753263094772895,0.00015389108740872923,12.238549105326335,0.002118155510778618,0.09360142710637906,0.004397381782830828,0.0,0.0,2.7131553332010907,0.03545698389498406,0.6087726910909017,0.03545698389498418,,,0.03413930139674081,0.0014855554245353185,2.698191613998413,0.030869382375286383,0.53488,0.0038796907093220766,-1.8702439200447754,0.021397044214403367,0.9989644444444444,0.00018565865399291346
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,1,default,transformer,14,5,0.9999722539023919,5.309975826255082e-07,0.626639654690569,0.011355948035710434,0.006742558809293603,0.000154568582967329,2.598758888515559,0.05007625890622242,0.7882377041903409,0.002498700110361589,9.639136177843268,0.050070575528845494,0.02603857102803886,0.0036344058461842336,3.295889452912591,0.003634409328488003,,,0.991318941116333,0.0035612799958040908,0.6202196200688681,0.010125237881896216,0.006717938805619876,0.00015099150791416941,12.238549105326335,0.002118155510778618,0.09166760289915192,0.002179329919294729,0.0,0.0,2.7633155345916753,0.057381733098041364,0.5586124897003173,0.05738173309804158,,,0.026031099344491958,0.0036352473372811157,2.753597312545776,0.04893167207808399,0.5347999999999999,0.004454211490264022,-1.9086482429296932,0.03391681846000305,0.9993644444444445,0.0004307902586104226
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,1,default,transformer,15,5,0.9999717108227989,5.063223944533017e-07,0.6190811628645118,0.010903878555707498,0.0067092546304179865,0.0001506137974838784,2.2662721297957678,0.07164520430535111,0.8017070756392044,0.0028514390286231844,9.971617217497393,0.07163922221280321,0.02166853972858834,0.0034662114635353384,3.3002594836733556,0.0034662179130647073,,,0.9933348377545675,0.010505206383296217,0.6136799256006877,0.0102831695719186,0.006687034076700607,0.00014110895254087772,12.238549105326335,0.002118155510778618,0.09298545814896755,0.0034515982003276466,0.0,0.0,2.8201905727386474,0.04204403807493934,0.5017374515533447,0.042044038074939456,,,0.021648833978109887,0.003429961734895147,2.8069970356750487,0.037042562499480874,0.53384,0.004970714234393293,-1.945662087812981,0.025675983122893275,0.9992888888888889,0.0005463684823619663
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,1,default,transformer,16,5,0.9999712847173214,5.415523162687243e-07,0.6127596951343797,0.010822259739462388,0.0066797372006641865,0.00014724375810543173,2.016392243856733,0.15475073334433784,0.8106363192471591,0.007121601779279294,10.221499822356485,0.1547539715124792,0.020174999998628415,0.010210856437550158,3.301753023808653,0.0102108548238107,,,0.9914510329564413,0.007717061645387143,0.6075818657875061,0.009963464854786984,0.006662232304612795,0.00014610634951419798,12.238549105326335,0.002118155510778618,0.08995487359421091,0.003333062687321744,0.0,0.0,2.875153827667236,0.05568961505551297,0.44677419662475587,0.055689615055512946,,,0.02017275464389059,0.010203429811614338,2.8606238877868653,0.05262124082592396,0.5352399999999999,0.006455075522408704,-1.9828334464455122,0.036474254014245755,0.9990755555555555,0.0012916254473709806
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,1,default,transformer,17,5,0.9999708551574837,5.434367376237185e-07,0.6068126079711047,0.010009183156234665,0.006650114238833669,0.0001427715147398425,1.7783288449048995,0.20282285542282175,0.8198635031960227,0.008058208952055364,10.459574478322809,0.20284181465797574,0.014715065707092764,0.006297645271751872,3.3072129582816907,0.006297643368963048,,,0.9909427762031555,0.010942368895055295,0.6009784380594889,0.009860109194092607,0.006631854424873987,0.0001394781804705284,12.238549105326335,0.002118155510778618,0.09086553973082596,0.005145546044296781,0.0,0.0,2.897480614980062,0.04846013012690822,0.42444740931193037,0.048460130126908314,,,0.014716468858288395,0.006300297887053816,2.884191687850952,0.037363082042487485,0.53696,0.003930394382247117,-1.99916936539137,0.025898126187831806,0.9996177777777777,0.0005080585170924022
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,1,default,transformer,18,5,0.9999704549258406,5.117018048298188e-07,0.6014081238345667,0.009584171438631557,0.006627111983041026,0.00013800629606687174,1.5145218664949591,0.16949716204498286,0.8295676935369318,0.006052785310499414,10.723359651999042,0.16950621517207742,0.009563006613064896,0.0018927832583805764,3.312365023656325,0.0018927855755430493,,,0.9912908951441446,0.012005770460928005,0.5969098369280498,0.008876963057919018,0.006608866030971208,0.00013244521116877292,12.238549105326335,0.002118155510778618,0.08750770591353245,0.0032478629611465337,0.0,0.0,2.95804713567098,0.05694666840178281,0.36388088862101237,0.0569466684017828,,,0.00956205707376202,0.001892226498975651,2.9418279479217526,0.05125421275572623,0.5353600000000001,0.00528658680057369,-2.039119758536328,0.03552670641015454,0.9998577777777777,0.0001667407242871362
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,1,default,transformer,19,5,0.9999702100049366,5.227018310307633e-07,0.5980106756091118,0.009303580305848526,0.006608802111374892,0.00013435096875034225,1.3224280202253298,0.14072941889259083,0.8356350319602273,0.004862308184924552,10.915477486090225,0.14074707493006533,0.009916311542143707,0.0034206667023267737,3.3120117111639544,0.003420666427325808,,,0.9903081178665161,0.00898854568537239,0.5944240371386209,0.009520106535374967,0.0066017560971279934,0.0001248549154903513,12.238549105326335,0.002118155510778618,0.0878714682429941,0.00346777966281352,0.0,0.0,3.0370651086171465,0.13424211767145625,0.28486291567484534,0.13424211767145616,,,0.009908568817509546,0.0034108129103341983,3.018607847366333,0.12209650844939018,0.53412,0.007640157066448275,-2.092339562971269,0.08463088081226973,0.9995155555555556,0.0005565324743999289
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,1,default,transformer,20,5,0.9999706006185575,1.291872821553896e-06,0.6032575449482962,0.017378343983070754,0.006619433221534232,0.00013524924847850876,1.5160594336688518,0.581037536346244,0.8228350053267045,0.02981711926332755,10.721845479445024,0.581035392672106,0.0465744901437905,0.06925272811422213,3.2753535333004864,0.06925273165041114,,,0.9943606376647949,0.01239164586047101,0.611519968509674,0.03356529581868611,0.006626164571692546,0.000153935658471206,12.238549105326335,0.002118155510778618,0.08371711663440265,0.006424297573562403,0.0,0.0,3.118836768468221,0.16100783845548142,0.20309125582377113,0.1610078384554814,,,0.04652044988662004,0.06919855073088968,3.1116744037628172,0.17716637853790657,0.52428,0.019255440789553515,-2.156848366462601,0.1228023355127524,0.9919466666666666,0.014452413186509014
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,1,default,transformer,21,5,0.9999709892002018,1.7392717984306953e-06,0.6109427197413011,0.027229005660730405,0.006611428608779203,0.00016727023570135404,1.698787822100249,0.9673212089299701,0.8141315696022728,0.04353034736589994,10.539111659743568,0.9673281372615349,0.049514324839004656,0.06402472849896293,3.2724136986515737,0.064024727833125,,,0.9834369897842408,0.0049226020351306925,0.6014390269915263,0.021252724441235257,0.006577564900120099,0.00014126966752614866,12.238549105326335,0.002118155510778618,0.0844320381637168,0.004646974115258909,0.0,0.0,3.035076395670573,0.02554134431098375,0.2868516286214193,0.025541344310983687,,,0.049526534897436705,0.06403793517425453,3.023523535003662,0.02596688493670799,0.53068,0.009943440048594888,-2.0957468626077738,0.01799884457814371,0.9918933333333333,0.012460281589272008
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,1,default,transformer,22,5,0.9999703052369032,1.170227858087405e-06,0.6002570257945494,0.017647580012250186,0.006569148239213974,0.0001344096936490459,1.3941269869492812,0.7645421235796062,0.8310026633522727,0.027186005841367832,10.843775929104199,0.7645544558901218,0.01138758821788625,0.011012636629484925,3.3105404322797605,0.011012638524418193,,,0.9892398039499918,0.006508752157352357,0.5931350827217103,0.014324232783532781,0.006548238204171259,0.00011677475707113934,12.238549105326335,0.002118155510778618,0.08169463841261063,0.003081900094794357,0.0,0.0,3.048286453882853,0.06551060132234299,0.27364157040913895,0.06551060132234308,,,0.011392395878608028,0.011020505353261425,3.0353936555480954,0.04959806365307207,0.53644,0.0045396035069155734,-2.103974616439698,0.034378733784115746,0.9996044444444445,0.0007552940723999309
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,1,default,transformer,23,5,0.9999698671427639,9.06869774306379e-07,0.5942869361828673,0.013468723886855691,0.006547274968100035,0.00011680764360821962,1.0941178073937243,0.5166289106188116,0.8424657315340909,0.015437564134855399,11.143771640820939,0.5166350477637964,0.005121972676980393,0.0018992528344304914,3.316806049780412,0.0018992569830166587,,,0.9836382905642193,0.007582815040021346,0.589459518591563,0.012666709794469747,0.006533892142275968,0.00011056331965391528,12.238549105326335,0.002118155510778618,0.08395578390025812,0.003828658673167146,0.0,0.0,3.076152912775675,0.06185963827296863,0.2457751115163167,0.061859638272968524,,,0.005121894041498502,0.0018999008586380772,3.0634727837371827,0.046305310870869074,0.5389600000000001,0.004085094858139776,-2.1234375396028464,0.03209641087737974,0.999991111111111,1.217161238901122e-05
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,1,default,transformer,24,5,0.99996962567622,8.477590239553915e-07,0.5912462500685995,0.012469251110387306,0.0065338355817154735,0.00011271166249255372,0.884191179072315,0.3668124646898854,0.8489978249289771,0.010082305236525526,11.353692079674115,0.366813915805863,0.003951387269295413,0.0008896965295309192,3.317976638403806,0.0008897037378397973,,,0.9847217043240866,0.007738536852072355,0.5865914622942607,0.011986305218910276,0.006521169065187375,0.00010895233555694525,12.238549105326335,0.002118155510778618,0.08359194955291298,0.005820383097256496,0.0,0.0,3.11329927444458,0.05885367774745951,0.20862874984741211,0.05885367774745959,,,0.003951428560275171,0.0008893782750540085,3.0998749574279785,0.04141251511420741,0.5389199999999998,0.004318796128552475,-2.1486696152345814,0.028705000988106057,1.0,0.0
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,1,default,transformer,25,5,0.9999694345349616,8.268978961784555e-07,0.5887862678278576,0.012248173903345592,0.006521659135416319,0.00011207500297627319,0.7343791154297914,0.27441960124336795,0.8530519353693183,0.007311844085770564,11.50352332917127,0.27444028726889913,0.0033623815283962437,0.000598567327510643,3.3185656431046398,0.0005985651518400686,,,0.9888774275779724,0.007194527114407335,0.5843871116638184,0.011785374090417505,0.00651036702717344,0.00010896336854991939,12.238549105326335,0.002118155510778618,0.08227927959070797,0.006006944958312818,0.0,0.0,3.144663731257121,0.06330825680092515,0.17726429303487143,0.06330825680092521,,,0.00336237844026751,0.0005982143058730186,3.131895503692627,0.04695359174305296,0.5392399999999999,0.0052448069554560045,-2.170864564662618,0.03254577643861566,1.0,0.0
QminimalityQsFinalNonormreg,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,1,default,transformer,26,5,0.9999692619524219,8.223137560549738e-07,0.5865960919044235,0.012091566997365943,0.0065117771382739945,0.00011142418424734146,0.6151125478304246,0.2154618977215661,0.8560886452414772,0.0054215991393188855,11.622784679586239,0.21546675978453236,0.0029464526157508687,0.0004437688835205397,3.3189815710891373,0.00044377093516471906,,,0.9890276273091633,0.008202215718971003,0.5822983622550965,0.011616291496645784,0.006500104690591495,0.00010862309001648733,12.238549105326335,0.002118155510778618,0.08353246278115782,0.003553047433832298,0.0,0.0,3.179735279083252,0.06406600658541467,0.14219274520874026,0.06406600658541463,,,0.002946320124210583,0.00044376225645597966,3.166445919189453,0.04595093636379324,0.5378399999999999,0.0030770115371899567,-2.1948131056380156,0.03185073992414281,1.0,0.0
