model,enc_zx_nhid,beta,run,epochs,train_loss_toagg,valid_loss_toagg,valid_acc_toagg,train_acc_toagg
cdib,128,0.0,2,40,-0.7850506708838723,5.7228818618774415,0.4608,0.9968666666666667
cdib,128,0.0,2,41,-0.7907072709083557,5.7571642852783205,0.462,0.9969333333333333
cdib,128,0.0,2,42,-0.7978947941173207,5.782784200286865,0.4608,0.9969111111111111
cdib,128,0.0,2,43,-0.8048192114569924,5.837671074676513,0.4606,0.9970888888888889
cdib,128,0.0,2,44,-0.8114761581074108,5.838663076782226,0.4616,0.9970222222222223
cdib,128,0.0,2,45,-0.8172607531547547,5.884459953308106,0.4606,0.9966666666666667
cdib,128,0.0,2,46,-0.8234822182395242,5.887000424194336,0.4598,0.9970222222222223
cdib,128,0.0,2,47,-0.8278550475900823,5.949166053771973,0.4592,0.9967777777777778
cdib,128,0.0,2,48,-0.8320266228502446,5.964679654693604,0.4588,0.9966666666666667
cdib,128,0.0,2,49,-0.8377932902856307,5.956872526550293,0.4592,0.9971555555555556
cdib,128,0.0,2,50,-0.8420351846608248,5.963279484558106,0.4588,0.9970666666666667
cdib,128,0.0,2,51,-0.8471122417016462,6.006290593719482,0.4586,0.9972666666666666
cdib,128,0.0,2,52,-0.8515296519192782,6.025171424102783,0.4584,0.9967777777777778
cdib,128,0.0,2,53,-0.8566481680436567,6.013595740509033,0.4584,0.9973111111111111
cdib,128,0.0,2,54,-0.862233939777721,6.012803987884522,0.4584,0.9973111111111111
cdib,128,0.0,2,55,-0.8672093121441928,6.0916979721069335,0.4582,0.9974444444444445
cdib,128,0.0,2,56,-0.8711659172491594,6.095959936523437,0.4566,0.9972
cdib,128,0.0,2,57,-0.8732789526505904,6.091261895751953,0.4578,0.9973333333333333
cdib,128,0.0,2,58,-0.8763543993256309,6.094312924957276,0.458,0.9973555555555556
cdib,128,0.0,2,59,-0.8809100140571594,6.1054321426391605,0.4582,0.9976222222222222
cdib,128,0.0,2,60,-0.8844302539998835,6.130067178344727,0.4576,0.9972
cdib,128,0.0,2,61,-0.8896319348075173,6.158075070953369,0.4552,0.9971555555555556
cdib,128,0.0,2,62,-0.892434956741333,6.146463437652588,0.4576,0.9973111111111111
cdib,128,0.0,2,63,-0.8949498760570179,6.1636695922851565,0.4562,0.9975333333333334
cdib,128,0.0,2,64,-0.8966241826404224,6.172393772125244,0.4572,0.9972666666666666
cdib,128,0.0,2,65,-0.9016973563714461,6.168497336578369,0.4578,0.9974666666666666
cdib,128,0.0,2,66,-0.904434978242354,6.233968960571289,0.455,0.9974888888888889
cdib,128,0.0,2,67,-0.9052834234931252,6.205367964172363,0.4576,0.9973777777777778
cdib,128,0.0,2,68,-0.9105306022470647,6.2046618782043454,0.4568,0.9977555555555555
cdib,128,0.0,2,69,-0.9122024312452837,6.220090647125244,0.4562,0.9975333333333334
cdib,128,0.0,2,70,-0.9148402698603544,6.244343961334229,0.455,0.9977111111111111
cdib,128,0.0,2,71,-0.918363570282676,6.233927019500732,0.457,0.9974222222222222
cdib,128,0.0,2,72,-0.9191294671145352,6.249451320648193,0.4572,0.9973777777777778
cdib,128,0.0,2,73,-0.9234244291478937,6.230605784606934,0.4574,0.9974
cdib,128,0.0,2,74,-0.9233154029672797,6.311693809509277,0.4536,0.9974222222222222
cdib,128,0.0,2,75,-0.9291633269006556,6.266020336914062,0.4578,0.9975111111111111
cdib,128,0.0,2,76,-0.9294181662472811,6.277229559326172,0.4568,0.9970888888888889
cdib,128,0.0,2,77,-0.9313355162620545,6.2905654502868655,0.456,0.9976888888888888
cdib,128,0.0,2,78,-0.9348265631762418,6.289150936889649,0.4572,0.9974
cdib,128,0.0,2,79,-0.9348808410211042,6.3550337867736815,0.4538,0.9975777777777778
cdib,128,0.0,2,80,-0.9380336475025524,6.313657772827148,0.4552,0.9978
cdib,128,0.0,2,81,-0.9398968748959629,6.315635541534424,0.4558,0.9973555555555556
cdib,128,0.0,2,82,-0.9434587186726657,6.307166423797607,0.4554,0.9979777777777777
cdib,128,0.0,2,83,-0.944144298917597,6.349790539550781,0.455,0.9976
cdib,128,0.0,2,84,-0.9476663038947365,6.352897079467773,0.4548,0.9977333333333334
cdib,128,0.0,2,85,-0.9471810521732678,6.351087325286866,0.4552,0.9977111111111111
cdib,128,0.0,2,86,-0.9489395561391657,6.359924729919434,0.4568,0.9973555555555556
cdib,128,0.0,2,87,-0.949672781458768,6.337201776123047,0.4566,0.9978
cdib,128,0.0,2,88,-0.9520202116185968,6.375035639953613,0.4534,0.9976444444444444
cdib,128,0.0,2,89,-0.9511847228483721,6.373352281951904,0.4542,0.9972
cdib,128,0.0,2,90,-0.9548145428917625,6.348007106018066,0.4562,0.9981333333333333
cdib,128,0.0,2,91,-0.9566132393490184,6.377720858001709,0.4562,0.9978666666666667
cdib,128,0.0,2,92,-0.9581485130830245,6.374665225219727,0.455,0.9977333333333334
cdib,128,0.0,2,93,-0.9600410205494274,6.392804525756836,0.4538,0.9975777777777778
cdib,128,0.0,2,94,-0.9618627828858115,6.408851734924316,0.4542,0.9979555555555556
cdib,128,0.0,2,95,-0.9630185592998158,6.406295095062256,0.4524,0.9977111111111111
cdib,128,0.0,2,96,-0.9629753688031977,6.417426625061035,0.454,0.9975777777777778
cdib,128,0.0,2,97,-0.9645114420283925,6.378111656188965,0.4554,0.9978222222222223
cdib,128,0.0,2,98,-0.9669884528246793,6.410356340026856,0.4538,0.9978888888888889
cdib,128,0.0,2,99,-0.9690157670974732,6.405160890197754,0.454,0.9977777777777778
cdib,128,0.0,2,100,-0.96926150523966,6.3985050102233885,0.4546,0.9978666666666667
cdib,128,0.0,2,101,-0.9705132936564359,6.398838600921631,0.4544,0.9976
cdib,128,0.0,2,102,-0.9716353539900346,6.455150594329834,0.4526,0.9978888888888889
cdib,128,0.0,2,103,-0.9722504319277677,6.4138080070495604,0.454,0.9976444444444444
cdib,128,0.0,2,104,-0.9711623812068593,6.435337184143067,0.4526,0.9977111111111111
cdib,128,0.0,2,105,-0.9741137957139449,6.422549035644531,0.454,0.9979333333333333
cdib,128,0.0,2,106,-0.9755016665632075,6.445982930755616,0.4542,0.9976444444444444
cdib,128,0.0,2,107,-0.9789666215723211,6.419544876098633,0.4542,0.9980444444444444
cdib,128,0.0,2,108,-0.9777656491626393,6.436856700134277,0.4532,0.9977333333333334
cdib,128,0.0,2,109,-0.9776453879096292,6.455228790283203,0.4534,0.9977555555555555
cdib,128,0.0,2,110,-0.9800615032282742,6.413731675720215,0.4546,0.9980444444444444
cdib,128,0.0,2,111,-0.9773909258582375,6.438835153961182,0.454,0.9979111111111111
cdib,128,0.0,2,112,-0.9812975937756625,6.4580945373535155,0.4528,0.9977111111111111
cdib,128,0.0,2,113,-0.9818607106295499,6.450802030181885,0.454,0.9979111111111111
cdib,128,0.0,2,114,-0.9827550367008556,6.503224217224121,0.4518,0.9979555555555556
cdib,128,0.0,2,115,-0.982821125351299,6.480480435180664,0.4522,0.9979111111111111
cdib,128,0.0,2,116,-0.9836238448576494,6.482057245635986,0.453,0.9980444444444444
cdib,128,0.0,2,117,-0.985917265961387,6.4872144592285155,0.4524,0.9978444444444444
cdib,128,0.0,2,118,-0.9860136199517684,6.474450405883789,0.4526,0.9977777777777778
cdib,128,0.0,2,119,-0.9867882407275114,6.517769339752197,0.4506,0.9979555555555556
cdib,128,0.0,2,120,-0.9875566367496144,6.44564372253418,0.4524,0.998
cdib,128,0.0,2,121,-0.9877027381550182,6.4945956863403325,0.4532,0.9974
cdib,128,0.0,2,122,-0.9872863984021274,6.46057935333252,0.4534,0.9979111111111111
cdib,128,0.0,2,123,-0.9911665402152322,6.470131737518311,0.4534,0.9981333333333333
cdib,128,0.0,2,124,-0.9894159184629266,6.502607048797607,0.4534,0.9976
cdib,128,0.0,2,125,-0.9914913966612382,6.483576616668701,0.4528,0.9980666666666667
cdib,128,0.0,2,126,-0.9928305014176803,6.467518605804443,0.4528,0.9982666666666666
cdib,128,0.0,2,127,-0.9917396895148537,6.4640793655395505,0.452,0.998
cdib,128,0.0,2,128,-0.9927452049775557,6.4819197174072265,0.4524,0.9976222222222222
cdib,128,0.0,2,129,-0.9943736641103571,6.471900947570801,0.453,0.9978
cdib,128,0.0,2,130,-0.9943387442155318,6.490313882446289,0.4534,0.9983333333333333
cdib,128,0.0,2,131,-0.9940895905407993,6.468278871917724,0.4528,0.9981555555555556
cdib,128,0.0,2,132,-0.9936116186748851,6.50627952041626,0.4528,0.9979555555555556
cdib,128,0.0,2,133,-0.9952294851129705,6.511327751922607,0.452,0.9978888888888889
cdib,128,0.0,2,134,-0.9933561304265802,6.492813481140137,0.4512,0.9980666666666667
cdib,128,0.0,2,135,-0.9966001710718329,6.502252117156982,0.452,0.9979111111111111
cdib,128,0.0,2,136,-0.9986167582771995,6.510633433532715,0.4524,0.998
cdib,128,0.0,2,137,-1.0001307584502481,6.515166207885742,0.4502,0.9982
cdib,128,0.0,2,138,-0.9968590055465698,6.509756632232666,0.4514,0.9981333333333333
cdib,128,0.0,2,139,-0.9980125921422784,6.529099518585205,0.452,0.9978444444444444
cdib,128,0.0,2,140,-0.9971953007871455,6.524486998748779,0.4498,0.9978
cdib,128,0.0,2,141,-0.998710913961584,6.496416133117676,0.4518,0.9979777777777777
cdib,128,0.0,2,142,-0.9965406813188032,6.511093550109863,0.452,0.9977777777777778
cdib,128,0.0,2,143,-1.001535067766363,6.5106939453125,0.4516,0.9981555555555556
cdib,128,0.0,2,144,-0.99948132797588,6.499983786010742,0.4528,0.9981555555555556
cdib,128,0.0,2,145,-1.0003994488456032,6.488513073730469,0.4526,0.998
cdib,128,0.0,2,146,-1.002696925978227,6.516700703430176,0.4524,0.9978888888888889
cdib,128,0.0,2,147,-1.0023130829897793,6.5262734336853025,0.4514,0.9977555555555555
cdib,128,0.0,2,148,-1.001942381659421,6.5174461967468265,0.452,0.9982
cdib,128,0.0,2,149,-1.0027006264599887,6.539728504180908,0.451,0.9979555555555556
cdib,128,0.0,2,150,-1.0025257519201798,6.515083980560303,0.4526,0.9977555555555555
cdib,128,0.0,2,151,-1.0028048086513173,6.5406290031433105,0.4504,0.9978222222222223
cdib,128,0.0,2,152,-1.0027608643965287,6.540300165557861,0.4514,0.9979777777777777
cdib,128,0.0,2,153,-1.0021835405696522,6.539620694732666,0.4502,0.9979111111111111
cdib,128,0.0,2,154,-1.0021689628080888,6.531248606109619,0.4498,0.9980222222222223
cdib,128,0.0,2,155,-1.0035416470354253,6.508447621154785,0.4524,0.9977333333333334
cdib,128,0.0,2,156,-1.0040450888893822,6.574960322570801,0.4496,0.9978666666666667
cdib,128,0.0,2,157,-1.0033696869590065,6.532782946014405,0.4498,0.9982
cdib,128,0.0,2,158,-1.00504509008581,6.503177241516113,0.452,0.9981777777777778
cdib,128,0.0,2,159,-1.0067617144151166,6.538876582336425,0.4516,0.9980888888888889
cdib,128,0.0,2,160,-1.0059962322408502,6.506163801574707,0.4508,0.9979777777777777
cdib,128,0.0,2,161,-1.004575664988431,6.55803338470459,0.4506,0.9981333333333333
cdib,128,0.0,2,162,-1.006243023300171,6.5202705116271975,0.4508,0.9981111111111111
cdib,128,0.0,2,163,-1.0054895562345332,6.532177337646484,0.4516,0.9978222222222223
cdib,128,0.0,2,164,-1.0055432103763926,6.547587673187256,0.45,0.9980666666666667
cdib,128,0.0,2,165,-1.0085026793913408,6.518793521881103,0.4514,0.9980222222222223
cdib,128,0.0,2,166,-1.007252109787681,6.545841248321533,0.4526,0.9979111111111111
cdib,128,0.0,2,167,-1.0054176111221313,6.518724776458741,0.4508,0.9980666666666667
cdib,128,0.0,2,168,-1.0063411539251155,6.529112097930908,0.4514,0.9979333333333333
cdib,128,0.0,2,169,-1.0075846806959672,6.532069875335694,0.4506,0.9980222222222223
cdib,128,0.0,2,170,-1.0079993944341485,6.549309970855713,0.4504,0.9978444444444444
cdib,128,0.0,2,171,-1.006923526651209,6.544664192199707,0.4512,0.9978
cdib,128,0.0,2,172,-1.009211313715848,6.568321709442139,0.4506,0.9981777777777778
cdib,128,0.0,2,173,-1.0092640574195169,6.559502368927002,0.4502,0.9979111111111111
cdib,128,0.0,2,174,-1.008958712387085,6.521535948181152,0.4524,0.9980666666666667
cdib,128,0.0,2,175,-1.0074759408343923,6.539133109283448,0.4512,0.9978
cdib,128,0.0,2,176,-1.0082303304152056,6.519009597015381,0.4516,0.9978444444444444
cdib,128,0.0,2,177,-1.010335458842191,6.554337728118896,0.451,0.9977555555555555
cdib,128,0.0,2,178,-1.0102569452892651,6.543540586853028,0.4492,0.9978888888888889
cdib,128,0.0,2,179,-1.0089343480630355,6.581458554840088,0.4504,0.9978444444444444
cdib,128,0.0,2,180,-1.0110088478348471,6.54924147644043,0.4502,0.9982444444444445
cdib,128,0.0,2,181,-1.0090848169153388,6.54554624633789,0.4498,0.9980222222222223
cdib,128,0.0,2,182,-1.009171071988886,6.534512200164795,0.4502,0.9981111111111111
cdib,128,0.0,2,183,-1.0090859046589244,6.546307182312011,0.4516,0.9976888888888888
cdib,128,0.0,2,184,-1.0104356813777577,6.53999737701416,0.4514,0.9981555555555556
cdib,128,0.0,2,185,-1.009694638599049,6.5471787368774415,0.4514,0.9976666666666667
cdib,128,0.0,2,186,-1.011525992306796,6.567319528961182,0.4498,0.9979111111111111
cdib,128,0.0,2,187,-1.0106505873420022,6.540622454071045,0.4512,0.998
cdib,128,0.0,2,188,-1.011630857849121,6.540589680480957,0.4516,0.9980222222222223
cdib,128,0.0,2,189,-1.0097146250638094,6.548829054260254,0.4512,0.9979777777777777
cdib,128,0.0,2,190,-1.0097913738250732,6.5407318695068355,0.451,0.9976666666666667
cdib,128,0.0,2,191,-1.0123990328441967,6.547046454620362,0.4504,0.9979111111111111
cdib,128,0.0,2,192,-1.0112247728087684,6.544127140045166,0.4508,0.9982666666666666
cdib,128,0.0,2,193,-1.011425279045105,6.549513066864014,0.4508,0.9978888888888889
cdib,128,0.0,2,194,-1.012294728565216,6.553485145568848,0.45,0.9982222222222222
cdib,128,0.0,2,195,-1.011250678651983,6.535668156433106,0.45,0.9980888888888889
cdib,128,0.0,2,196,-1.0122025316931984,6.516849992370606,0.452,0.9981555555555556
cdib,128,0.0,2,197,-1.0100842463059858,6.522986105346679,0.452,0.9980222222222223
cdib,128,0.0,2,198,-1.0105536023920232,6.556393963623047,0.4504,0.9981777777777778
cdib,128,0.0,2,199,-1.013353338397633,6.532246130371094,0.4512,0.9978
cdib,128,0.0,1,0,0.7820325041705912,1.6859338823318482,0.4724,0.6262888888888889
cdib,128,0.0,1,1,0.014995909104563974,1.7821918113708497,0.5006,0.9644222222222222
cdib,128,0.0,1,2,-0.11301240795308894,1.9319690263748168,0.508,0.9908222222222223
cdib,128,0.0,1,3,-0.16545771383155475,2.09159126625061,0.5084,0.9960444444444444
cdib,128,0.0,1,4,-0.19993173969442193,2.2438929569244386,0.507,0.9979777777777777
cdib,128,0.0,1,5,-0.22769397903789174,2.4145054599761964,0.505,0.9988444444444444
cdib,128,0.0,1,6,-0.25339503286318343,2.5988586528778077,0.5056,0.9991555555555556
cdib,128,0.0,1,7,-0.27927585110664366,2.8290662109375,0.5022,0.9992666666666666
cdib,128,0.0,1,8,-0.3074548711755059,3.060019532394409,0.4978,0.9989333333333333
cdib,128,0.0,1,9,-0.33424117773662915,3.2614099479675294,0.4936,0.9982888888888889
cdib,128,0.0,1,10,-0.36208177342848347,3.497467036819458,0.4914,0.9978222222222223
cdib,128,0.0,1,11,-0.3893051864233884,3.69455936126709,0.4826,0.9972888888888889
cdib,128,0.0,1,12,-0.41370531772266733,3.9029006744384764,0.481,0.9967333333333334
cdib,128,0.0,1,13,-0.4373748339956457,4.103982821655274,0.4768,0.9969333333333333
cdib,128,0.0,1,14,-0.4602763280348344,4.201957975006104,0.4756,0.9964444444444445
cdib,128,0.0,1,15,-0.4818252539634705,4.385977572631836,0.4742,0.9967111111111111
cdib,128,0.0,1,16,-0.5031333044138822,4.503287431335449,0.4734,0.9964444444444445
cdib,128,0.0,1,17,-0.5238270663651553,4.63316132736206,0.4698,0.9963333333333333
cdib,128,0.0,1,18,-0.541783319681341,4.704453837585449,0.4718,0.9961111111111111
cdib,128,0.0,1,19,-0.5563458711320703,4.858461092376709,0.4644,0.9958444444444444
cdib,128,0.0,1,20,-0.5748108733350581,4.949869562530518,0.4628,0.9963777777777778
cdib,128,0.0,1,21,-0.5900684106306596,5.033568354797363,0.4622,0.9960666666666667
cdib,128,0.0,1,22,-0.6053180655479431,5.098023834228516,0.459,0.9958222222222223
cdib,128,0.0,1,23,-0.6185294435674494,5.161965985870362,0.4596,0.9960888888888889
cdib,128,0.0,1,24,-0.6334757362972606,5.2708674415588375,0.4566,0.9961555555555556
cdib,128,0.0,1,25,-0.6459072434425354,5.298796698760986,0.4542,0.9964
cdib,128,0.0,1,26,-0.6584594228831204,5.351094301605225,0.4562,0.9963333333333333
cdib,128,0.0,1,27,-0.6702714650240812,5.426070306396484,0.4554,0.9962444444444445
cdib,128,0.0,1,28,-0.6807047005653382,5.4792314086914065,0.4546,0.9962
cdib,128,0.0,1,29,-0.6921500986099243,5.56610770111084,0.4512,0.9960444444444444
cdib,128,0.0,1,30,-0.7037536389264193,5.586881774902344,0.4502,0.9964444444444445
cdib,128,0.0,1,31,-0.7124179849451239,5.658567932891846,0.45,0.9965111111111111
cdib,128,0.0,1,32,-0.7222994585210627,5.69985973815918,0.4488,0.9963333333333333
cdib,128,0.0,1,33,-0.7305188187078996,5.747546548461914,0.4488,0.9957333333333334
cdib,128,0.0,1,34,-0.7413597924579274,5.755735120391845,0.4484,0.9962222222222222
cdib,128,0.0,1,35,-0.7488097311019898,5.849368004608154,0.4472,0.9964
cdib,128,0.0,1,36,-0.7570805748419328,5.8635646461486814,0.4464,0.9965333333333334
cdib,128,0.0,1,37,-0.7650956824389371,5.869161798858642,0.4478,0.9961555555555556
cdib,128,0.0,1,38,-0.7740484392686323,5.932779054260254,0.4456,0.9964222222222222
cdib,128,0.0,1,39,-0.7783610351995989,5.961392784881592,0.4462,0.9960888888888889
cdib,128,0.0,1,40,-0.7859276124780828,5.967236332702637,0.4444,0.9965777777777778
cdib,128,0.0,1,41,-0.7930064053968949,5.998868541717529,0.4454,0.9960888888888889
cdib,128,0.0,1,42,-0.798774345328591,6.020508768463134,0.446,0.9963333333333333
cdib,128,0.0,1,43,-0.8061614005088806,6.093116436767578,0.443,0.9965333333333334
cdib,128,0.0,1,44,-0.8129365828254006,6.080141221618653,0.4428,0.9964444444444445
cdib,128,0.0,1,45,-0.8176596789013256,6.15208218460083,0.4412,0.9966222222222222
cdib,128,0.0,1,46,-0.8237238302230835,6.121678527069092,0.4444,0.9963777777777778
cdib,128,0.0,1,47,-0.8290944322412664,6.154459700012207,0.441,0.9967333333333334
cdib,128,0.0,1,48,-0.8343918585430492,6.195198015594483,0.4414,0.9961555555555556
cdib,128,0.0,1,49,-0.8390206227649342,6.216158178710938,0.4408,0.9964222222222222
cdib,128,0.0,1,50,-0.8446950767430392,6.196456262969971,0.442,0.9964888888888889
cdib,128,0.0,1,51,-0.8495804105585272,6.233452526092529,0.4402,0.9966444444444444
cdib,128,0.0,1,52,-0.855000990078666,6.250849736785889,0.4378,0.9966222222222222
cdib,128,0.0,1,53,-0.8569377884951505,6.275697476959229,0.4374,0.9962888888888889
cdib,128,0.0,1,54,-0.8628835172653199,6.2998379135131835,0.4388,0.9964666666666666
cdib,128,0.0,1,55,-0.8684528654011813,6.2706824424743655,0.4416,0.9969777777777777
cdib,128,0.0,1,56,-0.8709904385566711,6.37076784362793,0.4356,0.9965111111111111
cdib,128,0.0,1,57,-0.8761244684132663,6.351815364074707,0.4382,0.9971111111111111
cdib,128,0.0,1,58,-0.8782915135817094,6.368254502105713,0.438,0.9967555555555555
cdib,128,0.0,1,59,-0.8815049113273621,6.338648413085937,0.4422,0.9965555555555555
cdib,128,0.0,1,60,-0.8877479185624556,6.403495913696289,0.4374,0.9964444444444445
cdib,128,0.0,1,61,-0.8901859262639826,6.396665049743652,0.4406,0.9967333333333334
cdib,128,0.0,1,62,-0.8937713381420482,6.419093963623047,0.4384,0.9963333333333333
cdib,128,0.0,1,63,-0.8967294347936456,6.4249263381958,0.4384,0.9966222222222222
cdib,128,0.0,1,64,-0.9014760560382497,6.458029946899414,0.4364,0.9969777777777777
cdib,128,0.0,1,65,-0.9036418695103039,6.497967079162597,0.4352,0.9969555555555556
cdib,128,0.0,1,66,-0.9053516471862793,6.428643922424317,0.439,0.9963777777777778
cdib,128,0.0,1,67,-0.9095986185767434,6.453946298980713,0.4372,0.9967777777777778
cdib,128,0.0,1,68,-0.9122162462061102,6.474664267730713,0.4364,0.9966222222222222
cdib,128,0.0,1,69,-0.9125246237234635,6.475091715240478,0.4388,0.9966666666666667
cdib,128,0.0,1,70,-0.9165149731636048,6.494843374633789,0.4368,0.9966666666666667
cdib,128,0.0,1,71,-0.9209571095206521,6.518354095458984,0.4362,0.9968666666666667
cdib,128,0.0,1,72,-0.9214104722196406,6.491708996582031,0.4386,0.9965555555555555
cdib,128,0.0,1,73,-0.9270880413922397,6.507906796264648,0.439,0.9968666666666667
cdib,128,0.0,1,74,-0.9274917613983155,6.515756453704834,0.4386,0.9968888888888889
cdib,128,0.0,1,75,-0.9296065367265182,6.575870499420166,0.4328,0.9971333333333333
cdib,128,0.0,1,76,-0.9314098790082065,6.552403481292725,0.437,0.9970888888888889
cdib,128,0.0,1,77,-0.9333526153564453,6.540729646301269,0.438,0.9965111111111111
cdib,128,0.0,1,78,-0.9373578065178612,6.565923204803466,0.435,0.9969555555555556
cdib,128,0.0,1,79,-0.9400294616005638,6.540613508605957,0.4372,0.9971111111111111
cdib,128,0.0,1,80,-0.9417154301209884,6.5900772605896,0.4346,0.9971333333333333
cdib,128,0.0,1,81,-0.9423378307169133,6.581822030639649,0.4358,0.9964222222222222
cdib,128,0.0,1,82,-0.9457752959858288,6.589794745635986,0.4362,0.9969777777777777
cdib,128,0.0,1,83,-0.9461408691926436,6.622342311859131,0.4342,0.9968666666666667
cdib,128,0.0,1,84,-0.9479005230643532,6.602920631408692,0.4358,0.9971333333333333
cdib,128,0.0,1,85,-0.950516314125061,6.6039463165283205,0.4352,0.9969333333333333
cdib,128,0.0,1,86,-0.9521105276974765,6.613169721984863,0.435,0.9967333333333334
cdib,128,0.0,1,87,-0.956521755695343,6.6383259384155275,0.4352,0.9970888888888889
cdib,128,0.0,1,88,-0.9560424543207342,6.643763087463379,0.4336,0.9970666666666667
cdib,128,0.0,1,89,-0.9584091793753884,6.650153511810303,0.4352,0.9973555555555556
cdib,128,0.0,1,90,-0.9595622557726773,6.644791435241699,0.4348,0.9971333333333333
cdib,128,0.0,1,91,-0.9591802801132202,6.649138049316406,0.434,0.9966
cdib,128,0.0,1,92,-0.9621472453724255,6.6372259330749515,0.436,0.9970222222222223
cdib,128,0.0,1,93,-0.9638288902369413,6.671438495635987,0.4338,0.9967333333333334
cdib,128,0.0,1,94,-0.9648267522638494,6.66739774017334,0.4338,0.9972888888888889
cdib,128,0.0,1,95,-0.9666564949989319,6.637791850280761,0.4364,0.9970666666666667
cdib,128,0.0,1,96,-0.9668726268594915,6.635782570648193,0.4366,0.9972888888888889
cdib,128,0.0,1,97,-0.9701151107094504,6.658396281433106,0.4352,0.9972444444444445
cdib,128,0.0,1,98,-0.970562717741186,6.64828942489624,0.4362,0.9968222222222223
cdib,128,0.0,1,99,-0.9719656382647428,6.687657783508301,0.4328,0.9969111111111111
cdib,128,0.0,1,100,-0.9738802336259321,6.68251926651001,0.4342,0.9971777777777778
cdib,128,0.0,1,101,-0.9742559053247625,6.689617358398437,0.435,0.9971777777777778
cdib,128,0.0,1,102,-0.9752498540791599,6.694929090118408,0.4346,0.9971333333333333
cdib,128,0.0,1,103,-0.9752292027733542,6.712118608856201,0.435,0.9970666666666667
cdib,128,0.0,1,104,-0.9786380310925571,6.706005544281006,0.4338,0.9973777777777778
cdib,128,0.0,1,105,-0.9787892799637534,6.697631044769287,0.4352,0.9968
