model,beta,mchead,run,train_DIQ_yz_toagg,test_DIQ_yz_toagg,train_d_DIQ_xz_toagg,train_H_Q_yCz_toagg,test_H_Q_yCz_toagg,train_acc_toagg,test_acc_toagg,train_loglike_toagg,test_loglike_toagg,train_d_H_Q_xCz_toagg,train_h_delta_acc_toagg,train_z_norm_toagg,test_z_norm_toagg,train_z_mean_norm_toagg,test_z_mean_norm_toagg,train_z_std_toagg,test_z_std_toagg
cdib,0.1,5,0,3.3100204792889683,0.43200297355651857,0.06126318330114538,0.011907558507201349,2.889925050735473,0.9999111111111112,0.4975,-0.008253202966623812,-2.00232323164535,12.176626552234993,0.06111750802927619,0.9760793312029404,0.978078830242157,6.278212135488339,6.310634136199951,0.007722303927452726,0.007638372853398323
cdib,0.1,5,1,3.309902494603937,0.6126039028167725,0.0547836571931839,0.012025567618283358,2.70932412147522,1.0,0.5071,-0.008335450052940008,-1.8762542081394904,12.183103994889693,0.07229662613522271,1.0122180797836997,0.9850308179855348,3.1606985222209585,3.1498589038848883,0.007685911672359162,0.007535569183528423
cdib,0.1,5,2,3.307678363539956,0.6259126186370849,0.041583991778845135,0.014249677473509853,2.6960154056549066,1.0,0.5022,-0.009877235669360196,-1.8678190854205128,12.196306055242365,0.0759269499874498,0.9376173669641668,0.9132644653320312,3.51975015076724,3.5130751609802244,0.007734906753863802,0.0075518617406487454
cdib,0.1,3,0,3.310370781204917,0.4132753849029541,0.11048104817217047,0.011557245627045631,2.908652639389038,0.9999111111111112,0.5064,-0.008011049317866028,-2.014759263845992,12.127406857230447,0.055889083678463854,0.9847326332872564,0.9963407278060912,8.21049987186085,8.288855743408202,0.008370293685319748,0.008334645256400108
cdib,0.1,3,2,3.309728795831853,0.4330096244812012,0.2018259892409498,0.012199240821329031,2.888918399810791,0.9998888888888888,0.5063,-0.008456656140534948,-2.0013554352954253,12.036067919297652,0.07949726967766903,0.9879766702651978,0.9797998785972596,4.883944663134488,4.908526992797851,0.009213877672498877,0.009108172357082368
cdib,0.1,3,1,3.3089338107542563,0.514438533782959,0.18790917640382596,0.012994199991226195,2.8074894905090333,1.0,0.5059,-0.009006868919018578,-1.943887905779728,12.049981810829856,0.07930501302083331,1.0097789764404297,0.9932013750076294,4.002099654891274,4.009949254989624,0.008580389263277704,0.008399645611643792
cdib,0.1,1,1,3.189326654780994,-0.16966695785522462,1.1320000832731074,0.1326013651083816,3.491594982147217,0.9773777777777778,0.4872,-0.09191597037433613,-2.417235687348579,11.105878353118896,0.1313553887068159,0.9944930889389731,1.0010857462882996,4.944781390103427,5.012552642822267,0.010581670117310505,0.010480557568371296
cdib,0.1,1,0,2.910350051793185,-0.6616722583770752,1.3153930143876509,0.4115779630162499,3.9836002826690673,0.9182888888888888,0.4442,-0.2852522357690549,-2.7583670108123433,10.92249584197998,0.14238343198789474,0.9896466677839104,1.0074350118637083,6.9196861223741015,7.005812263488768,0.007816146000881086,0.007901332154870034
cdib,0.1,1,2,3.305990836837075,0.2848660945892334,0.8297295245257291,0.01593717945400964,3.037061929702759,0.9999777777777776,0.5095,-0.011046863526194734,-2.1045537240892638,11.40816506472501,0.11100322811130887,0.9611975008791144,0.9663574099540709,5.481252041730014,5.559653568267822,0.014848958277566866,0.014738488756120206
cdib,100.0,3,0,0.918672886761752,0.8970196723937989,0.004946593295740472,2.40325513753024,2.424908351898193,0.42973333333333336,0.425,-1.6658156353237727,-1.6806536928057672,12.232941497455945,0.0084168720930122,1.001050754026933,1.0078343272209167,42.04944922707298,42.85942153930664,0.006558669053695418,0.006481233146041631
cdib,100.0,3,1,0.8845905065536499,0.8717692375183106,0.005158948336346922,2.4373375177383423,2.450158786773682,0.4168222222222222,0.4159,-1.6894323053821922,-1.6980877871587872,12.232732165943492,0.008981913389828252,0.9913648448207162,0.996117627620697,40.35397078774192,41.19279251098633,0.009913570120592009,0.009700168669223786
cdib,100.0,3,2,0.9409065354954111,0.9094745635986328,0.004059690558774904,2.381021488796581,2.4124534606933588,0.435,0.4271,-1.650388899733623,-1.672090116597712,12.233835176988082,0.009052077450426705,0.999839341098612,0.9900679469108582,41.59656611355868,42.09882507324219,0.00577807005240836,0.005651458818465472
cdib,100.0,1,0,0.8258020335977728,0.8171195983886719,0.0057407184080644075,2.4961259906942197,2.5048084259033203,0.3926,0.3907,-1.7301856413034928,-1.7360008713766932,12.232148170471193,0.008498571701579043,1.000016139312224,0.9989555478096008,45.84074609929865,46.689491271972656,0.009675201324915344,0.00962128471583128
cdib,100.0,1,1,0.686154842376709,0.6863566398620605,0.007827108556574041,2.635773181915283,2.635571384429932,0.3622,0.3681,-1.8269731636865272,-1.826892059199512,12.23005130074241,0.009568347074377051,1.0045641606504268,1.017506444454193,49.34921455383301,50.61671142578125,0.015455150849778544,0.015582231618463994
cdib,100.0,1,2,0.7589764920147982,0.7511941432952881,0.0020432580601085315,2.562951532277194,2.570733880996704,0.3802,0.3823,-1.776491979417867,-1.781914710725844,12.235851287841795,0.008157920210672236,0.996229887008667,0.9934629201889038,43.69717788696289,44.398590850830075,0.006480347830802202,0.006412898190319538
cdib,100.0,5,0,1.0696772553704,1.0186875343322754,0.005348912260325796,2.252250768921592,2.303240489959717,0.4694888888888889,0.4552,-1.5611530127974431,-1.5961839494559913,12.232540607452393,0.008357653804137001,1.0065859149802814,1.0000310301780702,33.61300624500621,33.976028442382805,0.0077242973387580014,0.007574248686432837
cdib,100.0,5,1,0.9976959770376032,0.9562694549560546,0.005682015347040512,2.324232047254389,2.3656585693359373,0.4578666666666666,0.446,-1.6110313721573186,-1.6394314639031886,12.232205607674338,0.009863178744808779,0.9854534783146598,0.9888771057128908,34.89807961203835,35.491597747802736,0.009646134747361595,0.009405890293419362
cdib,100.0,5,2,1.0278658108277754,0.9781715869903564,0.004545084010301665,2.294062213464217,2.343756437301636,0.4631333333333333,0.4488,-1.5901117156873146,-1.624349148760736,12.233344901691785,0.008784048659125137,1.0018498409878125,0.9954021453857422,30.447328220714226,30.770667266845702,0.011764836285940626,0.0116192776709795
cdib,0.01,5,0,3.3199846094304863,-0.10864062309265136,1.5848427794196391,0.001943411257922311,3.430568647384644,1.0,0.5387,-0.0013469717487656495,-2.3772713262945997,10.653047128157182,0.20963151701265287,0.9916309795596384,0.9842984557151796,5.267578320069746,5.3045929908752445,0.4431313493035056,0.4481383800506592
cdib,0.01,5,1,3.319684928113764,-0.10109310150146483,1.880442050370303,0.0022430984959514303,3.423021125793457,1.0,0.5382,-0.0015548865801824658,-2.3700174557114746,10.357445803555576,0.2378807265639261,0.996039165691896,0.9856878519058228,4.371680541472002,4.3988408088684094,0.5252658101645383,0.5302321672439575
cdib,0.01,5,2,3.319853338328275,-0.13291707038879394,1.5820244225588709,0.0020746868315406823,3.454845094680786,1.0,0.5364,-0.0014381805454941293,-2.3946392483078642,10.65586571259932,0.2118353607968807,0.993899708444422,0.9837955713272096,4.970455126328901,4.998895740509033,0.4966676546768709,0.5013854622840881
cdib,0.01,3,0,3.319809382612055,-0.13284902572631835,1.8866131793368943,0.002118672328916463,3.4547770500183104,1.0,0.5342,-0.0014685561305560965,-2.394736635438949,10.351274100216953,0.2331776947990827,1.002425629984249,0.994618010520935,4.334448185834018,4.36243371963501,0.35890509323640296,0.36240198612213137
cdib,0.01,3,1,3.3197164752266626,-0.028363370895385744,1.7645365487445483,0.0022115345980802717,3.350291395187378,1.0,0.5367,-0.0015329925893497328,-2.3194431879764044,10.473354079506613,0.22337469997176207,0.9931031519716436,0.9906274080276488,4.51143251765858,4.5486892700195325,0.3385298455303365,0.3437198281288147
cdib,0.01,3,2,3.3196110183542427,-0.10110750198364256,1.768019351092252,0.0023170113140209155,3.4230355262756347,1.0,0.5318,-0.0016060492633337465,-2.372183385502342,10.469874425367877,0.2218136647560888,0.9819340949708764,0.9747908473014832,4.4649387923153965,4.492427062988281,0.3402562967755578,0.3438145935535431
cdib,0.01,1,1,3.319135730916804,-0.20689215660095212,3.1171295100992378,0.002792312636632811,3.528820180892944,1.0,0.5343,-0.0019356103900606187,-2.444791848766967,9.120749083432283,0.2970241450532243,1.0075081939047033,1.019198298454285,1.97201759706844,1.9972864866256717,0.055228952995755455,0.05686769634485245
cdib,0.01,1,0,3.3193636482412163,-0.2625840663909912,3.6532728346911343,0.0025643630440092893,3.5845120906829835,1.0,0.5321,-0.0017773974822384703,-2.484155616363564,8.584616010839289,0.3340862116791028,1.0190637355501002,1.0189913868904117,2.1430527730421587,2.158942699432373,0.054812443357977,0.05549894496798515
cdib,0.01,1,2,3.319148172031749,-0.24835195541381835,3.2097302241758867,0.0027798355281860986,3.5702799797058105,1.0,0.5312,-0.0019267819640440016,-2.4743004924474024,9.028164300051602,0.3073511642450484,0.9663139256564054,0.9700186610221864,2.279011758891019,2.2970078945159917,0.1093826795166189,0.111075259745121
cdibsameidcs,1.0,1,2,3.143449414860118,0.8978222370147705,0.28930556774139404,0.17847860536792062,2.4241057872772216,0.9916666666666668,0.5026,-0.12371259850593687,-1.6794054587441205,11.948588891462846,0.06451892887601543,0.9650846204974436,0.977229905128479,11.573861772363836,11.712724876403806,0.007636098127642816,0.007721138652414083
cdibsameidcs,1.0,1,1,3.1676913066343833,0.8760262489318847,0.620333194732666,0.15423672917214307,2.4459017753601078,0.9919333333333332,0.5129,-0.1069156971902248,-1.6944147181635687,11.617545344612815,0.08358638745322199,0.9947156499732625,1.014731514453888,10.496180751106957,10.655216598510744,0.007694737541235307,0.007758116722106935
cdibsameidcs,1.0,1,0,2.3092775669964882,-0.2796019077301025,0.17632658915086227,1.0126504627141086,3.6015299320220953,0.8158444444444445,0.4122,-0.7019347508756132,-2.4942276300131576,12.06156232140281,0.05085605650585296,0.9878933158787814,0.9990209817886352,12.565921263261275,12.739197540283206,0.0060558340046554795,0.006082195509225129
cdibsameidcs,1.0,3,1,3.2206405726346103,0.680677080154419,0.7426216873255643,0.10128743607889522,2.6412509441375733,0.9916,0.5126,-0.07020623670090786,-1.830643770802676,11.495257117531516,0.09173693174687383,0.9935666783289476,1.0022745013237,6.65414927222512,6.709524631500244,0.00618655907667496,0.006174825318157673
cdibsameidcs,1.0,3,0,2.7344531254334883,0.1283743381500244,0.537497108632868,0.5874748636375774,3.193553686141968,0.8896888888888889,0.4425,-0.4071821520291745,-2.2119582028630544,11.70039228959517,0.07210287201124575,0.9951669411225752,1.0189669728279114,8.232612609863281,8.327299880981446,0.006055589828809554,0.0061033227480947975
cdibsameidcs,1.0,3,2,3.2190541245720605,0.9151798725128174,0.4775988744063811,0.10287387906150383,2.406748151779175,0.9981777777777778,0.5087,-0.0713096513073778,-1.668481301724997,11.760296041315252,0.06788801453446364,0.9394790801134976,0.9419657945632934,8.074941916899247,8.128554916381836,0.007969722426919774,0.007851988356560471
cdibsameidcs,1.0,5,0,3.2516627094962383,0.7761816024780274,0.3824209584431215,0.07026528431610628,2.545746421813965,0.9984888888888888,0.5051,-0.04870225912136463,-1.7637477987937098,11.855468273162842,0.05825546058523867,0.9656648554585197,0.9758095145225524,7.7434634295376865,7.800733184814452,0.005946460539813746,0.00594785027205944
cdibsameidcs,1.0,5,1,3.188185995275324,0.6985912799835206,0.6215612671592019,0.13374202698469162,2.623336744308472,0.9878444444444444,0.4977,-0.09269951255385213,-1.8164133373652127,11.616317228837447,0.0805934007692703,1.0042981884696267,1.0115029096603394,5.702912872487849,5.743942737579347,0.00734349033287303,0.007337968982756137
cdibsameidcs,1.0,5,2,3.200716267932545,0.8085069179534912,0.3446645357392051,0.12121176279403945,2.513421106338501,0.9965333333333334,0.4893,-0.08402008809078128,-1.7404419423955617,11.893230351534756,0.055536189502327485,0.9358149387619712,0.930959725379944,7.460476875305176,7.4962972640991214,0.00919437234882604,0.009137818031013012
cdibsameidcs,0.01,1,2,3.319148172031749,-0.24835195541381835,3.2097302241758867,0.0027798355281860986,3.5702799797058105,1.0,0.5312,-0.0019267819640440016,-2.4743004924474024,9.028164300051602,0.3073511642450484,0.9663139256564054,0.9700186610221864,2.279011758891019,2.2970078945159917,0.1093826795166189,0.111075259745121
cdibsameidcs,0.01,1,1,3.319135730916804,-0.20689215660095212,3.1171295100992378,0.002792312636632811,3.528820180892944,1.0,0.5343,-0.0019356103900606187,-2.444791848766967,9.120749083432283,0.2970241450532243,1.0075081939047033,1.019198298454285,1.97201759706844,1.9972864866256717,0.055228952995755455,0.05686769634485245
cdibsameidcs,0.01,1,0,3.3193636482412163,-0.2625840663909912,3.6532728346911343,0.0025643630440092893,3.5845120906829835,1.0,0.5321,-0.0017773974822384703,-2.484155616363564,8.584616010839289,0.3340862116791028,1.0190637355501002,1.0189913868904117,2.1430527730421587,2.158942699432373,0.054812443357977,0.05549894496798515
cdibsameidcs,0.01,3,1,3.319873408837752,-0.15894365310668945,1.8803601752627976,0.0020546208940107713,3.4808716773986816,1.0,0.5367,-0.0014241595889712426,-2.4108847402521723,10.35751841285012,0.2302103403552658,0.9970226802609184,0.9896939992904664,3.980801983313127,4.0042760372161865,0.3653437969359485,0.3692126989364624
cdibsameidcs,0.01,3,2,3.319860740141435,-0.05372538566589356,1.385948744687167,0.0020672860925763166,3.3756534099578857,1.0,0.5317,-0.001432824424461449,-2.3388823023080074,10.85194596377286,0.19168311057915371,0.98183689605106,0.9741276741027832,4.594699967991222,4.623614025115967,0.2993131158026782,0.3023670315742493
cdibsameidcs,0.01,3,0,3.3195077397606587,-0.05110507011413575,1.947616734287956,0.002420267524113032,3.373033094406128,1.0,0.5362,-0.0016776055377568128,-2.3371500387295288,10.290272582661023,0.2339229521067224,1.0004639625549316,0.9944601535797121,3.8773642995140767,3.903786182403565,0.28092587806961755,0.2842507362365723
cdibsameidcs,0.01,5,0,3.3197790817780928,-0.05902681350708008,1.1090657819401135,0.0021489532981914554,3.3809548377990724,1.0,0.5331,-0.0014894964317703884,-2.3439516034276133,11.128823497078635,0.1707044709377282,0.977730458432978,0.9694308161735534,5.384478417309848,5.419097232818603,0.333636382764036,0.3367045879364013
cdibsameidcs,0.01,5,2,3.319598989053206,-0.039785146713256836,1.5690411546013572,0.002329011013816026,3.3617131710052486,1.0,0.5296,-0.0016144768187255506,-2.330541714409585,10.668853586370297,0.21061218863379652,0.9789730283347045,0.9710207939147948,3.8169375766407363,3.8377987384796137,0.3292374326424165,0.3321589231491089
cdibsameidcs,0.01,5,1,3.31990507515994,-0.12488512992858887,1.5613924048163674,0.002022946417458694,3.446813154220581,1.0,0.5437,-0.0014022834503953493,-2.387010141369454,10.676486145366322,0.2105752065435036,0.9989263361150568,0.9851855278015136,4.314424233003096,4.336941432952881,0.4086875793608752,0.4123560309410095
cdibsameidcs,100.0,5,0,1.107315648685802,1.0527143478393557,0.004104506012729623,2.21461237560619,2.2692136764526367,0.4748,0.4606,-1.5350640592570934,-1.5726181845050304,12.233784285458652,0.00858745261586117,0.9805855534293436,0.9780061721801758,36.902321728793055,37.44581527709961,0.010248244951733132,0.010103427991271018
cdibsameidcs,100.0,5,1,0.9751615524291992,0.9451345920562744,0.006240667066198182,2.346766471862793,2.3767934322357176,0.4369555555555555,0.4294,-1.6266577616431233,-1.6470711162149907,12.231637737967752,0.0094852554750251,0.9944826066493988,0.9949421048164367,39.85434826937589,40.57293014526367,0.018208022737367588,0.01813400723040104
cdibsameidcs,100.0,5,2,0.9923328161239624,0.9585221767425536,0.006397854388606819,2.32959520816803,2.3634058475494384,0.4512,0.4398,-1.614744750812484,-1.6380258722059429,12.231496940959588,0.009035489436438936,0.9975631074471908,0.9907666683197022,34.5243051702326,34.926675415039064,0.005683522967791016,0.00558390561491251
cdibsameidcs,100.0,3,0,0.9597323591058904,0.9306705951690674,0.005284081980459054,2.3621956651861016,2.3912574291229247,0.4369777777777778,0.4265,-1.6373563461994958,-1.657379811859876,12.232605587352404,0.007767026320243092,1.0027602314949036,1.0158304214477538,37.2501668063077,37.99374237060547,0.005709050096232782,0.005651193857192993
cdibsameidcs,100.0,3,1,0.8585822473872792,0.8440970420837403,0.005656549707055092,2.463345776904713,2.477830982208252,0.4058888888888889,0.41,-1.7074594434739816,-1.7173576613649726,12.232222687114367,0.008043537787513691,0.9960394555872136,1.0037715673446654,38.24383111433549,39.13831253051758,0.009119478520005941,0.00903800893574953
cdibsameidcs,100.0,3,2,0.8026786284013228,0.7963626384735107,0.004125609641381412,2.519249395890669,2.525565385818481,0.3953333333333333,0.3952,-1.7462077470663522,-1.7506963721990585,12.233769590204412,0.008448455576567636,0.9814607501029968,0.9862729907035828,39.05923704667525,39.87778167724609,0.007532183292575858,0.007378875929862261
cdibsameidcs,100.0,1,2,0.7589764920147982,0.7511941432952881,0.0020432580601085315,2.562951532277194,2.570733880996704,0.3802,0.3823,-1.776491979417867,-1.781914710725844,12.235851287841795,0.008157920210672236,0.996229887008667,0.9934629201889038,43.69717788696289,44.398590850830075,0.006480347830802202,0.006412898190319538
cdibsameidcs,100.0,1,1,0.686154842376709,0.6863566398620605,0.007827108556574041,2.635773181915283,2.635571384429932,0.3622,0.3681,-1.8269731636865272,-1.826892059199512,12.23005130074241,0.009568347074377051,1.0045641606504268,1.017506444454193,49.34921455383301,50.61671142578125,0.015455150849778544,0.015582231618463994
cdibsameidcs,100.0,1,0,0.8258020335977728,0.8171195983886719,0.0057407184080644075,2.4961259906942197,2.5048084259033203,0.3926,0.3907,-1.7301856413034928,-1.7360008713766932,12.232148170471193,0.008498571701579043,1.000016139312224,0.9989555478096008,45.84074609929865,46.689491271972656,0.009675201324915344,0.00962128471583128
cdibsameidcs,0.1,1,2,3.305990836837075,0.2848660945892334,0.8297295245257291,0.01593717945400964,3.037061929702759,0.9999777777777776,0.5095,-0.011046863526194734,-2.1045537240892638,11.40816506472501,0.11100322811130887,0.9611975008791144,0.9663574099540709,5.481252041730014,5.559653568267822,0.014848958277566866,0.014738488756120206
cdibsameidcs,0.1,1,1,3.189326654780994,-0.16966695785522462,1.1320000832731074,0.1326013651083816,3.491594982147217,0.9773777777777778,0.4872,-0.09191597037433613,-2.417235687348579,11.105878353118896,0.1313553887068159,0.9944930889389731,1.0010857462882996,4.944781390103427,5.012552642822267,0.010581670117310505,0.010480557568371296
cdibsameidcs,0.1,1,0,2.910350051793185,-0.6616722583770752,1.3153930143876509,0.4115779630162499,3.9836002826690673,0.9182888888888888,0.4442,-0.2852522357690549,-2.7583670108123433,10.92249584197998,0.14238343198789474,0.9896466677839104,1.0074350118637083,6.9196861223741015,7.005812263488768,0.007816146000881086,0.007901332154870034
cdibsameidcs,0.1,3,1,3.310437310825695,0.41147146224975584,0.6146139367060228,0.011490708894350313,2.910456562042236,0.9999111111111112,0.5158,-0.007965083564809516,-2.0152549151850243,11.623265006325461,0.10814238993141126,0.9993339993736958,0.9900022387504578,2.981419628316706,2.9981458187103267,0.007460584927519614,0.007375422213226557
cdibsameidcs,0.1,3,0,3.304196899587458,0.3133256435394287,0.6895533339543776,0.017731113359332085,3.0086023807525635,0.9992222222222222,0.5069,-0.012290026529721708,-2.084936778779797,11.548335855657404,0.10586835683168283,0.976453959941864,0.97628573179245,4.8361496708609835,4.869675636291504,0.007626545467329295,0.007530983351171016
cdibsameidcs,0.1,3,2,3.307793313806707,0.4132957935333252,0.506201218474995,0.014134730254723268,2.908632230758667,0.9997333333333334,0.5077,-0.009798194816105108,-2.0149590570143525,11.731693657961758,0.09607363669878376,0.9460893625562842,0.9368635058403016,4.646497964859009,4.668175601959229,0.007924135986038229,0.0078110720962285985
cdibsameidcs,0.1,5,0,3.310654401779175,0.4760741233825684,0.8325519453395497,0.011273644695227795,2.845853900909424,1.0,0.5034,-0.00781440266890924,-1.9731564265005648,11.405337030237371,0.11576747330230013,0.9536510489203712,0.9474466204643248,4.727698716250333,4.747991752624512,0.007127582307227634,0.007006264757364988
cdibsameidcs,0.1,5,1,3.3082750927318227,0.5274489402770997,0.7124277299100702,0.013652929104864596,2.7944790840148928,0.9999111111111112,0.5064,-0.009463926269647184,-1.9351529091780877,11.525450749830766,0.0951996685249521,1.0191646733067252,0.9795489072799682,2.407202352177013,2.383982372283936,0.007079261376268484,0.006946087162941694
cdibsameidcs,0.1,5,2,3.3096921118822964,0.4146878719329834,0.6008082059296694,0.012235896407880566,2.907240152359009,0.9999777777777776,0.5014,-0.008481820813147892,-2.0153569206089754,11.637086391448975,0.10324865691459016,0.9333913163705304,0.90923353433609,2.392624183134599,2.3810105800628656,0.006782112346792764,0.0067308454774320115
cdibsameidcs,10.0,3,0,2.6709533604708584,1.273974561691284,0.015610280065712603,0.6509746665304358,2.047953462600708,0.9138888888888888,0.5198,-0.4512278154089367,-1.4190938033296583,12.222279245203191,0.013803995277986949,0.9949609881097621,0.998565948009491,15.23765720020641,15.421216583251953,0.005268181145021861,0.005264675803482532
cdibsameidcs,10.0,3,1,2.63839870149439,1.2666563034057616,0.01223995853003792,0.6835292902859774,2.0552717208862306,0.8990444444444444,0.527,-0.473805662446741,-1.4241142169069032,12.225639299912887,0.014316491522434431,0.9925793002952228,1.0106799125671386,14.719847635789352,15.008132934570312,0.005228360437534072,0.00526566207408905
cdibsameidcs,10.0,3,2,2.506833574988625,1.2452094554901123,0.02188757061958313,0.8150944655591791,2.07671856880188,0.8714666666666666,0.5152,-0.5649815112664001,-1.4394230225836042,12.216007406061346,0.01414728367779832,1.017699200998653,1.0134090304374694,16.602622812444512,16.81051597595215,0.009660160253671085,0.009683694317936895
cdibsameidcs,10.0,1,2,1.9091482812708076,1.3734445333480836,0.006418325684287332,1.4127797430211848,1.9484834909439088,0.6834222222222223,0.5299,-0.9792236955898344,-1.3501621755136053,12.231476176868785,0.013596511400716505,0.9982321777127006,1.0007644772529602,18.72691674665971,19.005898666381835,0.0045961960515176715,0.004533757735043764
