data,encoder,beta,run,test_accuracy_toagg,test_loglike_toagg,train_accuracy_toagg,train_loglike_toagg,train_sharp_mag_toagg,train_y_pred_ent_toagg,train_d_H_Q_xCz_toagg,train_H_Q_xCz_toagg,train_d_H_Qm_xCz_toagg,train_d_H_Qp_xCz_toagg
svhn,resnet18,1.0,3,0.9552089735709896,-0.3503212075651269,0.9999696652561012,-0.0006772333709514597,11030.385272846812,0.004462930839508772,13.251858496850774,16.07034315064896,16.071690507637438,16.069196139195167
svhn,resnet18,10.0,2,0.95059926244622,-0.6065759860487833,0.9999848326280504,-0.0013828648978262414,14949.62441523725,0.009951239451766014,13.253665310467857,16.071203764094864,16.072367660759028,16.069736968639287
svhn,resnet18,10.0,3,0.9533266748617086,-0.4814543782540006,0.9999848326280504,-0.0016740392727327806,15642.180292523744,0.011643839068710804,13.253032277720845,16.071174059727394,16.072333609410958,16.06959993525069
svhn,resnet18,10.0,4,0.9530961893054702,-0.498157666626361,0.9999848326280504,-0.0014454988713355802,10103.333057322443,0.010094290599226952,13.253254572550453,16.071309407552082,16.072356187095938,16.069609264994778
svhn,resnet18,10.0,1,0.9530193607867241,-0.4917681415619551,0.9999696652561012,-0.0011894304815878135,12422.391410986165,0.008093595504760742,13.252928268077762,16.071220072664953,16.072337971177213,16.069619112236555
svhn,resnet18,10.0,0,0.9557851874615856,-0.4629544846577554,0.9999848326280504,-0.0013379425256095762,14095.539592522578,0.00932336039841175,13.253566764121834,16.071320304574893,16.072346901708794,16.06958337532457
svhn,mlp,0.01,0,0.8335510141364475,-1.2866241719683322,0.9999544978841516,-0.00028679013983026985,14949.62441523725,0.0020290622487664227,12.78537802733192,15.404114264850467,16.061775828516762,14.886892133904984
svhn,mlp,0.01,1,0.8341272280270436,-1.2706104187335232,0.9999696652561012,-0.00023136672964498359,15175.275934196394,0.0017878222279250622,12.7909201171047,15.341917925102766,16.062637048174242,14.580002806907475
svhn,mlp,0.01,4,0.8336662569145666,-1.2733084167166209,0.9999696652561012,-0.00024537452183303417,16643.031558063118,0.0018654310842975972,12.790340009585831,15.412529568339504,16.064461257106572,14.476809819539387
svhn,mlp,0.01,3,0.8347034419176398,-1.2819480486867525,0.9999848326280504,-0.00023839284282134356,16130.969052340603,0.0018127582734450696,12.796959662622259,15.448057492574055,16.063024151232813,15.266068680341851
svhn,mlp,0.01,2,0.8351259987707437,-1.296752372563538,0.9999848326280504,-0.0002293697177449645,16643.031558063118,0.0017359209014102814,12.83174589438032,15.500047291896141,16.065530466478926,15.118036247963131
svhn,mlp,0.001,4,0.8266748617086662,-1.576213757160263,0.9999696652561012,-0.00036310169451923423,6916.835167100415,0.0024009589105844498,12.449803027071695,15.00885772705078,16.051930612371873,14.143669542416122
svhn,mlp,0.001,1,0.8279425322679779,-1.5847821358698515,0.9999544978841516,-0.0002848918187518355,9741.452170126287,0.0016612530453130605,11.672530743502831,14.133072047270545,16.047599910765655,11.048334321310351
svhn,mlp,0.001,0,0.8295559311616472,-1.5590934564051306,0.9999544978841516,-0.00041945597940182776,9073.67009194159,0.0022397011052817106,11.996691459833189,14.542899272238559,16.048592012982034,11.880944451620412
svhn,mlp,0.001,2,0.8291717885679164,-1.5649955882651851,0.9998786610244044,-0.0006889072340022357,5753.503429355281,0.00300741964019835,12.07852090051932,14.586060523986815,16.046625669612446,12.70780182624048
svhn,mlp,0.001,3,0.8294791026429009,-1.5616497448190911,0.9996359830732128,-0.0014319376980477252,8015.63068470244,0.00436002342030406,11.692244241403975,14.212224080581072,16.044714994208757,11.12269851773284
svhn,mlp,0.1,1,0.8416180086047941,-1.1078979252220331,0.9999696652561012,-0.0007342417861342107,15406.075298438936,0.005257318262010814,13.245994493942852,16.060399905655736,16.069528417069787,16.05439469980639
svhn,mlp,0.1,0,0.8421942224953903,-1.0964288371940212,0.9999848326280504,-0.0007821030366843883,12091.142561145894,0.005782430991530418,13.242289121760876,16.0532700886098,16.069273970847906,16.044718653656712
svhn,mlp,0.1,4,0.8398509526736324,-1.1202450832776385,1.0,-0.0007268450764048749,14513.162629757786,0.005252176895737648,13.245647201242376,16.05892519987831,16.069989566655117,16.052733214326608
svhn,mlp,0.1,2,0.8357406269207129,-1.1401522363776262,0.9999848326280504,-0.0007136163494377919,15642.180292523744,0.005504400003701448,13.245637147001515,16.060443020606225,16.069431911143223,16.056115431378974
svhn,mlp,0.1,3,0.8369698832206515,-1.1243485751035125,0.9999544978841516,-0.0008001254833103144,14513.162629757786,0.005714260973036289,13.243995060292326,16.057167585505994,16.069021683330682,16.052135925884393
svhn,mlp,100.0,0,0.7770052243392748,-0.8297755560872102,0.8886866572628961,-0.5335700272282692,270532.07961703197,1.400151252746582,13.252643082493035,16.071199195329534,16.072098828101346,16.069687954215116
svhn,mlp,100.0,1,0.7502304855562385,-0.9178996831475204,0.8893085195128241,-0.6155331712890006,190887.43537777782,1.6658648252487185,13.253599603046744,16.071018810420075,16.071900242058803,16.069500176481498
svhn,mlp,100.0,4,0.7688614013521821,-0.8907177910040135,0.9358723513976732,-0.3712374681511306,447206.0907955019,1.063536524772644,13.253032506898395,16.07125342908756,16.072201987569645,16.069663794465768
svhn,mlp,100.0,3,0.8020897357098955,-0.7804430071445795,0.9247091656428692,-0.4822754801085227,159687.95716835218,1.44401752948761,13.252596677735797,16.07096450273381,16.072146009105122,16.06941155130549
svhn,mlp,100.0,2,0.7861862323294407,-0.9112509441967168,0.9753075184662754,-0.2368578663142593,242804.4149471423,0.8488355875015259,13.25365946274395,16.071159214936486,16.072198498156645,16.069509668867713
svhn,mlp,10.0,3,0.8384680393362016,-0.991993379738054,0.9994994767256676,-0.005763518558340263,37594.68590035363,0.031201906502246857,13.253664245901179,16.071169032606967,16.072292564451228,16.069606396579005
svhn,mlp,10.0,2,0.8403119237861094,-0.9328614925430252,0.9999241631402528,-0.00441935243521466,19949.127229488702,0.028586201369762417,13.2531793062077,16.071171797523206,16.07228178571361,16.069723173629402
svhn,mlp,10.0,4,0.8281730178242164,-1.0326244808980052,0.9991202924269312,-0.007944244645706817,51069.76570749108,0.03860614448785782,13.253850382427835,16.07126735716827,16.072300740914752,16.069653341012412
svhn,mlp,10.0,0,0.8244852489244008,-1.0629684018131285,0.9996056483293141,-0.0071319339172342296,40913.802164304216,0.03705409541726112,13.252882255140202,16.0711762332177,16.072011178778123,16.069548185481587
svhn,mlp,10.0,1,0.8297864167178857,-1.0677748539270489,0.9997269873049096,-0.005591461127782289,32415.826107957975,0.0309781264513731,13.253263554831808,16.07115708580313,16.072332929271138,16.06956928460173
svhn,mlp,1.0,3,0.8386216963736939,-1.0702085460145907,0.9999696652561012,-0.0010472675911339755,13312.60940289625,0.00754219200462103,13.252513752427213,16.070795813272163,16.072088108506314,16.068892737691716
svhn,mlp,1.0,2,0.8393131530424094,-1.1058569028009546,0.9999848326280504,-0.0010366564488082527,13127.07007677637,0.007323610596358777,13.252349816551506,16.070697163426598,16.072082578673847,16.069302507149157
svhn,mlp,1.0,0,0.8395052243392748,-1.0583789810452873,0.9999696652561012,-0.0011048166778445554,9625.137365986591,0.007550030946731567,13.252383860506752,16.070741786513214,16.071914953778883,16.06946695312973
svhn,mlp,1.0,1,0.8396972956361402,-1.1037912734681157,0.9999696652561012,-0.0008185180894440721,12091.142561145894,0.00610646465793252,13.253628117169518,16.070629386014716,16.07213731514391,16.069303098575087
svhn,mlp,1.0,4,0.8384680393362016,-1.0935510387832317,0.9999848326280504,-0.001165730797238704,12593.143929442671,0.007978531531989573,13.253367150476734,16.070861772049305,16.07193979366805,16.069560708925707
