experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,gamma,clfs,run,,epochs,train_H_Q_xCz_toagg,train_h_acc_toagg,train_DIQ_xz_toagg,train_H_Q_yCz_toagg,train_DIQ_yz_toagg,train_aux_loss_toagg,valid_H_Q_xCz_toagg,valid_h_acc_toagg,valid_DIQ_xz_toagg,valid_H_Q_yCz_toagg,valid_DIQ_yz_toagg,valid_aux_loss_toagg,train_loss_toagg,valid_loss_toagg,valid_acc_toagg,valid_loglike_toagg,train_acc_toagg,train_H_zCx_toagg,train_I_xz_toagg,valid_H_zCx_toagg,valid_I_xz_toagg
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,transformer,29,15.517562010071494,0.07653248861455841,0.0422619797966697,0.39733152836561203,6.246524539860812,-15.517562010071494,15.607448196411132,0.0628432916135204,-0.04762420654296875,5.176222229003907,1.4676338195800782,-15.607448196411132,-15.120322035725911,-10.429386877441406,0.262,-3.5896257227136594,0.9854,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,transformer,30,15.520745537497781,0.07657084244480163,0.03907845237038352,0.38494882123036817,6.258907225998965,-15.520745537497781,15.589034938812256,0.0619758450255102,-0.029210948944091798,5.178558015823365,1.4652980327606202,-15.589034938812256,-15.135822249179416,-10.408600787353516,0.2614,-3.5909653477997816,0.987,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,transformer,31,15.515216155485673,0.07763520990642445,0.04460783438249068,0.3749200291931629,6.268936038017273,-15.515216155485673,15.591855716705322,0.0615119778380102,-0.0320317268371582,5.172858190536499,1.4709978580474854,-15.591855716705322,-15.140327684020995,-10.416966226196289,0.2606,-3.5872438014762347,0.9875555555555555,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,transformer,32,15.515697435899215,0.07775640411620316,0.04412655396894975,0.3653416965495456,6.278514368967577,-15.515697435899215,15.605418682098389,0.06269331951530613,-0.04559469223022461,5.195817184448242,1.4480388641357422,-15.605418682098389,-15.150454346381293,-10.408348971557617,0.2608,-3.602690613336352,0.9879777777777777,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,transformer,33,15.513673316348683,0.07774973600104665,0.046150673519481315,0.35595220225778496,6.287903850728815,-15.513673316348683,15.587962245941162,0.062471101721938774,-0.028138256072998045,5.195231294631958,1.4486247539520263,-15.587962245941162,-15.157802366129557,-10.391413516235351,0.26,-3.6024769285436675,0.9890666666666666,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,transformer,34,15.514465082775462,0.07757948003887559,0.0453589070927013,0.348233545368368,6.295622489669106,-15.514465082775462,15.603504467010499,0.06264847735969388,-0.04368047714233399,5.213065958023071,1.430790090560913,-15.603504467010499,-15.166325741746691,-10.388705451965333,0.2604,-3.6147394950093106,0.9898888888888889,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,transformer,35,15.514623045921326,0.07794539894213516,0.04520094394683838,0.34132994372736325,6.302526116371155,-15.514623045921326,15.634215259552002,0.06320651307397959,-0.07439126968383789,5.20559458732605,1.4382614612579345,-15.634215259552002,-15.173358370293512,-10.426597888183593,0.2616,-3.6096556776956015,0.9900666666666667,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,transformer,36,15.521658691492947,0.0781793670410935,0.0381652983752164,0.33440153436227277,6.30945448441939,-15.521658691492947,15.593039989471436,0.0638148716517857,-0.033215999603271484,5.206359815597534,1.4374962329864502,-15.593039989471436,-15.187332433064778,-10.384592483520509,0.2606,-3.610433030610002,0.9907777777777778,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,transformer,37,15.514624378897928,0.07818189800451057,0.04519961097023704,0.32924614000049507,6.314609906890175,-15.514624378897928,15.596953964233398,0.06307497608418368,-0.037129974365234374,5.204551696777344,1.4393043518066406,-15.596953964233398,-15.18538235812717,-10.390578756713866,0.2612,-3.6089933590793777,0.9911333333333333,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,transformer,38,15.510568911379034,0.0780858674117823,0.049255078489130195,0.32388033921068365,6.319975712082603,-15.510568911379034,15.59446449279785,0.06451092155612245,-0.0346405029296875,5.216847229003906,1.427008819580078,-15.59446449279785,-15.186734893459745,-10.376158523559571,0.2606,-3.6174896406753674,0.9915777777777778,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,transformer,39,15.515942280942744,0.07808090282969497,0.043881708925420586,0.3185090341351249,6.325347017158162,-15.515942280942744,15.594837665557861,0.06315320073341837,-0.035013675689697266,5.229939317703247,1.4139167308807372,-15.594837665557861,-15.197428749084473,-10.363194775390625,0.261,-3.626681651500657,0.9917111111111111,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,transformer,40,15.515171527862549,0.07744431685792963,0.044652462005615234,0.3146063590591604,6.329249707135287,-15.515171527862549,15.59423189163208,0.06370874521683674,-0.03440790176391602,5.228911113739014,1.4149449348449707,-15.59423189163208,-15.200671294487847,-10.364077865600587,0.2582,-3.6258089851759987,0.9922,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,transformer,41,15.513843362981623,0.07827972947505482,0.04598062688654119,0.31035727194764395,6.333498792214827,-15.513843362981623,15.587880897521973,0.06327676578443878,-0.028056907653808593,5.228336763381958,1.4155192852020264,-15.587880897521973,-15.203524364725748,-10.358008273315429,0.261,-3.6254945613884915,0.9921777777777778,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,transformer,42,15.51859962940216,0.07793581048457436,0.04122436046600342,0.3069123957644809,6.336943675171245,-15.51859962940216,15.615852546691894,0.06367038026147959,-0.056028556823730466,5.237249374389648,1.406606674194336,-15.615852546691894,-15.211755939059787,-10.377233782958985,0.2586,-3.6315451861789487,0.9923777777777778,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,transformer,43,15.514387379993092,0.0775251616701555,0.045436609875072136,0.3030210120434111,6.340835029428655,-15.514387379993092,15.584099006652831,0.06270079320790817,-0.02427501678466797,5.2312897682189945,1.4125662803649903,-15.584099006652831,-15.211313557773167,-10.351131427001953,0.2616,-3.62746461997935,0.9928,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,transformer,44,15.510436773300171,0.07810523901639753,0.049387216567993164,0.29986431110988965,6.34399171850898,-15.510436773300171,15.59317226409912,0.06447205835459183,-0.03334827423095703,5.238186264038086,1.4056697845458985,-15.59317226409912,-15.210595491366917,-10.35359418182373,0.2608,-3.6321172200807386,0.9930222222222223,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,transformer,45,15.511080731045116,0.07760376755320474,0.04874325882304798,0.29701474275101314,6.346841308203611,-15.511080731045116,15.585903072357178,0.06298080755739796,-0.026079082489013673,5.243152713775634,1.4007033348083495,-15.585903072357178,-15.21413058098687,-10.341361825561524,0.2598,-3.635475750032428,0.9930444444444444,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,transformer,46,15.56065402247689,0.07777889075271631,-0.0008300326087258079,0.2947015709836375,6.349154510281303,-15.56065402247689,15.621166896820068,0.06380739795918368,-0.061342906951904294,5.238369464874268,1.4054865837097168,-15.621166896820068,-15.265986585150825,-10.38077391052246,0.2606,-3.632282991875557,0.9931555555555556,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,transformer,47,15.517981680956753,0.07788051866838618,0.04184230891141025,0.29230668023228645,6.351549376140941,-15.517981680956753,15.627562236785888,0.06254135443239796,-0.0677382469177246,5.249005222320557,1.3948508262634278,-15.627562236785888,-15.225721268717448,-10.376446450805664,0.2618,-3.6397514489997977,0.9932666666666666,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,transformer,48,15.51490832458843,0.07831404349830542,0.04491566527973522,0.29018667103214696,6.3536693778905,-15.51490832458843,15.608423709869385,0.0607307278380102,-0.0485997200012207,5.246536827087402,1.397319221496582,-15.608423709869385,-15.22473793334961,-10.360393328857421,0.2612,-3.6380329410788486,0.9937111111111111,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,transformer,49,15.506015289913524,0.07824624288215211,0.05380869995463978,0.2881280683319677,6.355727965181524,-15.506015289913524,15.60875415802002,0.06215471540178572,-0.04893016815185547,5.249215936660766,1.3946401119232177,-15.60875415802002,-15.21793701256646,-10.35779778137207,0.2616,-3.6397744627443624,0.9935777777777778,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,transformer,0,16.629938049749896,0.06747490063048246,-1.0701140598817305,6.094520585103468,0.5493354634805159,-16.629938049749896,17.83456954956055,0.06143176020408163,-2.274745559692383,5.633168172836304,1.0106878757476807,-17.83456954956055,-10.53397744055854,-12.202886013793945,0.1484,-3.903557411441114,0.11224444444444444,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,transformer,1,16.03194423155351,0.06595568983938895,-0.4721202416853471,5.0529240423982795,1.590932006185705,-16.03194423155351,15.831744194030762,0.061033163265306126,-0.27192020416259766,5.349643611907959,1.2942124366760255,-15.831744194030762,-10.97913685031467,-10.482558993530274,0.1836,-3.708343994739186,0.20304444444444444,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,transformer,2,15.732519095594233,0.06565562465734649,-0.17269510572606867,4.436630519953641,2.2072255286303433,-15.732519095594233,15.72968225479126,0.06244868064413265,-0.1698582649230957,5.203328323364258,1.4405277252197266,-15.72968225479126,-11.295985620795356,-10.530333456420898,0.1886,-3.6042653263810323,0.27464444444444447,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,transformer,3,15.645227421413768,0.06685763759095893,-0.08540343154560436,3.8373617231845856,2.806494325399399,-15.645227421413768,15.666472339630127,0.06263452646683673,-0.10664834976196289,5.102409362792969,1.5414466857910156,-15.666472339630127,-11.807956465148926,-10.56434562072754,0.2048,-3.536954773083731,0.3585111111111111,,,,
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,transformer,4,15.62152058427984,0.0676728025007476,-0.06169659441167658,3.3694198727607727,3.2744361758232117,-15.62152058427984,15.645421504974365,0.0625732421875,-0.08559751510620117,4.993136787414551,1.6507192611694337,-15.645421504974365,-12.25203952009413,-10.654702169799805,0.222,-3.4599569928148295,0.43304444444444445,,,,
