experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,gamma,clfs,run,clf_nhid,clf_nlay,clf_kpru,epochs,train_loss_toagg,valid_loss_toagg,valid_acc_toagg,train_acc_toagg
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,1024,1,0,25,-1.848041878682917,7.0902513427734375,0.0098,0.015688888888888888
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,1024,1,0,26,-1.881439413803274,6.9978971237182614,0.0094,0.015355555555555556
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,1024,1,0,27,-1.8807506852410056,6.991142701721191,0.011,0.015755555555555554
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,1024,1,0,28,-1.892580057222193,7.124262733459473,0.0082,0.0156
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,1024,1,0,29,-1.9093021330920132,7.00999397354126,0.009,0.014444444444444444
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,1024,1,0,30,-1.9154935081828723,7.071719029998779,0.0084,0.015577777777777777
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,1024,1,0,31,-1.92028502072421,7.036387651062012,0.0092,0.014088888888888889
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,1024,1,0,32,-1.9256827404022216,7.009045505523682,0.0092,0.014022222222222222
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,1024,1,0,33,-1.9374684370571917,7.106399365234375,0.01,0.015266666666666666
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,1024,1,0,34,-1.939813890369372,7.011443725585938,0.0094,0.0146
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,1024,1,0,35,-1.9377213947296144,7.0024873016357425,0.0098,0.01577777777777778
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,1024,1,0,36,-1.9485708911548962,7.097337198638916,0.0084,0.015288888888888888
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,1024,1,0,37,-1.9581986881949685,7.026074782562256,0.0092,0.0148
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,1024,1,0,38,-1.9585719093322753,7.0967726844787595,0.0088,0.014866666666666667
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,1024,1,0,39,-1.966989041693915,7.056635877990723,0.009,0.014222222222222223
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,1024,1,0,40,-1.9722144278613003,7.038475394439697,0.0088,0.014555555555555556
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,1024,1,0,41,-1.968754179469022,6.988679769897461,0.0098,0.015222222222222222
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,1024,1,0,42,-1.975489453905279,7.0426411636352535,0.0086,0.014466666666666666
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,1024,1,0,43,-1.9747616520448164,7.038774694824219,0.0098,0.014822222222222223
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,1024,1,0,44,-1.9801513001875444,7.015185485839844,0.01,0.014866666666666667
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,1024,1,0,45,-1.9828057946421884,7.014185732269287,0.0092,0.014777777777777779
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,1024,1,0,46,-1.97763751243678,7.034981189727783,0.0092,0.015111111111111112
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,1024,1,0,47,-1.9843794417814775,7.0477986305236815,0.0098,0.014844444444444445
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,1024,1,0,48,-1.9893835653478449,7.054396192932129,0.0098,0.014688888888888888
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,0,1024,1,0,49,-1.991714847131209,7.053264527130127,0.0092,0.014911111111111111
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,0,-2.1596249397971414,9.000516110229492,0.0102,0.008466666666666667
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,1,-1.4950095124157992,7.895198392486572,0.01,0.009244444444444444
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,2,-1.552985062893954,8.429186570739747,0.0124,0.012
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,3,-1.5287805376789787,7.630078126525879,0.0154,0.013777777777777778
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,4,-1.5405595126585527,7.480256910705567,0.011,0.013911111111111112
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,5,-1.584534270511974,7.358386421203614,0.0176,0.014911111111111111
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,6,-1.5507695613687689,8.041761212921143,0.0092,0.0148
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,7,-1.5866640847141094,7.342528148651123,0.0134,0.014777777777777779
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,8,-1.635604891759699,7.233915952301025,0.017,0.01411111111111111
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,9,-1.5743959828463467,7.436210063171386,0.0134,0.01577777777777778
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,10,-1.6476849532994358,7.2647372779846195,0.016,0.015111111111111112
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,11,-1.6417881897059354,7.371100570678711,0.014,0.016622222222222222
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,12,-1.6486626540617508,7.34268415145874,0.014,0.014955555555555555
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,13,-1.6809200416153127,7.173645390319824,0.0154,0.015444444444444445
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,14,-1.6708777680830522,7.277343827819824,0.0108,0.014911111111111111
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,15,-1.6958218302986838,7.3684797149658205,0.0162,0.015244444444444444
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,16,-1.6716251994913274,7.0587779151916505,0.0146,0.014133333333333333
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,17,-1.6904439653439955,6.749170391082764,0.0158,0.013911111111111112
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,18,-1.6945567906813188,6.788133134460449,0.0134,0.015177777777777778
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,19,-1.7320528752066873,6.945723590087891,0.011,0.014311111111111111
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,20,-1.7326819923574275,7.099420388793945,0.013,0.01331111111111111
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,21,-1.7562945882277055,6.9170031776428225,0.0104,0.014244444444444445
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,22,-1.788953735923767,6.780754727172852,0.0132,0.012577777777777778
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,23,-1.7889180389751087,7.0253003875732425,0.0106,0.015
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,24,-1.789466447583112,6.798782271575928,0.0106,0.012822222222222223
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,25,-1.7899103477651424,6.928789533996582,0.0102,0.014066666666666667
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,26,-1.8051181174538353,7.01328076095581,0.0084,0.013444444444444445
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,27,-1.8306115143862638,6.940061363220215,0.0126,0.013911111111111112
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,28,-1.8381529056895862,7.121151047515869,0.009,0.012911111111111111
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,29,-1.8488620434154164,6.928877034759521,0.0098,0.012644444444444444
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,30,-1.8410113193858753,6.892423802185059,0.01,0.013755555555555556
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,31,-1.8539356348211116,6.8909356491088865,0.0104,0.012955555555555555
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,32,-1.869658435639468,6.767293407440185,0.0088,0.013266666666666666
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,33,-1.862981531975486,6.854232750701904,0.01,0.013555555555555555
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,34,-1.867542933654785,6.90599828414917,0.0096,0.013555555555555555
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,35,-1.8820130833712492,6.812830615997314,0.0112,0.012511111111111112
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,36,-1.8718825275941329,6.927351541900634,0.0106,0.013533333333333333
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,37,-1.8904213800256902,6.887545022583008,0.0104,0.012977777777777777
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,38,-1.896546100130948,6.884219947052002,0.0086,0.012844444444444445
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,39,-1.8943230193918401,6.908304562377929,0.0096,0.013222222222222222
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,40,-1.8992582858692515,6.9390073623657225,0.0096,0.013244444444444444
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,41,-1.9122040457638827,6.891385832214356,0.0098,0.013177777777777778
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,42,-1.9061910771803423,6.891648574829102,0.0104,0.013155555555555556
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,43,-1.9038110922033136,6.903689155578613,0.0098,0.013266666666666666
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,44,-1.9083992528048428,6.891728024291992,0.0086,0.013288888888888888
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,45,-1.916736866682226,6.905630153656006,0.0094,0.013622222222222223
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,46,-1.9147611503080888,6.886848119354248,0.0096,0.013355555555555556
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,47,-1.9146287516854026,6.921230247497559,0.0094,0.013333333333333334
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,48,-1.9198338859904895,6.906476844787598,0.01,0.013377777777777778
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,1,1024,1,0,49,-1.9195111215331337,6.901029936218261,0.01,0.013377777777777778
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,2,1024,1,0,0,-2.7734450613888826,8.57706895904541,0.0096,0.010155555555555555
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,2,1024,1,0,1,-1.5716206986514005,8.392090644836426,0.0164,0.011488888888888889
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,2,1024,1,0,2,-1.6197380569111217,8.126249075317382,0.012,0.0134
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,2,1024,1,0,3,-1.5900444501009854,8.175845011138916,0.0106,0.016066666666666667
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,2,1024,1,0,4,-1.5792018419439142,7.928280700683594,0.0094,0.015
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,2,1024,1,0,5,-1.6213015268282456,7.607165816497803,0.0156,0.0162
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,2,1024,1,0,6,-1.5995569439974697,7.7518838745117185,0.0214,0.015733333333333332
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,2,1024,1,0,7,-1.6210959602355957,7.436572580718994,0.0148,0.014977777777777777
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,2,1024,1,0,8,-1.6725898546392268,7.319418824005127,0.014,0.017622222222222223
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,2,1024,1,0,9,-1.677493736336448,7.347187897491455,0.0184,0.017355555555555555
QminimalityGamma,cifar100,all,False,False,decay,adam,5e-05,tloss,0,dib,0,mlpxl,1024,1,0,1024,1,0,1,0,1024,3,3,-1.0,default,2,1024,1,0,10,-1.7064119061556728,7.365487058258057,0.0162,0.018866666666666667
