experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,gamma,clfs,,epochs,run_count,train_z_norm_mean,train_z_norm_std,train_d_H_Q_xCz_mean,train_d_H_Q_xCz_std,train_h_delta_acc_mean,train_h_delta_acc_std,train_d_DIQ_xz_mean,train_d_DIQ_xz_std,train_H_Q_yCz_mean,train_H_Q_yCz_std,train_DIQ_yz_mean,train_DIQ_yz_std,train_aux_loss_mean,train_aux_loss_std,valid_z_norm_mean,valid_z_norm_std,valid_H_Q_yCz_mean,valid_H_Q_yCz_std,valid_DIQ_yz_mean,valid_DIQ_yz_std,train_loss_mean,train_loss_std,valid_loss_mean,valid_loss_std,valid_acc_mean,valid_acc_std,valid_loglike_mean,valid_loglike_std,train_acc_mean,train_acc_std,train_H_zCx_mean,train_H_zCx_std,train_I_xz_mean,train_I_xz_std,valid_H_zCx_mean,valid_H_zCx_std,valid_I_xz_mean,valid_I_xz_std,valid_aux_loss_mean,valid_aux_loss_std
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,10,1,-0.1,default,transformer,12,3,4.096285288081025,0.6170644150044484,10.980311084877362,0.0897540181636525,0.13790453361742425,0.005704271212933976,1.2576212828809565,0.08975558533132476,0.3263722901712313,0.033773553693178825,2.9955557327378877,0.03377354812779118,,,4.10272126727634,0.6713371895700154,2.491570790608724,0.06289202110414706,0.8303572336832682,0.0628920211041469,0.32627977394174645,0.03381130786760227,2.4888847220102943,0.0654443439634728,0.5318666666666667,0.0026857649437978227,-1.7251634387781098,0.04536254914406779,0.9471259259259259,0.007447274199605899,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,10,1,-0.1,default,transformer,13,3,4.271254370158368,0.6789790633698267,10.925181862079734,0.1288330486512131,0.14130792791193184,0.007963078408733762,1.3127215111797506,0.12880791454587456,0.2359459050789927,0.02857714993054444,3.085982120398319,0.028577152500578296,,,4.292675230238173,0.686583598515251,2.6368363433414035,0.018123967614636038,0.6850916809505887,0.018123967614636128,0.23594686497935544,0.028576946442249687,2.6312473449707032,0.022411539316764168,0.5288,0.0039849717690342715,-1.823841700378994,0.015534553391133236,0.9657629629629629,0.005811199631079904,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,10,1,-0.1,default,transformer,14,3,4.467790707042723,0.7238173272800992,10.888836136369994,0.1389267531144142,0.1451059422348485,0.00939630363686409,1.3490581442460872,0.1389257312856117,0.16944503235263805,0.016165257454947145,3.152482995481202,0.016165258162234932,,,4.474151770273845,0.7235498045836638,2.7624570793575707,0.04130214749055379,0.5594709449344212,0.04130214749055389,0.16939921804622368,0.01613681279248632,2.751758414967855,0.037645110428696706,0.5338666666666666,0.004163331998932265,-1.9073736165483923,0.02609358160727834,0.9785185185185185,0.0030127575108079823,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,10,1,-0.1,default,transformer,15,3,4.6399312574755065,0.7748855181912392,10.842438768256793,0.13141754085546445,0.14724905303030303,0.0067295292639483134,1.3954517561377902,0.13141634632208982,0.1189775960802129,0.013529609662384447,3.2029504292842113,0.013529609250034788,,,4.697257783677843,0.7843260756556796,2.936057223214043,0.02872053396448532,0.38587080107794863,0.028720533964485557,0.11895869315686051,0.013512118035667977,2.92098467763265,0.028519574536584696,0.5367333333333334,0.009176782297370565,-2.024672315573659,0.019768283987135454,0.9872444444444445,0.002204036700642235,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,10,1,-0.1,default,transformer,16,3,4.843769704753703,0.8048229669901443,10.796097097974837,0.13097676548954287,0.15047821969696973,0.007921667773215464,1.4418038055300713,0.13097785532155226,0.08428369109716378,0.012525526462421901,3.237644332376393,0.012525524191081673,,,4.854215251074897,0.8189514471863618,3.0914303991529675,0.06005052502225739,0.23049762513902453,0.060050525022257335,0.08426068726866333,0.01247873172296577,3.0796056980133053,0.05399965813895501,0.5378,0.008986656775464334,-2.1346200382030682,0.03742977734754652,0.992488888888889,0.0018042473893497661,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,10,1,-0.1,default,transformer,17,3,4.944081262657136,0.8264527426312982,10.757851443507455,0.16634413172719736,0.1538233161695076,0.010296937862189316,1.4800617839350847,0.1663576767981479,0.0669710465784495,0.020154961535952278,3.254956976482362,0.020154958976079808,,,4.9455982314215765,0.8404385259251678,3.234013583925035,0.11180013424566577,0.08791444036695693,0.1118001342456658,0.06695771203637123,0.02016646087003506,3.2195315924326575,0.10819163708512762,0.5329333333333334,0.01159022576714249,-2.231609245541082,0.07499263308375302,0.9939703703703704,0.0031562075487102208,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,10,1,-0.1,default,transformer,18,3,5.0560660262902575,0.7978081764820627,10.709409233295558,0.14714149093639042,0.15682550603693182,0.008859221563848614,1.5284673632545902,0.14712964887584698,0.04795019568480325,0.008512588572341783,3.2739778291998487,0.008512589613625467,,,5.097627586788601,0.7852551381410632,3.357976939943102,0.05767079057594951,-0.03604891565110948,0.05767079057594974,0.047939153122460394,0.008526132971068592,3.3455174142201742,0.05087272781653988,0.5326666666666667,0.009992663975804188,-2.3189359625346264,0.03526235590515345,0.996511111111111,0.0009365025558090607,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,10,1,-0.1,default,transformer,19,3,5.21954461480632,0.7903376061952346,10.653380157369556,0.1812274643681177,0.16095629142992424,0.010814995752989711,1.584529077690659,0.18119950345034333,0.0350485023298075,0.008918341317132225,3.2868795182668804,0.008918343459961689,,,5.231837537553576,0.7388736469834987,3.4107752111223006,0.04687145412172062,-0.08884718683030872,0.04687145412172055,0.03504256119242421,0.008920947960448415,3.3968666692097984,0.03429215152083398,0.5357333333333334,0.0068770148562681595,-2.3545285459299294,0.0237695312072262,0.9976962962962963,0.001255965190469357,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,10,1,-0.1,default,transformer,20,3,5.3674379948413735,0.7764396656817348,10.615445525357217,0.21603264612715312,0.16308934067234848,0.012890973372464634,1.6224571157133942,0.2160067601814642,0.02441575109013215,0.006352712813109441,3.297512271187522,0.006352713593301063,,,5.400394280751546,0.7908759962869426,3.5476183891296387,0.10726558231373279,-0.22569036483764648,0.10726558231373269,0.024409715991936348,0.006336517226609316,3.52758923924764,0.09147694054655822,0.5383333333333332,0.00781366324673213,-2.445138561401557,0.06340701658734617,0.9987333333333334,0.0006558379805943935,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,10,1,-0.1,default,transformer,21,3,5.515974193811417,0.8559972214737691,10.562829474608103,0.21893816912901168,0.16630393288352274,0.013915045773810005,1.675077120237278,0.21895477005051406,0.018686233128943113,0.010326501134203919,3.3032417965657785,0.010326503410761346,,,5.585802025265164,0.8913364297762709,3.564353995853,0.06015158827216648,-0.24242597156100806,0.06015158827216648,0.018685997676959745,0.010324772307115277,3.547172086079915,0.03925195313292505,0.5385333333333333,0.005064911976859322,-2.4587124088707717,0.027207426124000286,0.999,0.0013283239230114643,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,10,1,-0.1,default,transformer,22,3,5.722648325291547,0.8762160569044939,10.525358447522828,0.23285314620987896,0.1693008700284091,0.01413582739723137,1.712566173663645,0.23284464634653965,0.013787061505188996,0.005578104091575209,3.308140965122165,0.005578104652080247,,,5.695113870832656,0.7419213041976849,3.7402314080132384,0.2296620612942176,-0.4183033837212456,0.2296620612942174,0.01376537504684594,0.005541186200924658,3.7230399155934655,0.21386775528946236,0.5387333333333334,0.018479538233769105,-2.5806147071588397,0.14824178792324935,0.9991851851851852,0.0009281159286181727,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,10,1,-0.1,default,transformer,23,3,5.480995654156715,0.28336193213207356,10.451146347956223,0.2667118829765838,0.17344652580492423,0.01661562203805123,1.7867431737708321,0.26669227527188444,0.045694176060902515,0.06452786641726228,3.2762338437817315,0.06452787215086618,,,5.28129948510064,0.34622797133369604,3.710508479012383,0.03315617496790696,-0.3885804547203912,0.0331561749679069,0.0457077235142114,0.06455235066681285,3.6972762198130287,0.02223212502196876,0.5362666666666666,0.017897858344878417,-2.562756650731161,0.015410118343248541,0.9919111111111111,0.01362693411348762,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,10,1,-0.1,default,transformer,24,3,5.3966824231725745,0.3684518204240874,10.407601632855155,0.3233292064107638,0.17595925071022725,0.02092703206335993,1.8302970162846826,0.3233524420835265,0.019460980676354447,0.020750037678297757,3.3024670377825243,0.020750051449982407,,,5.456555048624675,0.3262206035061491,3.7489210234747996,0.06910684539003419,-0.42699299918280703,0.0691068453900344,0.01946429375001678,0.020769347735900466,3.7287424121856687,0.08408166314652461,0.541,0.006773477688750426,-2.5845673454066094,0.058281016894516965,0.9981407407407407,0.0027430120718541554,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,10,1,-0.1,default,transformer,25,3,5.489612812345679,0.5345645138094507,10.363890996485045,0.30009976892950213,0.17934437144886362,0.018153184645683502,1.8740241927179424,0.3000886104028496,0.04020060785996699,0.05485289194431135,3.2817274142395365,0.054852894365194034,,,5.072874837451511,1.35575874762731,3.8360261652204724,0.07369003823055906,-0.5140981409284803,0.07369003823055917,0.0399953244080974,0.05449798536444125,3.814645710627238,0.09441916945107849,0.5308,0.020718108021728226,-2.6441109256470003,0.06544643846385437,0.9927111111111112,0.012393805700957482,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,10,1,-0.1,default,transformer,26,3,5.110792832844186,1.5930040646690096,10.353244915153041,0.21180230438666386,0.18086373993844695,0.012442489433608,1.8846465012792386,0.21180049931645295,0.04898410619485235,0.07569455735601778,3.2729439170974675,0.07569455466662907,,,5.201482772827148,1.5031241157953017,3.7823246320088706,0.19613096647022682,-0.46039660771687824,0.1961309664702268,0.049021374870450406,0.075771626785445,3.7652492647806803,0.18401073274946197,0.5376,0.008380930735902795,-2.6098719535158215,0.1275465122092972,0.9913037037037037,0.014966305090630891,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,10,1,-0.1,default,transformer,27,3,5.3461302577546155,1.5040766975073194,10.239898867679365,0.2798373811586964,0.18768991181344696,0.017230843236922307,1.9980155249888245,0.27986376647529176,0.011395682520797534,0.012074182119387546,3.31053233823993,0.01207418228059285,,,5.405924108293321,1.43468843256156,3.8220651944478354,0.2446348810996808,-0.5001371701558431,0.24463488109968076,0.011401041787462653,0.012083051110600873,3.8041333168029787,0.225570310510405,0.5426666666666667,0.0038279672586548534,-2.6368243909701956,0.15635351797624852,0.9992666666666666,0.001138116269093481,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,10,1,-0.1,default,transformer,28,3,5.543438134319854,1.4373977083325151,10.172737515333926,0.32619646507588973,0.19133759469696968,0.0201656042540535,2.065151809291406,0.32622246185024106,0.005059589455027669,0.0025808560570696765,3.316868432995045,0.0025808542663757175,,,5.585690869225396,1.3905762432696451,3.8935762511359315,0.2260810798991617,-0.5716482268439399,0.22608107989916143,0.005059998639466034,0.002580136613864891,3.8692691374460857,0.21330396929573647,0.5439999999999999,0.00503189825016364,-2.6819731595419873,0.14785098171866345,0.9999481481481481,5.5924699520513626e-05,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,10,1,-0.1,default,transformer,29,3,5.713037238428087,1.407205192744092,10.103194495042166,0.3519257937602168,0.19613961884469697,0.021456179834967528,2.1346997088103583,0.35192785205544946,0.003525934954681857,0.001151980708910538,3.31840209256519,0.0011519794495539002,,,5.738645818498399,1.36370851165495,3.956289211908976,0.2095584279082625,-0.634361187616984,0.2095584279082625,0.0035259481708070748,0.0011522877168673466,3.9330880423227943,0.19611116499899975,0.5448,0.006409368143584813,-2.726208934023871,0.13593384462920063,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,10,1,-0.1,default,transformer,30,3,5.852607294917107,1.387960382386898,10.03898418672157,0.37906880546595323,0.2002169892282197,0.023539328346477286,2.1988929972955678,0.3790583508174708,0.00292012076644107,0.0007716019041750961,3.3190079024343775,0.0007716000172995321,,,5.872406005859375,1.354562396256236,4.012578672832913,0.19905604989211412,-0.6906506485409206,0.19905604989211403,0.0029200577065348625,0.0007722281180343669,3.988742745335897,0.18697007653328535,0.5449333333333333,0.006601010023726134,-2.7647858014964526,0.12959768641881567,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,10,1,-0.1,default,transformer,31,3,5.977877540118766,1.3808874260295876,9.970773821527308,0.40431935851860995,0.20421098188920453,0.025429864962636668,2.267127625418432,0.40431672093610344,0.0025325138633365205,0.0005758717337228541,3.31939550782695,0.0005758726128689896,,,5.986424075232612,1.3492184204366902,4.066780090332031,0.19602621868858808,-0.7448520660400391,0.1960262186885879,0.0025322993803907324,0.0005757164574131622,4.042468515650431,0.18479315158368118,0.5466,0.005502726596879019,-2.8020257004269364,0.12808890024551056,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,10,1,-0.1,default,transformer,32,3,6.088147358460859,1.3768715301838235,9.918775072603514,0.42052490979709545,0.20845510771780304,0.026042569536158095,2.319126659722039,0.4205323923218789,0.002208688028710612,0.00046509915406744447,3.319719332185658,0.00046509850440052417,,,6.093333615197075,1.3480751036455914,4.116126828723484,0.1861563275709732,-0.7941988044314914,0.18615632757097297,0.002208552617690078,0.0004649130738743339,4.090591287612916,0.1745572609920953,0.5463333333333332,0.005749202843293394,-2.8353818758921836,0.12099388518657524,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,10,1,-0.1,default,transformer,33,3,6.189709251577203,1.3774697192014105,9.841482666405765,0.4444332380292685,0.21240537701231063,0.028226320017369716,2.3964109969410026,0.4444268781157069,0.0019563847674748326,0.00038294593988004027,3.3199716359376907,0.0003829520171849793,,,6.190659681955974,1.3484809308024837,4.157597965664333,0.18689401680586712,-0.8356699413723416,0.18689401680586698,0.0019564246908589096,0.00038222791950993365,4.132846886316935,0.17377459900098333,0.5465333333333332,0.00663425454239833,-2.8646712346105336,0.12045139388683429,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,10,1,-0.1,default,transformer,34,3,6.284123908389699,1.3784174351194918,9.782150051810524,0.44526449282611447,0.2160529119318182,0.028141568073127628,2.4557813365351073,0.445275866076402,0.0017566412954527716,0.0003186035889016877,3.3201713841972933,0.00031860637031347496,,,6.278471099005805,1.3499339649362962,4.20031664106581,0.18406160158890586,-0.8783886167738174,0.18406160158890603,0.001756961322762072,0.00031894272025394276,4.175144258626301,0.1721313781503346,0.5455333333333333,0.006963715483370483,-2.893989449768352,0.11931238960289173,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,10,1,-0.1,default,transformer,35,3,6.371245759906191,1.3802151524827222,9.726592468492912,0.4938960468094788,0.2207867986505682,0.030063050939556725,2.5113190748926364,0.49391288209633255,0.001600263181678725,0.0002471505172453709,3.320327756079761,0.0002471527822204847,,,6.356732368469238,1.3498998526438466,4.243965307871501,0.18596925887150664,-0.9220372835795084,0.18596925887150698,0.0016001498553970897,0.0002476137559113151,4.218876884206136,0.17518202822201068,0.5457333333333334,0.006293912402737584,-2.9243027137789164,0.12142703110089922,1.0,0.0,,,,,,,,,,
QminimalityEpochs,cifar10,e100,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,10,1,-0.1,default,transformer,36,3,5.586736621730256,1.5951218747366882,9.776980633085424,0.539338484803244,0.21629986387310607,0.0339203883075992,2.460928499472864,0.5393302415861023,0.09358143392687039,0.1594592129644852,3.2283465853243167,0.1594592129906467,,,5.312167432573107,1.934618208921844,3.9992303053538003,0.39540736961002715,-0.6773022810618082,0.3954073696100272,0.09367109267260465,0.15961434188447968,3.970739351145427,0.38455414304622754,0.5438,0.00843089556334317,-2.7523069213908626,0.2665525140797693,0.9826814814814814,0.029996553985896544,,,,,,,,,,
