experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,clf_nhid,clf_nlay,clf_kpru,gamma,epochs,run_count,test_accuracy_mean,test_accuracy_std,test_loglike_mean,test_loglike_std,train_accuracy_mean,train_accuracy_std,train_loglike_mean,train_loglike_std,train_sharp_mag_mean,train_sharp_mag_std,train_var_grad_mean,train_var_grad_std,train_path_norm_mean,train_path_norm_std,train_y_pred_ent_mean,train_y_pred_ent_std
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,default,128,1,0,-0.1,best,3,0.5144333333333333,0.0021361959960016284,-1.614227739659251,0.0741837941483678,0.8913555555555556,0.028425141019444537,-0.40066529330641587,0.07900744474991944,,,,,,,,
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,5,default,128,1,0,-0.1,best,3,0.5024666666666666,0.010626539104211317,-1.844257045061808,0.06953307206150379,0.9564,0.0073228544660442225,-0.20648201095033192,0.025283666954921916,,,,,,,,
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,1,default,128,1,0,-0.1,best,3,0.36343333333333333,0.00887937685501257,-1.8117931862468524,0.03882007800559828,0.3623111111111111,0.01116263608850726,-1.8079522597317343,0.041635301422707466,,,,,,,,
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,default,128,1,0,-0.1,best,3,0.4014,0.007950471684120376,-1.7201850578223665,0.011916025838750725,0.40571111111111113,0.010507774899251268,-1.7070586492483262,0.018097589887644795,,,,,,,,
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,5,default,128,1,0,-0.1,best,3,0.43016666666666664,0.007414400402819709,-1.6525869981509942,0.021512717016042997,0.4402074074074074,0.004336029550565159,-1.6230694059432798,0.02296037499671077,,,,,,,,
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibsameidcs,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,1,default,128,1,0,-0.1,best,3,0.45883333333333337,0.0006806859285553874,-5.440734348010143,0.042745542120473656,0.9974814814814815,0.0006730558039466511,-0.01087660909449887,0.0017531204919442557,,,,,,,,
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibsameidcs,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,128,1,0,-0.1,best,3,0.46799999999999997,0.0011135528725659978,-5.242850798814776,0.0975694673464554,0.9979333333333334,0.00022553092366873854,-0.009546295302799344,0.0005545828485804668,,,,,,,,
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibsameidcs,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,5,default,128,1,0,-0.1,best,3,0.47703333333333336,0.009650043177796355,-5.129404612571899,0.0820065256340361,0.9982962962962962,0.00021923923832515115,-0.0084208476276034,0.0007209332548028862,,,,,,,,
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibsameidcs,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,1,default,128,1,0,-0.1,best,3,0.47459999999999997,0.0029715315916207297,-3.9059714026202044,0.26208712420890545,0.9897851851851852,0.00852784352731309,-0.03298155977088543,0.023845774996832336,,,,,,,,
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibsameidcs,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,3,default,128,1,0,-0.1,best,3,0.43929999999999997,0.006030754513325843,-4.198242000867286,0.03258382322664646,0.995437037037037,0.00121601115437826,-0.02061672149184,0.004146336052885277,,,,,,,,
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibsameidcs,0,mlpl,128,1,0,128,1,0,0.1,0,1024,5,5,default,128,1,0,-0.1,best,3,0.4227,0.009599999999999997,-4.387368300632033,0.20424768833532783,0.9956222222222223,0.0012584529008683348,-0.02067722261852981,0.004382339980348585,,,,,,,,
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibsameidcs,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,1,default,128,1,0,-0.1,best,3,0.48736666666666667,0.02175714442047331,-2.465625529708845,0.0817626164641307,0.9761925925925926,0.024434809548991212,-0.09400961162741232,0.07032971874220471,,,,,,,,
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibsameidcs,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,3,default,128,1,0,-0.1,best,3,0.48836666666666667,0.011123998082224442,-2.5812486808247797,0.11647666648049917,0.9848444444444445,0.018070083044484563,-0.05837203296183593,0.0504609832374953,,,,,,,,
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibsameidcs,0,mlpl,128,1,0,128,1,0,1.0,0,1024,5,5,default,128,1,0,-0.1,best,3,0.48056666666666664,0.009327557736799776,-2.632258719038781,0.15311152773329043,0.9944074074074073,0.0027963232767891024,-0.03284440916853251,0.009408974507426683,,,,,,,,
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibsameidcs,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,1,default,128,1,0,-0.1,best,3,0.5252666666666667,0.005953430383680721,-1.407851250063641,0.038223892960582234,0.6900148148148149,0.03940455781955599,-0.8910841502280306,0.10791508076877986,,,,,,,,
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibsameidcs,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,3,default,128,1,0,-0.1,best,3,0.5097666666666667,0.004660829682935639,-1.69112682754815,0.03790147817057054,0.8861259259259259,0.022111784839912423,-0.39096926998128484,0.0658281387816804,,,,,,,,
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibsameidcs,0,mlpl,128,1,0,128,1,0,10.0,0,1024,5,5,default,128,1,0,-0.1,best,3,0.5078999999999999,0.0012489995996796711,-1.8583419439595108,0.028854074439669,0.9550074074074072,0.0063193347568827885,-0.20072980771561624,0.019394816865693644,,,,,,,,
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibsameidcs,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,1,default,128,1,0,-0.1,best,3,0.36343333333333333,0.008879376855012586,-1.8117931862468524,0.03882007800559828,0.3623111111111111,0.011162636088507264,-1.8079522597317341,0.04163530142270748,,,,,,,,
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibsameidcs,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,3,default,128,1,0,-0.1,best,3,0.3905666666666667,0.013494566807916938,-1.7341388398125768,0.0470490061045418,0.391,0.019082316809413268,-1.7231783233790763,0.054899653519166536,,,,,,,,
QminimalityReindexing,cifar10,all,False,False,decay,adam,5e-05,last,0,cdibsameidcs,0,mlpl,128,1,0,128,1,0,100.0,0,1024,5,5,default,128,1,0,-0.1,best,3,0.42230000000000006,0.01751199588853309,-1.658110742885868,0.040002649308141736,0.4291925925925926,0.018876549346380514,-1.6336812886529772,0.04908442674750221,,,,,,,,
