data,wdecay,encoder,test_accuracy_mean,test_accuracy_std,test_loglike_mean,test_loglike_std,train_accuracy_mean,train_accuracy_std,train_loglike_mean,train_loglike_std,train_sharp_mag_mean,train_sharp_mag_std,train_path_norm_mean,train_path_norm_std,train_y_pred_ent_mean,train_y_pred_ent_std,train_d_H_Q_xCz_mean,train_d_H_Q_xCz_std,train_H_Q_xCz_mean,train_H_Q_xCz_std,train_d_H_Qm_xCz_mean,train_d_H_Qm_xCz_std,train_d_H_Qp_xCz_mean,train_d_H_Qp_xCz_std,run_count
cifar10,0.1,mlp,0.27115999999999996,0.001879627622695523,-1.9208756061458587,0.0016226492982181653,0.2709377777777778,0.0018191301679377318,-1.923065620002879,0.0014593551804202,26.807861634404038,1.677556387517418,0.1976074020544351,0.003778726128807193,2.9671742916107178,0.0019078829434164134,12.231954210454768,0.0006698344048202983,15.552446064082059,0.00021039311484257178,15.558073254065079,0.0008276228819152284,15.544577852162448,0.0008443853501017263,5
cifar10,0.1,resnet18,0.67058,0.00879044936280279,-1.1028155183947832,0.026754473513115096,1.0,0.0,-0.05471096138497193,0.001029600615237799,475316.12506188697,68760.51713465803,0.04797175676953237,0.0067454717830435,0.4458620727062225,0.0068089984495295595,12.232161595604637,0.0006170249513953521,15.553245622461493,0.000603743913182416,15.557123762911015,0.0004880134923360368,15.551907803795554,0.0004535433922856924,5
svhn,1e-06,mlp,0.8187692071296866,0.0019410417747047124,-2.0631060108632395,0.0571736551928321,0.9999817991536606,6.7830549436794314e-06,-5.844677183043329e-05,1.7945826385266432e-05,481045.10223366413,66142.84619831092,34.99631895340761,1.0335075576047685,0.00046209924621507523,0.00015410200467890278,12.90862579345703,0.06204293440539071,15.617083185772563,0.07428771438791323,16.037241903201554,0.0024750393546972547,1.032498000527537,0.2760179792559522,5
svhn,1e-06,resnet18,0.8868239090350338,0.00372424213950358,-0.9136489249764335,0.03597672074959443,0.9999848326280503,0.0,-2.1322627120854358e-05,1.554310602410333e-07,1207724.5399226495,74176.16142045468,4220.838080513882,654.3230261918466,3.364064832567237e-05,5.490575657590139e-07,13.17770395057146,0.035991272347075255,16.017602077750276,0.004973963759771857,16.059739522416464,0.003298054648459141,14.828174778842186,0.27388520060084637,5
svhn,1e-05,mlp,0.8177704363859866,0.002305079634672547,-1.8851376833683002,0.027062897325452414,0.9999817991536606,6.7830549437296e-06,-0.00011247935885959658,2.0650031039464853e-05,466248.5693255297,49851.053780072456,28.597182078180776,1.6473931970080322,0.0011581190628930926,0.00017134886427712124,12.922787576128346,0.07470364852377584,15.596196630019552,0.04642709160048652,16.034836996802987,0.002493725473132401,1.1737409906331882,0.3687305609934057,5
svhn,1e-05,resnet18,0.8890826674861708,0.002579997292985087,-0.7004676521083367,0.03463438171836461,0.9999848326280503,0.0,-2.269658759734843e-05,1.696275463314716e-07,1080402.7672881526,97426.68360207618,2081.858490954772,234.90789056436424,6.098813755670562e-05,5.366746638567395e-06,13.200630603464997,0.011633366887598385,16.026580884475116,0.0040179386741279475,16.061573696875758,0.002601358083433649,14.944776690283486,0.1410774384665514,5
svhn,0.0001,mlp,0.8182851874615856,0.0017688504690175292,-1.5092585216127066,0.02534966990176925,0.9999817991536606,6.783054943688741e-06,-0.0006845739133212979,5.15918678377192e-05,427380.77819661953,58604.38342790254,13.404173773621721,0.8628705239488119,0.00724228136241436,0.00046421051501693774,12.946804577435634,0.020057731345617374,15.688401977775632,0.05115051426554592,16.04240364399991,0.0008417225491262626,2.2829122863998705,0.42253217725439984,5
svhn,0.0001,resnet18,0.8938537185003075,0.004279389873773614,-0.45742251107564436,0.021110220477940828,0.9999848326280503,0.0,-5.023248579584176e-05,1.2085247877641952e-06,1007802.5247194264,76545.87246242778,60.130645277664826,12.52689881476403,0.0005695254425518214,1.6707826034415173e-05,13.226596196492514,0.0147246091769516,16.062487985182177,0.0007398271648477662,16.070079575767814,0.0002668045289786785,16.027878983076228,0.011695885889785748,5
svhn,0.001,mlp,0.8230946527350953,0.0026741953607030203,-1.1061588666474476,0.006381074885017187,0.9999817991536606,6.7830549436985684e-06,-0.005547138436752988,4.923771651666497e-05,335569.10391116736,30050.257475463903,0.737994962350229,0.04632597843686192,0.04627449885010719,0.0002782407471123505,13.18523153999979,0.03986376062820947,16.013321954889815,0.010017199953144505,16.06561983389448,0.0007722261730494192,14.331828955716864,0.44320491384278776,5
svhn,0.001,resnet18,0.9069529809465274,0.0034424620845956728,-0.3807694260117513,0.017781389710523503,0.9999848326280503,0.0,-0.000519463487920808,4.318975237567637e-05,778665.6661084078,122985.37674260179,1.7702458960036895,0.2148586761955368,0.007546103559434414,0.0005733227626922068,13.242021798717882,0.0018990937392254278,16.066885245862856,0.0003498753156215663,16.070329110197314,0.0002731479797989003,16.065649263248886,0.0005667230716403767,5
svhn,0.01,mlp,0.8441533497234174,0.001003561038538205,-0.695311881414694,0.004637662588147905,0.9933475906629659,0.00022967428046253774,-0.08312500431671427,0.0009366791236845811,101291.0914406821,3702.3134350206274,0.08397167664345209,0.0018579227978682822,0.33139294385910034,0.0017659724048038979,13.23338547787925,0.003244745637814691,16.05260221496109,0.0008748130288114483,16.069887536810352,0.0004302198312344617,15.882338018195574,0.03487869514280959,5
svhn,0.01,resnet18,0.930139827904118,0.002948604082125106,-0.2731664684713626,0.00781408415727474,0.9999848326280503,0.0,-0.006634922671128243,0.00015544495793580357,191520.76826855345,48421.073718508545,0.09846397979846781,0.007060867188907901,0.07557986229658127,0.0012444220291053865,13.228330965559612,0.02496346726236967,16.06748662253683,0.00034215408453163154,16.070661840512777,0.00025558004395610144,16.066565872902096,0.0003789670951090724,5
svhn,0.1,mlp,0.7039336201598033,0.0016346158856703839,-1.0674370244543032,0.00289852697628602,0.726768894753606,0.00047452305466652827,-1.0125537541505405,0.0025717730744392407,648.3579528708227,65.67354442647662,0.11912123804693361,0.004259388911296648,2.0177382946014406,0.004265687915224233,13.234835578859315,0.008795187667435504,16.057498591814856,0.001555342736916783,16.070574276946314,0.00030582558139786314,16.006819095168005,0.0034638083993879503,5
svhn,0.1,resnet18,0.9239474492931776,0.0017493045600131454,-0.34431665330915184,0.005642918869304399,0.9999757322048808,8.307511754602853e-06,-0.08877580141836888,0.000975410028279419,53601.35770578288,9153.060918720252,0.0819797609360154,0.021834045053497664,0.6436607360839843,0.00864674447422303,13.236143390152808,0.0099268115241132,16.067903178606848,0.0005372701947781028,16.070712132416954,0.0002646100454169998,16.066581734945608,0.00036857541086007676,5
