data,dropout,encoder,test_accuracy_mean,test_accuracy_std,test_loglike_mean,test_loglike_std,train_accuracy_mean,train_accuracy_std,train_loglike_mean,train_loglike_std,train_sharp_mag_mean,train_sharp_mag_std,train_path_norm_mean,train_path_norm_std,train_y_pred_ent_mean,train_y_pred_ent_std,train_d_H_Q_xCz_mean,train_d_H_Q_xCz_std,train_H_Q_xCz_mean,train_H_Q_xCz_std,train_d_H_Qm_xCz_mean,train_d_H_Qm_xCz_std,train_d_H_Qp_xCz_mean,train_d_H_Qp_xCz_std,run_count
cifar10,0.9,mlp,0.18622,0.0013367871932360802,-2.016363146016151,0.03317488675066328,0.1878,0.0013617345510980909,-2.006371191650629,0.028583504151637563,318.07192098047545,100.02883260559727,6.740271875976373,0.3149037630499382,2.947649669647217,0.01679875268224464,12.235716180367906,0.00024021298587660514,15.556939946521414,0.00021610615464384028,15.558811757781289,0.00034599754405917284,15.559378706325186,0.0003680203305387831,5
cifar10,0.9,resnet18,0.73694,0.04162286631168016,-3.1976468442886636,0.34126706989808436,0.9651555555555555,0.033085728526039214,-0.11785357218955475,0.07581773446290045,535611.8116322517,204041.1414579584,218.21623118594601,35.22211680006188,0.340347820520401,0.1444520606290562,12.229420200261202,0.0028048425850489807,15.548927142403343,0.003694878327960672,15.557875409993255,0.00022174983197274464,15.556720757484436,0.001831178495280706,5
svhn,0.0,mlp,0.831822372464659,0.002781521321047982,-2.2563988237625274,0.04616494580630829,0.9980737437624184,,-0.006482426253810553,,6987.595168679717,,250.9118682426162,,0.012326995842158794,,12.969513383022575,,15.807902846225472,,16.04772458335226,,9.133762034334877,,5
svhn,0.0,resnet18,0.9438460356484327,0.0013517235002633028,-0.36715912196224715,0.038088371095774634,,,,,,,,,,,,,,,,,,,5
svhn,0.2,mlp,0.8614628149969269,0.0014528006775699146,-0.9978036017750158,0.0215504594970079,,,,,,,,,,,,,,,,,,,5
svhn,0.2,resnet18,0.9456976029502151,0.0014744771912933278,-0.43067243644834274,0.02866313739374087,,,,,,,,,,,,,,,,,,,5
svhn,0.4,mlp,0.8527427781192378,0.003246811743503035,-0.5428525816696838,0.012431668303242483,0.9484461027437776,,-0.20074414013807265,,9510.89342403628,,230.7080981727776,,0.467023104429245,,13.234928005425505,,16.059408705363907,,16.069327805393428,,16.06004577459291,,5
svhn,0.4,resnet18,0.9478257529194837,0.0010726455404676516,-0.4030112238162228,0.020533769039255433,,,,,,,,,,,,,,,,,,,5
svhn,0.6,mlp,0.7107713583282114,0.014279758838370286,-0.9462758809401584,0.03700418923492291,0.7490406637241965,,-0.7754068676340119,,7594.93707559982,,92.7028339895146,,1.4038406610488892,,13.163450817729151,,16.065996687541638,,16.070530440456185,,16.07117717949919,,5
svhn,0.6,resnet18,0.9481253841425937,0.002299824205212693,-0.5091474295258404,0.02632034223448922,,,,,,,,,,,,,,,,,,,5
svhn,0.8,mlp,0.3145897357098955,0.0016964582449333662,-1.8883531062098444,0.005637645604364126,,,,,,,,,,,,,,,,,,,5
svhn,0.8,resnet18,0.9479025814382298,0.0020214808237913823,-0.9366530238670489,0.05892892729249729,,,,,,,,,,,,,,,,,,,5
svhn,0.9,mlp,0.1958743085433313,0.0,-2.2239602022646907,2.0658305493496817e-05,0.1892129650695424,0.0,-2.2363809759054067,1.3235126851085992e-05,64.0,0.0,3.6439432265013147,0.11763003198324033,3.226712942123413,0.00022287253492513662,13.195540269215902,0.01102965644039085,16.07012798989466,0.0009248939675466517,16.072265048359718,5.8171799096280726e-05,16.07252143150152,0.0,5
svhn,0.9,resnet18,0.9303472649047327,0.002705738566338534,-1.2955465064582627,0.11422297440877999,,,,,,,,,,,,,,,,,,,5
