model,beta,minimax,epochs,run_count,train_loss_mean,train_loss_std,valid_loss_mean,valid_loss_std,valid_acc_mean,valid_acc_std,train_acc_mean,train_acc_std
cdib,0.001,0,42,3,-0.7468856609171087,0.014059456021536148,5.488571065775552,0.15163330098096922,0.47,0.007901898506055362,0.9977185185185186,0.00010501812502782679
cdib,0.001,0,43,3,-0.7541247197266782,0.014340868092537396,5.520074039204915,0.15229666425234176,0.46826666666666666,0.00815924833139262,0.9978814814814815,0.00021923923832515115
cdib,0.001,0,44,3,-0.7585529586791991,0.014474700600237042,5.533859851582846,0.15817731155459028,0.46859999999999996,0.007748548251124232,0.9979555555555556,0.00011547005383791244
cdib,0.001,0,45,3,-0.7653515698288427,0.014756727599071982,5.573187461853028,0.16089447497715736,0.4676666666666667,0.00921809814079529,0.9977111111111112,0.00016777409856155557
cdib,0.001,0,46,3,-0.7699792678255023,0.01502514398690886,5.593314820098876,0.15258334052426262,0.46973333333333334,0.007049349851818474,0.9978444444444445,0.00021430335024427436
cdib,0.001,0,47,3,-0.7754934116132333,0.014239370712978821,5.610014114634197,0.13870854864142476,0.46713333333333334,0.008251868475280822,0.9978518518518519,0.00024578755589684404
cdib,0.001,0,48,3,-0.7798539414463622,0.01480531400828195,5.628067319742839,0.1476144108911607,0.4676,0.008185352771872458,0.9978518518518519,0.00027427420120854003
cdib,0.001,0,49,3,-0.7853233798951814,0.01590458765207765,5.64615856068929,0.1493111672136789,0.46786666666666665,0.008953956295031469,0.9977999999999999,5.879447357924686e-05
cdib,0.001,0,50,3,-0.7898017462181323,0.015815128889049703,5.654779399871827,0.1653987056563044,0.47013333333333335,0.008161699169494876,0.9980074074074073,0.00023761503603476593
cdib,0.001,0,51,3,-0.7943128403605836,0.014572106949650698,5.6922755009969075,0.1458904177624344,0.4678,0.008316249154516725,0.9981925925925926,5.592469952055039e-05
cdib,0.001,0,52,3,-0.7993850135716526,0.01506717431212757,5.704708952840169,0.13760889363608003,0.46693333333333337,0.009411340676722607,0.9979777777777779,0.00023412563895225863
cdib,0.001,0,53,3,-0.8036913504687223,0.016131005686354935,5.718506971995036,0.15811676448004194,0.4676,0.009000000000000008,0.9976518518518519,0.00023129622216290337
cdib,0.001,0,54,3,-0.8078411682706891,0.015434378992777756,5.7260973876953125,0.14173282676343538,0.4679333333333333,0.008709381914540962,0.9980740740740742,0.00016380255101841338
cdib,0.001,0,55,3,-0.8129153934103069,0.015573644031601363,5.742584320831299,0.1340308524160022,0.46786666666666665,0.007943131204590117,0.9980444444444444,0.00021886350670660768
cdib,0.001,0,56,3,-0.8164889285116484,0.0151548193779682,5.762774785105388,0.14925211526827567,0.467,0.008551023330572788,0.9981925925925926,0.00021003625005566726
cdib,0.001,0,57,3,-0.8192793987707659,0.014617853762025292,5.7724592358907065,0.13561485942590573,0.4673333333333333,0.009287267269403501,0.9979111111111111,3.849001794597882e-05
cdib,0.001,0,58,3,-0.8230628536253265,0.0152147278772697,5.7962051869710285,0.1373200935575917,0.467,0.008928605714219896,0.9979851851851852,0.0002778518419779282
cdib,0.001,0,59,3,-0.8267623904748396,0.01575193986931413,5.802243792724609,0.1393642788901602,0.4662,0.008119113252073781,0.9981777777777778,8.012336167703286e-05
cdib,0.001,0,60,3,-0.8309122812039925,0.015639065040738243,5.818107703908285,0.14419298906609437,0.4662,0.007807688518377256,0.9978592592592591,0.0003831856935223184
cdib,0.001,0,61,3,-0.8350144259077131,0.015611161535905032,5.834441152954102,0.1675783757608355,0.46606666666666663,0.007627144507175232,0.998074074074074,0.0001512635396789517
cdib,0.001,0,62,3,-0.837614814671603,0.016366866050948878,5.837238845570883,0.15760392794987854,0.4663333333333333,0.007834113436333024,0.9977925925925925,0.00034017666676163026
cdib,0.001,0,63,3,-0.8408577036626411,0.016417632911375175,5.853159472910563,0.1504243312200524,0.4653333333333333,0.006543189843901323,0.9978814814814815,0.0002575605726031771
cdib,0.001,0,64,3,-0.844176177776221,0.016446625647654353,5.85593555246989,0.15850422011338747,0.4667333333333333,0.008818919056966875,0.9979925925925927,0.0002959256941546268
cdib,0.001,0,65,3,-0.8470353188630306,0.014874885934026735,5.862934149932862,0.15635656524110245,0.466,0.008126499861564001,0.9978444444444444,0.00020367003088700674
cdib,0.001,0,66,3,-0.8488543136770076,0.016299533561595227,5.8792027036031085,0.13913959716420068,0.46466666666666673,0.008082903768654743,0.9980222222222223,0.0002504317259907899
cdib,0.001,0,67,3,-0.8529450961286371,0.01574748895769559,5.889173458099365,0.14998191878622233,0.4648666666666667,0.007294746968424148,0.9981037037037037,8.981004187394181e-05
cdib,0.001,0,68,3,-0.8550797191908867,0.016915497013388115,5.897730808258056,0.16097034764571824,0.46540000000000004,0.008968834929911455,0.9980148148148148,8.981004187398531e-05
cdib,0.001,0,69,3,-0.8579516144492411,0.01617941354068823,5.910577761332195,0.14553850628642914,0.46573333333333333,0.00688573404462686,0.9979851851851852,0.0001263609045128568
cdib,0.001,0,70,3,-0.860080593623537,0.015388018214386436,5.9310601097106925,0.13887469581695508,0.46606666666666663,0.008013322240702244,0.9980666666666668,3.849001794595479e-05
cdib,0.001,0,71,3,-0.8644265179951987,0.016808256688010052,5.930283820343018,0.15015642597051945,0.46493333333333337,0.007049349851818484,0.9980000000000001,0.00037383564091688905
cdib,0.001,0,72,3,-0.8651332265189199,0.01644717177393132,5.932382498931884,0.1550172302244715,0.46526666666666666,0.009016281569102294,0.9980074074074073,7.804187965075726e-05
cdib,0.001,0,73,3,-0.8683670619415516,0.016612089267216076,5.943904925282797,0.14951614279682474,0.46426666666666666,0.007635007094517544,0.9981333333333334,0.00023200681130908804
cdib,0.001,0,74,3,-0.8695260931939789,0.018295400595112983,5.955616996002196,0.13976996170282158,0.465,0.006965629906907205,0.9980888888888889,0.0002784436463586594
cdib,0.001,0,75,3,-0.8723541208931894,0.015872406267169584,5.9521641998291015,0.14877992945760105,0.4656666666666667,0.009321659365871152,0.9981185185185185,6.415002990999409e-05
cdib,0.001,0,76,3,-0.8745290869510535,0.016230332567729544,5.965389406840006,0.13771610254235636,0.4653333333333333,0.006503332479070493,0.9981481481481481,0.00022698597697848574
cdib,0.001,0,77,3,-0.8759508966734915,0.016305221696772235,5.959997899881998,0.14339326380303646,0.46513333333333334,0.007561305002004154,0.9980962962962963,0.0002247998652665567
cdib,0.001,0,78,3,-0.8782338813550544,0.015001478613315793,5.985021277364095,0.14767601108906178,0.465,0.006238589584192905,0.9979703703703704,7.14344500813821e-05
cdib,0.001,0,79,3,-0.8802846349080403,0.01671809576065129,5.995567818450927,0.1316486720209148,0.4632,0.007989993742175242,0.9980148148148148,6.789001029558412e-05
cdib,0.001,0,80,3,-0.8832740907495672,0.01697821157199597,6.007260270690917,0.15843147483362593,0.4652,0.006520736154760421,0.9982296296296296,0.000186366601857938
cdib,0.001,0,81,3,-0.8844344005555818,0.01603601473897028,5.9991887751261395,0.1466305230547596,0.4641333333333333,0.007457434768962656,0.9979481481481481,0.00012239045660633987
cdib,0.001,0,82,3,-0.8869950204415754,0.01573791384745927,6.0063058967590335,0.15810482122920141,0.4645333333333334,0.007655934517309637,0.9981851851851852,0.00014796284707732207
cdib,0.001,0,83,3,-0.8881064116998152,0.016613503101989252,6.0212914136250815,0.1496237680153501,0.46386666666666665,0.00689734248340137,0.9979333333333334,0.00032885885748775866
cdib,0.001,0,84,3,-0.8905608113259981,0.016688059214613974,6.025622465769449,0.1386463755159368,0.46366666666666667,0.006768554744798418,0.9982444444444445,0.00011758894715845177
cdib,0.001,0,85,3,-0.892533136437156,0.017084899575152013,6.022159062449138,0.1417263287699459,0.46426666666666666,0.005991104516976263,0.9979407407407407,0.00012239045660634743
cdib,0.001,0,86,3,-0.8937546567194389,0.016834357029005254,6.032204345703125,0.1367485838617267,0.46340000000000003,0.007879086241436883,0.9981703703703703,0.00022698597697847758
cdib,0.001,0,87,3,-0.895973607707746,0.01687824983560735,6.03681309483846,0.15633687243686184,0.465,0.006919537556802489,0.9980074074074073,1.2830005982003625e-05
cdib,0.001,0,88,3,-0.8972943688016949,0.015505193711967456,6.048040785980224,0.155931801470518,0.4640666666666666,0.0076846166679498985,0.9981185185185185,0.00034522015400681325
cdib,0.001,0,89,3,-0.898151059624643,0.0166489773532695,6.057204387410482,0.151240576902267,0.4636,0.007432361670424846,0.9982666666666667,0.0002562791687704299
cdib,0.001,0,90,3,-0.8997997346675756,0.01705094479019644,6.049712268320721,0.1608508945148078,0.4643333333333333,0.006268439465555454,0.9981925925925926,3.394500514781023e-05
cdib,0.001,0,91,3,-0.9018564982847733,0.015376613793594502,6.050607531229654,0.1417387578172561,0.4631333333333334,0.007710598766200556,0.998074074074074,0.00013394919496313484
cdib,0.001,0,92,3,-0.903010729935675,0.017182592854041587,6.058515307617188,0.137364693985316,0.46493333333333337,0.006694276162015849,0.9980296296296296,0.00015608375930158038
cdib,0.001,0,93,3,-0.9040408676407554,0.01764292117697842,6.067537496948241,0.14398151139953594,0.4642,0.008515867542417507,0.9979777777777779,0.0003204934467079005
cdib,0.001,0,94,3,-0.906537843395002,0.016443287586133833,6.067482860565185,0.12965179919840414,0.4633333333333334,0.006394789545663987,0.9980592592592593,0.00019159284676109294
cdib,0.001,0,95,3,-0.9066878622893131,0.01646448555947514,6.063298829650878,0.14234106071332545,0.46460000000000007,0.006878953408767932,0.9981777777777778,0.00014572085609555575
cdib,0.001,0,96,3,-0.9084395956155026,0.016926611533021205,6.078490104166666,0.13644947992082573,0.46460000000000007,0.0070767224051816275,0.9982074074074073,0.0002052800957118817
cdib,0.001,0,97,3,-0.909432136821747,0.01549590615955542,6.085348444366455,0.14310289474516746,0.46353333333333335,0.007049349851818502,0.9983481481481481,0.0004171232066755873
cdib,0.001,0,98,3,-0.9109058666633837,0.016486993376700163,6.082911243693034,0.13233138811592488,0.4630666666666667,0.006375996654118732,0.9980666666666668,0.0001539600717839313
cdib,0.001,0,99,3,-0.9121393906419928,0.015047624247467828,6.094691222127278,0.15733998316632847,0.46353333333333335,0.007422488351848978,0.9981925925925926,0.00018899778995815682
cdib,0.001,0,100,3,-0.9128667726487825,0.0165345024126905,6.08659399134318,0.14790477458902265,0.46526666666666666,0.007419793348425096,0.9981629629629629,0.00011184939904109158
cdib,0.001,0,101,3,-0.9148590069337326,0.017382529284421085,6.085194531758627,0.15449611232694396,0.464,0.007992496481075218,0.9981703703703704,0.0002857378003257413
cdib,0.001,0,102,3,-0.915617062291232,0.017008306871187023,6.111861507924398,0.14355917694747966,0.46366666666666667,0.007094598884597569,0.998237037037037,0.00028313355338693017
cdib,0.001,0,103,3,-0.9163343332868634,0.01669109444310276,6.11665086771647,0.14765380481531104,0.46399999999999997,0.007922120928135313,0.9981777777777777,0.00014572085609562135
cdib,0.001,0,104,3,-0.9171638664939187,0.017223808887825875,6.104924032592773,0.14574069922559985,0.46293333333333336,0.00698665394400877,0.9980962962962963,0.00027156004118248793
cdib,0.001,0,105,3,-0.9186782929507169,0.016745136771393276,6.105765090942383,0.13822388296358967,0.4636,0.008464041587799514,0.9982000000000001,0.0001777777777777212
cdib,0.001,0,106,3,-0.9189704334287931,0.016528035683297162,6.117953056589762,0.15467964194086717,0.46293333333333336,0.005804595880277389,0.9980666666666668,0.0003006166501882173
cdib,0.001,0,107,3,-0.9207268159317247,0.016507508708363088,6.116456567382812,0.14747676623597333,0.46426666666666666,0.007026616065598944,0.9981777777777778,0.0001351725006732918
cdib,0.001,0,108,3,-0.9219196268515154,0.015614866832810194,6.118568191528321,0.15954883923496171,0.46399999999999997,0.006878953408767946,0.9983037037037037,0.0005649574804643081
cdib,0.001,0,109,3,-0.9227536639502555,0.017786434976122735,6.128368081156413,0.1382649950122809,0.4636,0.007073895673530969,0.998274074074074,0.0001428689001628534
cdib,0.001,0,110,3,-0.9239879636533331,0.016371991050430818,6.130831881968181,0.15438799181564686,0.46353333333333335,0.007457434768962656,0.9980148148148148,0.00023761503603472397
cdib,0.001,0,111,3,-0.9230407036347822,0.01694825418753393,6.129517057800292,0.1611617477064984,0.46386666666666665,0.009002962475392904,0.998074074074074,0.00024478091321272007
cdib,0.001,0,112,3,-0.9257331476962928,0.017657805583127108,6.1344206977844244,0.14849560315218793,0.46293333333333336,0.007600877142365423,0.9982444444444445,8.888888888888835e-05
cdib,0.001,0,113,3,-0.9252527983492072,0.01759530626218315,6.1320307940165195,0.15696681961593653,0.46279999999999993,0.007549834435270756,0.9983333333333334,0.0001111111111111035
cdib,0.001,0,114,3,-0.9272218533747124,0.017082908844603593,6.142995540618897,0.14283782860982172,0.463,0.006939740629158957,0.9979999999999999,0.000277555466595516
cdib,0.001,0,115,3,-0.9275409750504927,0.015848546758198835,6.138436887105306,0.14375689172451928,0.4633333333333334,0.007751988992080237,0.9980148148148148,0.0003081873194476665
cdib,0.001,0,116,3,-0.928781016924887,0.017586677560711726,6.144025791168214,0.14208297143346646,0.4639333333333333,0.0058286647985051855,0.9982000000000001,0.0001735611039090153
cdib,0.001,0,117,3,-0.9284744422941497,0.01690672787157964,6.146988727569581,0.1313668691846097,0.4625333333333333,0.007128347167003944,0.9982518518518518,0.00013394919496318548
cdib,0.001,0,118,3,-0.9291071036281008,0.016823359438511508,6.148884329732259,0.1406201749053238,0.4639333333333333,0.00746279661610399,0.9980962962962963,0.00032228607285640214
cdib,0.001,0,119,3,-0.9314936402205265,0.017098921084426014,6.154348798878988,0.1441406771917573,0.4625333333333333,0.00744132604670249,0.9982592592592593,0.0001445868244143824
cdib,0.001,0,120,3,-0.9316885156660368,0.018025988265332995,6.15473477681478,0.1559642133086982,0.4632,0.007989993742175242,0.9982074074074075,0.00010020555006275037
cdib,0.001,0,121,3,-0.9319522897546942,0.018192714458327482,6.1633536371866855,0.12243573906406809,0.46226666666666666,0.006425988899253817,0.9984444444444445,8.88888888889161e-05
cdib,0.001,0,122,3,-0.9335554401831194,0.01708555700289405,6.145589796702066,0.1507608520870915,0.4632,0.006400000000000017,0.998325925925926,0.0002742742012084591
cdib,0.001,0,123,3,-0.9343470049482403,0.017666425883706455,6.167998980967204,0.14932256288248974,0.4633333333333333,0.007003808487768174,0.9982666666666665,0.0003527668414753186
cdib,0.001,0,124,3,-0.9343894072012467,0.016040043974105623,6.15891537475586,0.13795170278794627,0.46293333333333325,0.006989515958443286,0.9984296296296296,5.5924699520533846e-05
cdib,0.001,0,125,3,-0.9339886871308991,0.01636205767063437,6.171876109822591,0.12786386395219163,0.4633333333333334,0.00810020575870351,0.9981925925925926,0.00014796284707732415
cdib,0.001,0,126,3,-0.9351346941341053,0.017815849289586367,6.162355492146809,0.15496962480802642,0.46279999999999993,0.007199999999999984,0.9982222222222221,0.00011111111111114513
cdib,0.001,0,127,3,-0.9356594528371639,0.016255842712591593,6.1589780489603685,0.15006092711251331,0.4623333333333333,0.00711149304529881,0.9983111111111111,0.00011758894715840456
cdib,0.001,0,128,3,-0.9354076618396875,0.017256156425173187,6.1671811358133946,0.14189500694344104,0.4633333333333333,0.0057422411420396885,0.998237037037037,8.981004187391205e-05
cdib,0.001,0,129,3,-0.937123209658536,0.017004405678593442,6.176652847035726,0.13727743940149842,0.46293333333333325,0.006721111019268561,0.9980074074074073,0.00011403558754326746
cdib,0.001,0,130,3,-0.9371997993006852,0.01819387555870572,6.176408982594808,0.14331236693854058,0.4627333333333333,0.006466323014923825,0.9981925925925926,5.5924699520539355e-05
cdib,0.001,0,131,3,-0.9382409783218847,0.016925169247209992,6.176035193379719,0.15189170225795018,0.4624,0.006415605972938166,0.9983925925925926,0.00019415322106786277
cdib,0.001,0,132,3,-0.9389744617144267,0.01814476080332526,6.177724787139893,0.14963047415931838,0.463,0.006878953408767911,0.9982444444444445,0.00011111111111108962
cdib,0.001,0,133,3,-0.9391887407591848,0.017326120658195276,6.178740292358398,0.12554551878517636,0.46306666666666657,0.006700248751601191,0.9980888888888889,0.000525404018557174
cdib,0.001,0,134,3,-0.9388811400962598,0.01871644395384855,6.176548215993246,0.14615770877563544,0.46186666666666665,0.007167519329121715,0.9982962962962963,0.00021003625005571524
cdib,0.001,0,135,3,-0.9404383440855778,0.017277624798977542,6.1762312835693365,0.14716211594803172,0.46246666666666664,0.007813663246732164,0.998474074074074,0.0001223904566063701
cdib,0.001,0,136,3,-0.9408893331932299,0.01626329344052619,6.187133137512206,0.14676126835550937,0.46173333333333333,0.00620429958442798,0.9983925925925926,0.00017824013948915
cdib,0.001,0,137,3,-0.9417229502649018,0.014624948832667864,6.195058746846517,0.146104210425249,0.46226666666666666,0.007292004754066827,0.9981925925925926,0.0002247998652665567
cdib,0.001,0,138,3,-0.9410676312070905,0.018349160233033963,6.190931552378337,0.15917462062331972,0.4633333333333333,0.007311178655547501,0.9984000000000001,7.698003589195764e-05
cdib,0.001,0,139,3,-0.9422316186124627,0.017924515139768248,6.190687098439535,0.13485844545392595,0.4625333333333333,0.0062268236953789725,0.9984666666666667,2.2222222222229027e-05
cdib,0.001,0,140,3,-0.9427535706231088,0.0182290702818514,6.187545253753662,0.14705242880122119,0.4630666666666667,0.007046512139586038,0.998251851851852,0.00015126353967897344
cdib,0.001,0,141,3,-0.9430929752003063,0.017786375404452957,6.193592381540935,0.1458968888481172,0.463,0.0071358251099645255,0.9982074074074073,0.00014286890016294263
cdib,0.001,0,142,3,-0.9429771460388646,0.01974963694831267,6.202238824717203,0.13853464211627317,0.46259999999999996,0.006415605972938175,0.998162962962963,0.00010501812502783265
cdib,0.001,0,143,3,-0.9443967617468401,0.01776320672454707,6.1830670992533365,0.1498572666897721,0.46213333333333334,0.007637626158259734,0.9982814814814814,0.00011403558754332606
cdib,0.001,0,144,3,-0.9439673021778917,0.017801832043571247,6.187691301472981,0.14364456779630994,0.46199999999999997,0.006878953408767946,0.9981333333333332,0.00016777409856161258
cdib,0.001,0,145,3,-0.9448404710856351,0.019367338630925962,6.1874798388163255,0.14796195979110371,0.46320000000000006,0.007807688518377256,0.9982666666666667,0.00023412563895227047
cdib,0.001,0,146,3,-0.9443138399644333,0.016866881703874768,6.195767371114095,0.13937769620712162,0.46280000000000004,0.0069656299069071935,0.9981111111111112,0.0001602467233539695
cdib,0.001,0,147,3,-0.9464349502852469,0.016466669189109637,6.200158557128906,0.1335295524473488,0.46259999999999996,0.0057654141221598525,0.998274074074074,0.0003065807716529605
cdib,0.001,0,148,3,-0.9446689800638142,0.01714438436057112,6.194344266255697,0.1541372754490142,0.46246666666666664,0.00748954827298236,0.9983481481481481,0.00023968429166458007
cdib,0.001,0,149,3,-0.9452975477970008,0.01734180132968934,6.20113356068929,0.13611425059064766,0.4628666666666666,0.006450839738618007,0.9981481481481481,0.0001140355875432873
cdib,0.001,0,150,3,-0.9473818888519748,0.018373844433087018,6.200318360392252,0.14829655700746522,0.46246666666666664,0.0069407012133741505,0.9982814814814814,0.00017261007700340248
cdib,0.001,0,151,3,-0.9471565269932603,0.016971047169553968,6.19603660329183,0.16221242919219014,0.4627333333333334,0.006940701213374142,0.9983407407407406,0.0001697250257390663
cdib,0.001,0,152,3,-0.9474179757811806,0.018119793823085362,6.203573823038737,0.13484287153474034,0.46326666666666666,0.006325609325063736,0.9980444444444445,4.444444444448581e-05
cdib,0.001,0,153,3,-0.9464505198334203,0.017779703161941097,6.204738521067302,0.1364737420140851,0.46173333333333333,0.008050672849727112,0.9980518518518519,0.00016679007776587517
cdib,0.001,0,154,3,-0.9478548813270801,0.01669387012286975,6.202996477508545,0.13962230874726034,0.4624,0.005922837157984349,0.998274074074074,0.0003571722504071868
cdib,0.001,0,155,3,-0.9476584543690537,0.016778874571724292,6.2034366554260245,0.1475441929224454,0.46320000000000006,0.006823488843692792,0.9981333333333334,0.0002784436463586672
cdib,0.001,0,156,3,-0.9473524364615932,0.018098535010700127,6.216396382904054,0.12783135532357962,0.46246666666666664,0.0061329710037903475,0.9983333333333334,0.00018986674989596267
cdib,0.001,0,157,3,-0.9480931582190774,0.01749938126555917,6.200755905405681,0.1435417845730778,0.46280000000000004,0.007725283166331169,0.9982592592592593,0.0004451845689278433
cdib,0.001,0,158,3,-0.9482316401915117,0.017019836525068024,6.1965125455220535,0.15429207874410647,0.4632666666666667,0.007803418054502342,0.9983481481481481,0.0004183054193627547
cdib,0.001,0,159,3,-0.9489975294720043,0.01639950239988576,6.204493387603759,0.13966526822876293,0.46279999999999993,0.005702630971753319,0.9982444444444445,0.00045919951821709216
