model,enc_zx_nhid,beta,run,gamma,test_accuracy_toagg,test_loglike_toagg,train_accuracy_toagg,train_loglike_toagg
cdib,128,1000.0,4,-0.15000000000000002,0.1895,-2.184701992046833,0.1918,-2.186186607503891
cdib,128,1000.0,1,-0.55,0.2792,-2.0269782837331296,0.2745777777777777,-2.027433960024516
cdib,128,1000.0,1,-0.15000000000000002,0.2065,-2.166620102763176,0.2094,-2.1591032001733783
cdib,128,1000.0,0,-0.55,0.2303,-2.1086463143229484,0.22346666666666667,-2.1130131164100434
cdib,128,1000.0,0,-0.15000000000000002,0.1769,-2.19153522503376,0.1854,-2.1800044110774994
cdib,128,100.0,4,-0.55,0.3748,-1.7748341170206663,0.3719777777777778,-1.7674756752143304
cdib,128,100.0,4,-0.15000000000000002,0.2509,-2.117432633805275,0.2498,-2.120022984457016
cdib,128,100.0,1,-0.55,0.3532,-1.8539080504775047,0.3496444444444444,-1.8536737981246576
cdib,128,100.0,1,-0.15000000000000002,0.23800000000000002,-2.163693264079094,0.2372,-2.158055709171295
cdib,128,100.0,0,-0.55,0.3691,-1.7774409388080241,0.3707111111111111,-1.7722208254476388
cdib,128,100.0,0,-0.15000000000000002,0.2759,-2.1367219039440157,0.284,-2.1223264763355254
cdib,128,100.0,2,-0.55,0.368,-1.804030569455028,0.3665777777777778,-1.7979621556229062
cdib,128,100.0,2,-0.15000000000000002,0.2601,-2.1344657394289968,0.271,-2.124934121060372
cdib,128,100.0,3,-0.55,0.3598,-1.83904023848325,0.3496666666666667,-1.8365357437216572
cdib,128,100.0,3,-0.15000000000000002,0.221,-2.1389903529226784,0.225,-2.1355875913023947
cdib,128,0.0,1,-0.55,0.3822,-8.42891741062219,0.9992888888888888,-0.005037828217206177
cdib,128,0.0,1,-0.15000000000000002,0.4027,-2.062864159864835,0.8334,-0.5910630448497762
cdib,128,0.0,0,-0.55,0.3928,-8.423447363638129,0.9997333333333334,-0.003729034665311904
cdib,128,0.0,0,-0.15000000000000002,0.4132,-2.050542232400585,0.8278,-0.6004117469967674
cdib,128,0.0,4,-0.55,0.3879,-8.478481446857662,0.9996444444444444,-0.0035018391638468238
cdib,128,0.0,4,-0.15000000000000002,0.4053,-2.015528322740621,0.8420000000000001,-0.6165494466153174
cdib,128,0.0,2,-0.55,0.3857,-8.397576387418821,0.9995333333333334,-0.0033329679163239113
cdib,128,0.0,2,-0.15000000000000002,0.4123,-2.0857038970842936,0.845,-0.5780985048921251
cdib,128,0.0,3,-0.55,0.3887,-8.547005444265961,0.9997777777777778,-0.0036190149244076436
cdib,128,0.0,3,-0.15000000000000002,0.4015,-2.0761603242961852,0.835,-0.6131683165735907
cdib,128,0.0001,3,-0.15000000000000002,0.3944,-2.0734153135699187,0.843,-0.6056578727985943
cdib,128,0.0001,2,-0.15000000000000002,0.4072,-2.065990059170121,0.8444,-0.588456989126798
cdib,128,0.0001,0,-0.15000000000000002,0.4039,-2.0699726723740954,0.8440000000000001,-0.5906356619183414
cdib,128,0.0001,1,-0.15000000000000002,0.4039,-2.064006154245252,0.8436,-0.5863898140953446
cdib,128,0.0001,4,-0.15000000000000002,0.4003,-2.0489054822590917,0.8312,-0.6155487221675715
cdib,128,10.0,4,-0.55,0.5164,-1.4082696965682633,0.6655555555555556,-0.9628657550919774
cdib,128,10.0,4,-0.15000000000000002,0.4143,-1.8294637610912323,0.429,-1.8200775549292565
cdib,128,10.0,1,-0.55,0.5276,-1.3685192691058592,0.6678,-0.9591674332922208
cdib,128,10.0,1,-0.15000000000000002,0.4158,-1.858749250879884,0.4284,-1.8392182012796403
cdib,128,10.0,0,-0.55,0.5297,-1.4448611861292364,0.7355111111111111,-0.7666590777877579
cdib,128,10.0,0,-0.15000000000000002,0.4314,-1.7625120256453752,0.4608,-1.7298451463520528
cdib,128,10.0,2,-0.55,0.5185,-1.4101732949558274,0.6667333333333333,-0.9474259396041128
cdib,128,10.0,2,-0.15000000000000002,0.4076,-1.8256289996892212,0.4274,-1.8063093519210816
cdib,128,10.0,3,-0.55,0.524,-1.4412060290952178,0.7111333333333333,-0.8536137982643333
cdib,128,10.0,3,-0.15000000000000002,0.418,-1.8220276806697249,0.434,-1.80131914678216
cdib,128,1.0,4,-0.55,0.49,-2.32472769608004,0.9829333333333332,-0.08584509724746148
cdib,128,1.0,4,-0.15000000000000002,0.3949,-1.8637440719224512,0.4136,-1.853366740939021
cdib,128,1.0,0,-0.55,0.4625,-2.533306028136956,0.9479777777777778,-0.1750559897112179
cdib,128,1.0,0,-0.15000000000000002,0.3789,-1.811366109344736,0.4086,-1.7675606594219804
cdib,128,1.0,1,-0.55,0.5029,-2.488790877153823,0.9903555555555555,-0.04902741058953474
cdib,128,1.0,1,-0.15000000000000002,0.4174,-1.814391427268088,0.441,-1.7855092347085475
cdib,128,1.0,3,-0.55,0.4747,-2.275173646465253,0.9328222222222222,-0.2218685276071049
cdib,128,1.0,3,-0.15000000000000002,0.3866,-1.8316738682188092,0.4218,-1.781314496254921
cdib,128,1.0,2,-0.55,0.4967,-2.3747796838357567,0.9902444444444444,-0.05794543458148429
cdib,128,1.0,2,-0.15000000000000002,0.4082,-1.8350463656365872,0.4372,-1.8043853573709727
