model,beta,run,epochs,train_loss_toagg,valid_loss_toagg,valid_acc_toagg,train_acc_toagg
dib,0.1,1,35,-0.7047289206244729,5.4795207618713375,0.4564,0.9979555555555556
dib,0.1,1,36,-0.7141360455079512,5.487490219879151,0.4572,0.9982
dib,0.1,1,37,-0.7189775894598527,5.548273507690429,0.4564,0.9980888888888889
dib,0.1,1,38,-0.7291805824713273,5.5715872718811035,0.4572,0.9982666666666666
dib,0.1,1,39,-0.7354424876039678,5.609619741821289,0.4544,0.9979333333333333
dib,0.1,1,40,-0.7419068193955854,5.618839081573486,0.4548,0.9978
dib,0.1,1,41,-0.7496197480201722,5.66068983001709,0.4558,0.9982
dib,0.1,1,42,-0.7549572439800609,5.6745363571167,0.4558,0.9980888888888889
dib,0.1,1,43,-0.7621369300495494,5.727633352661133,0.4538,0.9981111111111111
dib,0.1,1,44,-0.7674991655002941,5.721502456665039,0.4546,0.9980666666666667
dib,0.1,1,45,-0.7745636527234858,5.760707378387451,0.4548,0.9980666666666667
dib,0.1,1,46,-0.7800508756204085,5.77765498123169,0.454,0.9982222222222222
dib,0.1,1,47,-0.7856286972219294,5.801344133758545,0.453,0.9977777777777778
dib,0.1,1,48,-0.7900799851070751,5.835841191101074,0.4526,0.9983111111111111
dib,0.1,1,49,-0.7940973290530118,5.836934877777099,0.4542,0.9981555555555556
dib,0.1,1,50,-0.7998865494467995,5.857066187286377,0.4536,0.9980444444444444
dib,0.1,1,51,-0.8034167778188532,5.879996249389649,0.4532,0.9978666666666667
dib,0.1,1,52,-0.8084353308330883,5.8652810546875,0.4546,0.9980888888888889
dib,0.1,1,53,-0.8131033948378129,5.90043297958374,0.4522,0.9978444444444444
dib,0.1,1,54,-0.8171986129153859,5.921659158325196,0.4522,0.9977777777777778
dib,0.1,1,55,-0.8205828659924593,5.920434172821045,0.4532,0.9984444444444445
dib,0.1,1,56,-0.8248834980531172,5.949161317443847,0.452,0.9982666666666666
dib,0.1,1,57,-0.8294966612815857,5.965190548706055,0.4512,0.9978
dib,0.1,1,58,-0.8314723714481701,5.988093580627441,0.4494,0.9980666666666667
dib,0.1,1,59,-0.8356190488641912,5.987528354644775,0.4522,0.9979555555555556
dib,0.1,1,60,-0.8397828840082342,6.018837092590332,0.4494,0.9980444444444444
dib,0.1,1,61,-0.8427468874237755,6.033478803253174,0.4494,0.9980444444444444
dib,0.1,1,62,-0.8457277395248413,6.020240824890137,0.4516,0.9981555555555556
dib,0.1,1,63,-0.8488250511602922,6.033522454071045,0.4504,0.9982666666666666
dib,0.1,1,64,-0.8536648728197271,6.050159600067139,0.45,0.9982222222222222
dib,0.1,1,65,-0.8573576947385615,6.053627141571045,0.4498,0.9981333333333333
dib,0.1,1,66,-0.8573618155132641,6.046404287719726,0.4492,0.9982
dib,0.1,1,67,-0.8599902932080355,6.059148229217529,0.4496,0.9978444444444444
dib,0.1,1,68,-0.8639712911345742,6.089460821533203,0.451,0.9981333333333333
dib,0.1,1,69,-0.8656761630144987,6.092233210754395,0.4504,0.9979555555555556
dib,0.1,1,70,-0.8684681732611222,6.10410382232666,0.4504,0.9980666666666667
dib,0.1,1,71,-0.871807224889235,6.116871321105957,0.4492,0.9979777777777777
dib,0.1,1,72,-0.8742956609032371,6.10694199142456,0.4492,0.9983333333333333
dib,0.1,1,73,-0.8771279461427168,6.133610389709473,0.4492,0.9980888888888889
dib,0.1,1,74,-0.8783310478730635,6.133347339630127,0.45,0.9979555555555556
dib,0.1,1,75,-0.8808731061415239,6.1506539138793945,0.4496,0.9981111111111111
dib,0.1,1,76,-0.8835865839698098,6.150080955505371,0.45,0.9983333333333333
dib,0.1,1,77,-0.8840792921413075,6.160130983734131,0.45,0.9985333333333334
dib,0.1,1,78,-0.8864454661629416,6.173857239532471,0.4466,0.9982444444444445
dib,0.1,1,79,-0.8895958378531716,6.156457441711426,0.4504,0.9979555555555556
dib,0.1,1,80,-0.8921216464476152,6.179959144592285,0.4486,0.9979333333333333
dib,0.1,1,81,-0.8919832550048828,6.190015644836426,0.4488,0.9982
dib,0.1,1,82,-0.8939796083883805,6.1826339553833005,0.4498,0.9978
dib,0.1,1,83,-0.8957941921407526,6.203723977661133,0.4492,0.9981777777777778
dib,0.1,1,84,-0.8971354719161987,6.203108589172364,0.4484,0.9981555555555556
dib,0.1,1,85,-0.8991166531996293,6.179614939117432,0.4508,0.9983555555555556
dib,0.1,1,86,-0.9013079704111273,6.215830235290527,0.448,0.9981333333333333
dib,0.1,1,87,-0.9054358741240068,6.227255155181885,0.4492,0.9980888888888889
dib,0.1,1,88,-0.9044648895783858,6.23227343826294,0.4496,0.9984222222222222
dib,0.1,1,89,-0.9060425923954357,6.237851136779785,0.4476,0.9982444444444445
dib,0.1,1,90,-0.907683435604789,6.234179640197754,0.4488,0.9981777777777778
dib,0.1,1,91,-0.9079223384423689,6.237508044433594,0.449,0.998
dib,0.1,1,92,-0.9106140110189265,6.235482884216308,0.4502,0.9980222222222223
dib,0.1,1,93,-0.9133205346020785,6.247530239105225,0.4488,0.9982444444444445
dib,0.1,1,94,-0.9129417006926103,6.243457457733154,0.4492,0.9984666666666666
dib,0.1,1,95,-0.9136661814776333,6.240943356323243,0.4498,0.9982666666666666
dib,0.1,1,96,-0.9152891713402488,6.243075318908692,0.4498,0.9981111111111111
dib,0.1,1,97,-0.9181234528454867,6.268489567565918,0.4488,0.9983333333333333
dib,0.1,1,98,-0.9179774772644043,6.248570874023438,0.4478,0.9979333333333333
dib,0.1,1,99,-0.9196217144359242,6.275610150146484,0.4494,0.9981555555555556
dib,0.1,1,100,-0.9200319227392023,6.270953542327881,0.4488,0.9982666666666666
dib,0.1,1,101,-0.9220813967964866,6.26551237487793,0.4494,0.9984666666666666
dib,0.1,1,102,-0.9227685697902333,6.288273209381104,0.4502,0.9982222222222222
dib,0.1,1,103,-0.9250432360042226,6.309262978363037,0.4492,0.9982666666666666
dib,0.1,1,104,-0.9266324957414107,6.294401594543457,0.4494,0.9980888888888889
dib,0.1,1,105,-0.925894196172194,6.311863162994385,0.4478,0.9981777777777778
dib,0.1,1,106,-0.9284101350784302,6.277573616790772,0.4504,0.9982
dib,0.1,1,107,-0.9278044682589445,6.306290776824951,0.4476,0.9984888888888889
dib,0.1,1,108,-0.9294350877761841,6.317239345550537,0.4494,0.9983333333333333
dib,0.1,1,109,-0.9305069725903597,6.3217048095703126,0.447,0.9978
dib,0.1,1,110,-0.9300264006484639,6.306898824310303,0.4468,0.9985111111111111
dib,0.1,1,111,-0.9305600355841896,6.30429137878418,0.4468,0.9980888888888889
dib,0.1,1,112,-0.9331147221738642,6.297985935211182,0.4484,0.9982222222222222
dib,0.1,1,113,-0.9347054067004811,6.29455498046875,0.4492,0.9979555555555556
dib,0.1,1,114,-0.9342751922173933,6.325456450653077,0.4476,0.9981111111111111
dib,0.1,1,115,-0.9355433399113742,6.314388465118408,0.4488,0.9986222222222222
dib,0.1,1,116,-0.9375842638362538,6.329450991821289,0.4476,0.9984222222222222
dib,0.1,1,117,-0.9355516790476712,6.318861558532715,0.449,0.9984
dib,0.1,1,118,-0.9375378288962625,6.338840455627442,0.4468,0.9982666666666666
dib,0.1,1,119,-0.9387757859836925,6.324578100585938,0.4472,0.9982
dib,0.1,1,120,-0.9381117255991156,6.344014617919922,0.4466,0.9980888888888889
dib,0.1,1,121,-0.9369236831665039,6.34540074005127,0.4498,0.9979777777777777
dib,0.1,1,122,-0.9383878714127974,6.31838330078125,0.4484,0.9983333333333333
dib,0.1,1,123,-0.9397323778325861,6.350853678131103,0.4478,0.9982222222222222
dib,0.1,1,124,-0.9399262950550427,6.327446704864502,0.448,0.9976666666666667
dib,0.1,1,125,-0.9413926814165983,6.335318460083008,0.447,0.9983555555555556
dib,0.1,1,126,-0.9409818718650125,6.33196844329834,0.4482,0.9981777777777778
dib,0.1,1,127,-0.9411330050208352,6.3402713150024415,0.447,0.9975333333333334
