model,enc_zx_nhid,beta,test_I_xz_mean,test_I_xz_std,train_I_xz_mean,train_I_xz_std,train_DIQ_yz_mean,train_DIQ_yz_std,test_DIQ_yz_mean,test_DIQ_yz_std,train_d_DIQ_xz_mean,train_d_DIQ_xz_std,train_H_zCx_mean,train_H_zCx_std,test_H_zCx_mean,test_H_zCx_std,train_H_Q_yCz_mean,train_H_Q_yCz_std,test_H_Q_yCz_mean,test_H_Q_yCz_std,train_acc_mean,train_acc_std,test_acc_mean,test_acc_std,train_loglike_mean,train_loglike_std,test_loglike_mean,test_loglike_std,train_d_H_Q_xCz_mean,train_d_H_Q_xCz_std,train_h_delta_acc_mean,train_h_delta_acc_std,train_z_norm_mean,train_z_norm_std,test_z_norm_mean,test_z_norm_std,train_z_mean_norm_mean,train_z_mean_norm_std,test_z_mean_norm_mean,test_z_mean_norm_std,train_z_std_mean,train_z_std_std,test_z_std_mean,test_z_std_std,run_count
cdibL,8192,0.0001,,,,,3.321056658571417,0.0005461975743927555,-1.2579259300231933,0.05857505865539138,11.817066487399014,0.032280091184522144,,,,,0.000871363883859224,0.0005461883909880012,4.579853954315185,0.05857505865539112,0.9999822222222221,1.859244503408852e-05,0.52604,0.0025735189915755243,-0.0006041210367983437,0.00037868147275436936,-3.172615971647429,0.03978275563616488,0.42082314545458016,0.03228017803143939,0.8620748976017707,0.00034029791404307667,1.0017973238771614,0.004285092816297839,0.9840425181388855,0.004955977490870974,0.5442784081805836,0.026173786816019527,0.5403787636756896,0.026452699123272676,0.006255824711512437,0.00010301713257152274,0.006251372843980789,0.00010249024480360263,5
cdibL,8192,0.001,,,,,3.320151285691695,0.0012233367491059808,-1.0697656631469727,0.1044253239246542,11.871544153040107,0.025059715014503575,,,,,0.0017767440024975011,0.0012233417734133104,4.3916936874389645,0.10442532392465426,0.999991111111111,1.2171612389083429e-05,0.53178,0.005699736836030236,-0.001230648846356843,0.0008471244767504999,-3.0431626433541386,0.07247968954887367,0.36634545610709623,0.025056620749199517,0.8622365572018186,0.00035654100116361997,1.0011609077453614,0.0038933087222754654,0.9877869391441345,0.005611080607290197,0.7248697253790768,0.037866355620519675,0.7212747502326965,0.03766849518065698,0.006797480244528163,0.0003145900595583124,0.006789624281227588,0.0003104342261373068,5
cdibL,8192,0.01,,,,,1.7588680321520027,0.7739446799453817,1.0060487747192384,0.2830143854876145,1.3057349064133386,2.0669960693681215,,,,,1.5630599953911521,0.7739446743697062,2.315879249572754,0.2830143854876145,0.6317955555555556,0.19767505597086962,0.46678,0.06893001523284326,-1.083425565286861,0.5364643687190166,-1.6051943775063449,0.19639697605550974,10.93215470314026,2.0670025688948677,0.314808452560241,0.23732572535371482,1.0032964782281355,0.01462728375681924,1.0102181839942932,0.030288230439971094,12.255966897444292,12.802464695771278,12.397385635375976,13.11232692451756,1.9110972073945132,3.369212308692314,1.946681333780289,3.443889197580809,5
cdibL,8192,0.1,,,,,0.46839041709899903,0.05594088571712096,0.4717852687835693,0.05196501891790033,0.0,0.0,,,,,2.853537607192993,0.05594088571712094,2.850142755508423,0.051965018917900466,0.2926355555555556,0.017195596622678642,0.29753999999999997,0.01697963486062054,-1.9779207221447757,0.038782310403489055,-1.9757322321778539,0.03606006367563402,12.237889619307085,7.4675583314395525e-06,0.007280845683871851,0.005622784711199198,0.9905181391672654,0.03142204555024619,0.9976197266578672,0.04840808488144587,75.79423457058992,32.29723000286446,75.58866775512695,30.747857447247462,24.452040975744076,12.290019645619612,24.380365333557126,11.739018454964961,5
cdibL,8192,1.0,,,,,0.3239730791612105,0.11806025865863336,0.32890343666076655,0.11502706573532015,0.0,0.0,,,,,2.9979549451307816,0.11806025865863332,2.9930245876312256,0.11502706573532015,0.24735999999999997,0.03258115944249504,0.24954,0.033793978753618226,-2.078022268514103,0.08182629693353728,-2.074712051463723,0.079697269145278,12.237889619307085,7.4675583314395525e-06,0.001202885048717598,0.002407918534027358,1.0047729069536384,0.02490409605244933,1.005247964859009,0.0544833186708084,98.41712695035068,35.08859536672725,97.85671401977538,32.6288717607736,25.609319036657155,11.783425024013637,25.559264373779296,11.519325215551007,5
cdibL,8192,10.0,,,,,0.2802309404719959,0.06666753813186378,0.2833897876739502,0.06427516702935653,0.0,0.0,,,,,3.0416970838199964,0.06666753813186324,3.0385382366180425,0.06427516702935655,0.2344666666666666,0.01909633149437899,0.23836000000000004,0.019884994342468383,-2.1083403330181705,0.04620920233117041,-2.106257896248102,0.044584736292070534,12.237889619307085,7.4675583310398665e-06,-0.00017393793925702807,0.0013024664264504522,1.0028359440239993,0.03288863722985607,0.9980926084518433,0.04457289389094949,90.95681811246006,20.20651269991628,90.82029510498049,19.215654157685265,24.555841749364678,9.408281990660027,24.49730236053467,9.38521001181689,5
cdibL,8192,100.0,,,,,0.36385463151064784,0.15854237780226346,0.3665743446350097,0.1569359737484179,0.0,0.0,,,,,2.9580733927813445,0.15854237780226366,2.9553536796569824,0.15693597374841803,0.26212444444444444,0.043972529584101624,0.26494,0.04450216848649064,-2.0503784685226947,0.10988346487494217,-2.0485959310251474,0.10872631003719085,12.237889619307085,7.4675583310398665e-06,-0.0005903051124954359,0.007642990793113908,1.0020938602360814,0.015177418822971899,0.9946028065681457,0.04153606877090209,75.34173122752796,47.56178480015742,74.17199684143067,45.966465838594836,21.570876676386057,13.262807212739029,21.206468620300292,12.654123952455949,5
cdibL,8192,1000.0,,,,,0.3834471030668779,0.09903837632459363,0.38697439193725586,0.09804240417867885,0.0,0.0,,,,,2.9384809212251146,0.09903837632459386,2.9349536323547367,0.0980424041786788,0.2680755555555556,0.028050569854029747,0.27143999999999996,0.028176018171487623,-2.0368007084619335,0.06864292921574834,-2.0344044093173745,0.06798075176797398,12.237889619307085,7.4675583309779975e-06,0.0014240645108844474,0.00851381223079255,0.9949272616343064,0.026791475743020498,0.9856947135925292,0.05699245071249224,79.40713265158914,47.03912516117859,78.36587028503418,45.55032273429196,25.582219409942628,16.834341705599297,25.22232856750488,16.277376804743017,5
cdibS,2,0.0,,,,,3.321926437724721,1.0499962866966452e-06,-1.9217868804931642,0.15296306672318802,0.3066601731560447,0.007560146331091906,,,,,1.571328709815134e-06,1.0432477088945937e-06,5.243714904785156,0.1529630667231887,1.0,0.0,0.53746,0.003181666230137919,-1.0824789522434092e-06,7.225430439436475e-07,-3.633424878971291,0.10701440442974663,11.931229522011495,0.007555567172212563,0.023599774631195235,0.001922717556928211,1.001255160028284,0.0031764889868701484,0.9764321303367615,0.0032444354154358627,0.5183882003480738,0.005773782407730225,0.5131702041625976,0.005769678806655592,0.006099144026467746,6.68386101551851e-05,0.0060969053208827974,6.62344233999513e-05,5
cdibS,2,0.0001,,,,,3.321924790469083,1.901792628757121e-06,-1.7722290992736816,0.11937687690316573,0.0867927833036943,0.038115235642205425,,,,,3.2159468188100703e-06,1.9078058552516665e-06,5.094157123565674,0.11937687690316465,1.0,0.0,0.53736,0.004459596394293964,-2.2221296244784594e-06,1.321777499979959e-06,-3.5291843063785167,0.08238443460181848,12.151096846840598,0.03810886148591768,0.007937944070315353,0.002180032619920092,1.0008237080140545,0.0035565176515542185,0.9770608878135679,0.0038474363211489786,0.5174038128419356,0.005245932662170117,0.5124657011032104,0.005158747683570109,0.0061607071071524515,9.583373422063888e-05,0.006157986819744112,9.621383954368627e-05,5
cdibS,2,0.001,,,,,3.3219217798926612,2.352003754443153e-06,-1.860591735839844,0.15570603924460094,0.054257655143737794,0.010683980918596821,,,,,6.239004270272826e-06,2.351528114848952e-06,5.182519760131836,0.15570603924460083,1.0,0.0,0.53364,0.004430914126904308,-4.317579349936377e-06,1.6297567848089916e-06,-3.5904017063715763,0.106728716710663,12.183631975000555,0.010681199360345586,0.005952217962760131,0.001265383604262664,1.0011057279326698,0.0033120553672757276,0.9797960782051087,0.0034171970723990957,0.5273539516058835,0.00790118525771346,0.5227623844146729,0.007941212798516693,0.006147143075411971,7.075601844554298e-05,0.006144348829984665,7.11898340925573e-05,5
cdibS,2,0.01,,,,,3.3218940821560943,4.825162719297181e-06,-1.5904745483398437,0.14013489081731734,0.044950335676019845,0.001317587765276737,,,,,3.3950945395521225e-05,4.820158311961971e-06,4.912402572631835,0.14013489081731692,1.0,0.0,0.5346399999999999,0.004212244057506671,-2.3525473948947423e-05,3.341902893475697e-06,-3.403554473088024,0.0963197948260039,12.192939359491522,0.0013169303069446726,0.004827317080823293,0.0005714052184469751,1.001258035139604,0.0034579085111111005,0.9821789884567261,0.0044277732575150495,0.5514922461726448,0.00761955568587848,0.5473776841163636,0.007305804285272046,0.006248402595520021,0.00014614187263332177,0.006244866400957108,0.00014757510506335192,5
cdibS,2,0.1,,,,,3.3217334920709787,2.1830223097469155e-05,-1.4551508140563965,0.06257948313015746,0.04508358998732133,0.0031000248190669252,,,,,0.00019453412916680627,2.1831515172732648e-05,4.777078838348389,0.06257948313015838,1.0,0.0,0.5341400000000001,0.00375473034983869,-0.00013482672927032542,1.514527233589586e-05,-3.3099851160693206,0.04465086630986059,12.19280602715232,0.003098510942154024,0.004040915080777656,0.0010832654910793544,1.001102554256266,0.005021443307015863,0.9855816721916199,0.005477881268688202,0.6171530528502032,0.008652494671650397,0.6136332559585571,0.00876006860834688,0.006380850673568519,8.715644636002197e-05,0.0063767340034246445,8.683892266750601e-05,5
cdibS,2,1.0,,,,,3.3199838768352157,0.00015688455789062927,-1.1461233520507812,0.07449738460968879,0.03528066331690008,0.005634792023793395,,,,,0.0019441524774513462,0.00015688876007452764,4.468051376342773,0.07449738460968922,1.0,0.0,0.52634,0.001929507709235698,-0.0013475014560462716,0.0001087235279235457,-3.096155656111794,0.05145916060209523,12.202608958157626,0.005637209747258386,0.004774736374475173,0.0008520238818464077,1.0011378315362063,0.00897006779879182,0.9991531491279602,0.010477317920348122,0.9990688822486185,0.030084498966116223,0.9999517679214476,0.030526328427087492,0.007425484192472967,0.0002619914205024732,0.007453270833939314,0.0002787997764302111,5
cdibS,2,10.0,,,,,3.2898983912034465,0.0026931419470196216,-0.09513301849365234,0.05034766763625008,0.013000011444091797,0.0021673689768004936,,,,,0.032029623639854524,0.0026931401877873327,3.4170610427856447,0.05034766763624999,0.999928888888889,4.817662975256197e-05,0.51356,0.002470425064639684,-0.02220041941497604,0.0018659205423180822,-2.3676191280280063,0.034907604796659136,12.224889642542058,0.002167123943499222,0.004151108161338535,0.0011521611025970206,0.9998540737412194,0.02678280858879463,1.008885271549225,0.03489029616018961,2.698456346988678,0.48910646594101503,2.7355970716476437,0.5215528168585162,0.012122860076752577,0.001539836043800624,0.012258068360388277,0.001697216351956374,5
cdibS,2,100.0,,,,,1.9409877430308946,0.1359524777523408,1.311257963180542,0.01764782904339713,0.0035501133311878546,0.0004232538412146152,,,,,1.38094027150761,0.13595248773121515,2.0106700611114503,0.0176478290433974,0.679711111111111,0.0378964573737636,0.5114799999999999,0.007014057313709401,-0.9571830515916538,0.09421886177295312,-1.3935115223380075,0.012118616118482554,12.23433952331543,0.00042177345453418374,0.0035828594919450527,0.0009921956802451486,1.003297875144265,0.03451675345952969,1.018840661048889,0.04465697649951453,6.705339002609253,1.1338301997933014,6.785106925964355,1.0204294858901433,0.01850693558596752,0.010213343099684306,0.01873898111283779,0.01063073515308999,5
cdibS,2,1000.0,,,,,0.9346666877919978,0.016497881531654695,0.918876781463623,0.015327482460218441,0.0017167026346380063,0.0004066866979059583,,,,,2.3872613364999946,0.01649788153165488,2.4030512428283695,0.015327482460218651,0.41613777777777783,0.005996509272634364,0.41188,0.0031123945765278503,-1.654727338885963,0.011433360847407066,-1.6654202176757156,0.010625431232746929,12.23617293617942,0.0004085851577616274,0.0024158022359323655,0.0008677907745837695,1.003017499771985,0.04040658079317831,1.0288365173339844,0.04134498117138116,9.604064789685335,1.6208492355324988,9.846513900756836,1.6581126849620447,0.026221137476915662,0.015571212478510465,0.0266174353659153,0.016017591595591157,5
vib,128,0.0,7416.5087695312495,45.35119264391852,7422.748903586648,45.5021284136854,3.321927250515331,4.4640879494533314e-07,-2.057306747436523,0.14634294395237324,,,-5753.7451970880675,37.046181761684366,-5752.589550781249,36.83858332521556,7.740045315462009e-07,4.534597954086382e-07,5.379234771728515,0.14634294395237366,1.0,0.0,0.53244,0.005834637949350398,-5.29776477635456e-07,3.1404318451978085e-07,-3.7262278755500313,0.10127150444999691,,,,,1.000499121709303,0.003963561124093124,0.9778640651702881,0.004720380742704123,0.5049535355784676,0.007882657490290065,0.5001809644699097,0.00805738528991255,0.006187775273892013,0.0001176128250880202,0.006185931600630283,0.00011809766412841734,5
vib,128,0.0001,2632.0169628906247,39.23659613274905,2627.7184992009943,37.08591588128887,3.3218987681648953,2.0656128092616603e-06,-1.1153541183471678,0.042142603751044685,,,-946.7319347034802,43.603287904353195,-956.5115014648438,45.501312685717444,2.9248670497591688e-05,2.054372201625375e-06,4.437282142639161,0.042142603751044366,1.0,0.0,0.53544,0.0023340951137432253,-2.0266502609082756e-05,1.4253125487319315e-06,-3.074634612364103,0.029926831313543477,,,,,1.002755897695368,0.004873665757529484,0.9844913411140442,0.005530973211672283,0.47598820301619443,0.0052014867278696,0.47087260007858267,0.005015825441470446,0.17762276747009972,0.0059021686431457035,0.17639760494232182,0.005916798001493838,5
vib,128,0.001,2005.4181005859377,36.409380266664606,2000.6474098899148,35.26132600730411,3.3217234784906564,8.27918231339746e-06,-0.5575056076049805,0.02982264352946073,,,-234.2601328069514,41.36198471722576,-245.43356445312503,42.528969529018404,0.00020454299215502534,8.268542595944234e-06,3.8794336318969735,0.029822643529460787,1.0,0.0,0.53642,0.003183080269173244,-0.00014178321395454883,5.7317518568766145e-06,-2.6873841133560528,0.02076633088661277,,,,,1.0036225058815695,0.00657552443343041,0.9870470356941222,0.005647303470556233,0.48491767699068244,0.003371192092568162,0.4792250871658325,0.00313190052569288,0.29425530921329146,0.008321847985645841,0.29230136990547184,0.008405296105800595,5
vib,128,0.01,1187.3012304687497,11.124121375141035,1177.6887362393466,10.353661627627888,3.3211478211662984,1.22386415320378e-05,-0.09828416824340819,0.039425686801247736,,,879.4295093883165,16.6073521043741,866.61607421875,17.770801901531577,0.0007802007291254333,1.2242702895068708e-05,3.4202121925354,0.039425686801247646,1.0,0.0,0.53918,0.0038544779153602666,-0.0005408286223863889,8.490819015742426e-06,-2.3703028515130127,0.027217922554646674,,,,,1.0047226093032144,0.008387188400766963,0.9987175536155701,0.007778255543495961,0.4753431368957866,0.001757938541327185,0.46645259380340576,0.0017483564315566675,0.5948554803024638,0.005856971057408968,0.593425748348236,0.006114294003000784,5
vib,128,0.1,552.563095703125,6.199453362172385,468.9816508900035,8.856735692978978,3.3199007186022675,2.9041525020146687e-05,0.16195852279663087,0.029375116864253564,,,1676.876377175071,7.291971745166798,1664.909697265625,9.873135575849982,0.0020273091133937915,2.9038533464056036e-05,3.1599695014953615,0.0293751168642537,1.0,0.0,0.5309000000000001,0.0038890872965259846,-0.001405204077474752,2.0127604466432812e-05,-2.189833942762202,0.01986389803921406,,,,,1.002057633074847,0.006925865129732928,1.0927657651901244,0.004176447627909684,0.34355699582533406,0.002033101629708537,0.32972982287406916,0.001966058788807108,0.8483998585831035,0.002134761988762101,0.8699987483024596,0.0041597396850057596,5
vib,128,1.0,134.64734497070313,0.7184666063673542,61.14227634776722,0.6336775829145566,3.31565543088046,0.0001674832671882271,0.43498982429504396,0.0337213996235246,,,2045.6541204279122,3.5496071883096336,2051.2772119140623,5.757299301009475,0.0062725883654572755,0.00016748092380311223,2.886938199996948,0.03372139962352471,1.0,0.0,0.51324,0.004250647009573969,-0.004347768383012296,0.00011612942228760765,-2.000459385903784,0.022742160567134382,,,,,0.9987863513556394,0.0042249066730588635,1.1042817211151124,0.007865786101098544,0.19696731025522404,0.0007631431495823935,0.17799122512340546,0.0009915519943206113,0.9711705776778133,0.0023720595849946137,1.001159405708313,0.0038576545318053383,5
vib,128,10.0,141.48783630371094,4.9342124401034475,21.42366176952016,0.1504814277093488,3.2885937864130197,0.0005033152902266053,0.4618272304534913,0.034540096048469096,,,2077.614273348722,2.2062656769758657,2087.37451171875,2.6466986976914297,0.03333422975106672,0.0005033208636982118,2.8601007938385012,0.03454009604846891,1.0,0.0,0.46744,0.0035075632567353556,-0.023105408217691144,0.000348440197165703,-1.9819391705895228,0.024522373255504826,,,,,1.0008889615535737,0.002149169740264422,1.1762081050872801,0.007844903854005832,0.12861551764336498,0.00043910319268290006,0.11099699437618256,0.0006355484927894301,0.9881871564821765,0.001471422069311864,1.0341642808914187,0.0023948468682684887,5
vib,128,100.0,162.9414111328125,3.6979421324582322,6.324784790385853,0.12504351731685762,1.872993620959195,0.04092097527909121,0.8513182258605957,0.02764339461449386,,,2090.030537553267,0.3613476778749536,2103.49322265625,2.7696756910957685,1.4489344033327969,0.04092097527909126,2.470609798431396,0.027643394614493878,0.7603022222222222,0.008681036520008891,0.39264,0.009886758821777744,-1.0043225370509923,0.028367133159346972,-1.7126976423220897,0.019013192400247115,,,,,1.0008837195959959,0.0008453163759247315,1.2313382387161256,0.007676798108384485,0.06998727429996837,0.0009457817876229826,0.06382522732019424,0.0007281199924033853,0.9959598297422583,0.00024475793090922505,1.0542798471450803,0.0026936881531484788,5
vib,128,1000.0,156.18257873535154,3.873880049344145,0.10490547594698993,0.006909281415100588,-0.0057910702445290296,0.0012345413770724525,-0.003104982376098633,0.0016615274128262878,,,2096.0632568359374,0.3316691392500212,2108.5761523437495,2.459017052976445,3.3277190945365214,0.0012345413770724898,3.325033006668091,0.001661527412826325,0.10048000000000001,0.001591148354623077,0.1056,0.0017916472867168928,-2.306600398001671,0.0008559561007064147,-2.3046998455834387,0.0011518986276452528,,,,,1.0004742113026706,0.0003437245390449133,1.228856782913208,0.00712488816687961,0.005374077961526134,0.00012184456847326933,0.005832026284188031,0.00013937232272085006,0.9999137033115734,0.00022274239644505184,1.0571406364440918,0.0023450249845747514,5
