experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,clf_nhid,clf_nlay,clf_kpru,gamma,epochs,run_count,train_loss_mean,train_loss_std,valid_loss_mean,valid_loss_std,train_acc_mean,train_acc_std,valid_acc_mean,valid_acc_std
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,17,5,-4.282964594650268,0.894866594780441,8.784502029418945,0.34767739108663986,0.9996,0.0008944271909999219,0.5186666666666667,0.025324559884296795
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,18,5,-4.342806218338012,0.9847380846416879,8.77443733215332,0.3474955144860498,0.9996,0.0008944271909999374,0.5186666666666667,0.025324559884296795
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,19,5,-4.407894972229004,1.009252825254341,8.788652992248535,0.3464938361858643,0.9996,0.000894427190999926,0.5173333333333333,0.024440403706431166
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,20,5,-4.48070421295166,1.0295402112118328,8.800988960266114,0.3345347392037781,0.9992000000000001,0.001788854381999827,0.518,0.02553429066960743
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,21,5,-4.505139734649658,1.0128513940305495,8.811467361450195,0.33472274355959597,1.0,0.0,0.5173333333333333,0.024440403706431166
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,22,5,-4.560781588459014,0.9987160537634227,8.813434410095216,0.33526452843090787,1.0,0.0,0.5173333333333333,0.024440403706431166
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,23,5,-4.598507469558716,1.0668670715429893,8.851173210144044,0.34168287193359825,1.0,0.0,0.5173333333333333,0.024440403706431166
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,24,5,-4.749710840371252,1.1479597869193978,8.834746360778809,0.3524210811498979,1.0,0.0,0.5173333333333333,0.024440403706431166
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,25,5,-4.774966598854066,1.115418311146218,8.82873077392578,0.3383193060219902,0.9996,0.000894427190999929,0.518,0.024248711305964305
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,26,5,-4.770490074920653,1.1268417938903428,8.844301223754883,0.33914545422410386,1.0,0.0,0.518,0.024248711305964305
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,27,5,-4.849261995124817,1.1257716465563978,8.837413787841797,0.34816071761992723,0.9992000000000001,0.0017888543819998273,0.518,0.024248711305964305
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,28,5,-4.927080336761474,1.131181270070002,8.857254028320312,0.36407456463332755,0.9992000000000001,0.0017888543819998427,0.5186666666666667,0.025324559884296795
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,29,5,-4.976719810447693,1.044048466237124,8.861363983154297,0.3454000934050603,1.0,0.0,0.5186666666666667,0.025324559884296795
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,30,5,-5.038768921279907,1.0657223369452649,8.873387336730957,0.3386876310676531,1.0,0.0,0.5186666666666667,0.025324559884296795
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,31,5,-5.065106954193115,1.0793235610257288,8.878488540649414,0.34156611302575995,1.0,0.0,0.5186666666666667,0.025324559884296795
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,32,5,-5.072777525234223,1.108177969731154,8.87318172454834,0.3354518290611944,0.9996,0.0008944271909999219,0.518,0.02553429066960743
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,33,5,-5.167580949020386,1.1178057129793075,8.880259323120118,0.3464146594722377,1.0,0.0,0.518,0.02553429066960743
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,34,5,-5.170966837559641,1.1117402657904287,8.864740562438964,0.3441290072180438,1.0,0.0,0.5173333333333333,0.024440403706431166
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,35,5,-5.214129362106324,1.1262704970385375,8.877618217468262,0.3417968869732158,1.0,0.0,0.518,0.02553429066960743
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,36,5,-5.246743621869385,1.1768164704491142,8.879793930053712,0.3392004147956424,1.0,0.0,0.518,0.024248711305964305
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,37,5,-5.253376190185547,1.1800209335476994,8.885776901245118,0.34294540607441154,1.0,0.0,0.518,0.024248711305964305
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,38,5,-5.220844621086121,1.1700610699331724,8.889990234375,0.3392339266391502,0.9987999999999999,0.0026832815729997644,0.5186666666666667,0.025324559884296795
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,39,5,-5.397966058063508,1.2039396059664598,8.887307167053223,0.34394494588430286,1.0,0.0,0.5186666666666667,0.025324559884296795
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,40,5,-5.41198850736618,1.2482508711080653,8.891509628295898,0.34284321042293886,1.0,0.0,0.518,0.02553429066960743
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,41,5,-5.479644029998779,1.2956528633963305,8.890432357788086,0.3463510229125068,1.0,0.0,0.5173333333333333,0.024440403706431166
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,42,5,-5.545305821990967,1.2600695707311294,8.896811294555665,0.3469936959411672,1.0,0.0,0.5173333333333333,0.024440403706431166
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,43,5,-5.551965813064575,1.2789652709233037,8.894295692443848,0.3410735497766033,0.9996,0.0008944271909999219,0.518,0.02553429066960743
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,44,5,-5.498982902908326,1.2702347311038946,8.900089836120605,0.3449004032474878,1.0,0.0,0.5173333333333333,0.024440403706431166
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,45,5,-5.552430047346652,1.3202057951006612,8.89405632019043,0.33981812885731383,1.0,0.0,0.518,0.02553429066960743
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,46,5,-5.536197262868881,1.2672199139535643,8.896711349487305,0.3397063013370625,0.9996,0.000894427190999926,0.518,0.02553429066960743
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,47,5,-5.608253067207337,1.2767707021249028,8.897016334533692,0.3397833101398001,0.9996,0.000894427190999929,0.518,0.02553429066960743
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,48,5,-5.719742588319816,1.3336244874515406,8.898515701293945,0.3409377568181929,1.0,0.0,0.5186666666666667,0.025324559884296795
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,49,5,-5.673775679016114,1.3164766386649132,8.898041725158691,0.3448609761286906,1.0,0.0,0.5186666666666667,0.025324559884296795
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,50,5,-5.732192282867432,1.2960363549314051,8.900206184387207,0.33721239697722705,1.0,0.0,0.518,0.02553429066960743
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,51,5,-5.720526843643188,1.318610103082233,8.90052375793457,0.3404394716862796,0.9996,0.0008944271909999374,0.5186666666666667,0.025324559884296795
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,52,5,-5.65961708908081,1.2336227509822857,8.900228881835938,0.3417690153518467,0.9968,0.005019960159204463,0.5173333333333333,0.024440403706431166
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,53,5,-5.763787578201294,1.2349078732457703,8.901555061340332,0.34075259206357095,1.0,0.0,0.5186666666666667,0.025324559884296795
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,54,5,-5.765002237319946,1.273551246174401,8.906172943115234,0.3426024638852681,1.0,0.0,0.518,0.02553429066960743
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,55,5,-5.763859819412231,1.1896546098277807,8.90447826385498,0.3442834270962603,1.0,0.0,0.518,0.02553429066960743
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,56,5,-5.765983881378173,1.215553447159944,8.909985733032226,0.3436909306623734,0.998,0.0028284271247462018,0.518,0.02553429066960743
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,57,5,-5.608148755955696,1.1092441506760193,8.899956512451173,0.34664314596551726,1.0,0.0,0.518,0.02553429066960743
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,58,5,-5.536942873001098,0.9826773183117367,8.895592880249023,0.33948568161650805,1.0,0.0,0.518,0.02553429066960743
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,59,5,-5.581353249359131,0.9372428497203087,8.898999977111817,0.3420602859506438,1.0,0.0,0.518,0.02553429066960743
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,60,5,-5.620951898670197,0.9116191043887736,8.887508201599122,0.34325044842410385,0.9984,0.0035777087639996697,0.518,0.02553429066960743
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,61,5,-5.639132822799683,0.9284883788791237,8.902399253845214,0.33969604003620313,0.9996,0.000894427190999926,0.518,0.02553429066960743
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,62,5,-5.68540641708374,0.9291915069452616,8.903510665893554,0.3370101116662695,1.0,0.0,0.518,0.02553429066960743
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,63,5,-5.723042073440552,0.9955085715911471,8.903004455566407,0.3453129479981848,0.9996,0.0008944271909999374,0.518,0.02553429066960743
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,64,5,-5.691048331980779,0.9455958274874378,8.903960227966309,0.35005772222854425,1.0,0.0,0.5173333333333333,0.024440403706431166
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,65,5,-5.716937284851076,1.0650132508899888,8.908164596557617,0.3531215074003994,0.9996,0.0008944271909999374,0.518,0.02553429066960743
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,66,5,-5.738954610147479,1.0085367709435067,8.904473304748535,0.34991024744538,0.9996,0.000894427190999929,0.518,0.02553429066960743
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,67,5,-5.770243098831177,1.1027648319824557,8.908063316345215,0.3435129911260532,1.0,0.0,0.518,0.02553429066960743
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,68,5,-5.769298172950745,1.0547443949447923,8.901331329345703,0.345405216396746,1.0,0.0,0.518,0.02553429066960743
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,69,5,-5.865315508651733,1.0269811461907985,8.909359550476074,0.3457429615771856,1.0,0.0,0.518,0.02553429066960743
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,70,5,-5.860184556579591,0.9877470387880058,8.90838680267334,0.34608566590204826,1.0,0.0,0.518,0.02553429066960743
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,71,5,-5.844844054794312,1.0300867763265311,8.902225303649903,0.34101830110912645,1.0,0.0,0.518,0.02553429066960743
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,72,5,-5.81892036972046,1.0810747192558983,8.903447341918945,0.34648124745434977,0.9992000000000001,0.0010954451150103324,0.5186666666666667,0.025324559884296795
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,73,5,-5.875800071310997,1.0997274330455946,8.9099853515625,0.34468467037271533,0.9992000000000001,0.0010954451150103231,0.5186666666666667,0.025324559884296795
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,74,5,-5.815954552507401,1.0206784864250182,8.90824909210205,0.342857670133152,0.9992000000000001,0.0010954451150103231,0.5186666666666667,0.025324559884296795
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,75,5,-5.970682936363221,1.123236898560814,8.908358764648437,0.3446150919648348,0.9996,0.000894427190999929,0.5186666666666667,0.025324559884296795
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,76,5,-5.943061701965332,1.111204797647349,8.911038970947265,0.3482298412811841,1.0,0.0,0.5186666666666667,0.025324559884296795
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,77,5,-5.982734101104737,1.1005762991069492,8.913551521301269,0.34561583256714096,1.0,0.0,0.5186666666666667,0.025324559884296795
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,78,5,-5.917099229717254,1.0132225086517093,8.911641883850098,0.3474839998009493,0.9996,0.0008944271909999219,0.5186666666666667,0.025324559884296795
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,79,5,-6.04834429397583,1.0414879679025981,8.906962013244629,0.3393004269717335,0.9996,0.0008944271909999374,0.5186666666666667,0.025324559884296795
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,80,5,-6.0401815108299255,0.9938582080450188,8.912399673461914,0.3453613961492523,1.0,0.0,0.5186666666666667,0.025324559884296795
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,81,5,-6.088043051147461,1.0271649577792399,8.910712051391602,0.3405334952172715,1.0,0.0,0.5186666666666667,0.025324559884296795
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,82,5,-6.053285208129883,1.0427175989025295,8.915627479553223,0.3474039936207566,1.0,0.0,0.518,0.02553429066960743
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,83,5,-6.089954119110108,1.1692587432167592,8.914974975585938,0.34420134536021085,0.9992000000000001,0.0010954451150103357,0.518,0.02553429066960743
Qminimality2DFinal,bincifar100,2dsmall,False,False,decay,adam,5e-05,last,0,cdib,0,mlp,1024,1,0,1024,1,0,0.1,0,2,5,1,default,1024,1,0,-0.6,84,5,-6.075810006332397,1.0431600619601082,8.921276473999024,0.3489633627626387,0.9996,0.0008944271909999219,0.518,0.02553429066960743
