data,model,enc_zx_nhid,run,epochs,train_loss_toagg,valid_loss_toagg,train_acc_toagg,valid_acc_toagg
binmnist,cdib,1024,4,133,-0.9803814783096313,1.5472615957260132,1.0,
binmnist,cdib,1024,4,134,-0.9556943340301514,1.5472187995910645,1.0,
binmnist,cdib,1024,4,135,-0.9580842661857605,1.5472716093063354,1.0,
binmnist,cdib,1024,4,136,-0.9903091592788696,1.546779751777649,1.0,
binmnist,cdib,1024,4,137,-0.9641238002777099,1.5467568635940552,1.0,
binmnist,cdib,1024,4,138,-1.0798400557518004,1.5472561120986938,1.0,
binmnist,cdib,1024,4,139,-1.0135971837043762,1.5470867156982422,0.996,
binmnist,cdib,1024,4,140,-1.0740750274658204,1.5471765995025635,1.0,
binmnist,cdib,1024,4,141,-1.0547498222351073,1.5472171306610107,1.0,
binmnist,cdib,1024,4,142,-1.0189382679939272,1.547247052192688,1.0,
binmnist,cdib,1024,4,143,-0.9950362005233765,1.5472724437713623,1.0,
binmnist,cdib,1024,4,144,-0.9459921345710754,1.5469461679458618,1.0,
binmnist,cdib,1024,4,145,-1.0811654481232167,1.547271490097046,1.0,
binmnist,cdib,1024,4,146,-0.9295600643157959,1.547086238861084,1.0,
binmnist,cdib,1024,4,147,-0.9545723771117628,1.547126054763794,1.0,
binmnist,cdib,1024,4,148,-0.946971510887146,1.54723060131073,1.0,
binmnist,cdib,1024,4,149,-1.057407846927643,1.547234058380127,1.0,
binmnist,cdib,1024,4,150,-0.9368315219879151,1.5470491647720337,1.0,
binmnist,cdib,1024,4,151,-0.9323804493904114,1.5471909046173096,1.0,
binmnist,cdib,1024,4,152,-1.0366057453155517,1.5473074913024902,1.0,
binmnist,cdib,1024,4,153,-1.0197746419906617,1.5472744703292847,1.0,
binmnist,cdib,1024,4,154,-1.0121353640556336,1.5472679138183594,1.0,
binmnist,cdib,1024,4,155,-1.0297154324531548,1.5471566915512085,1.0,
binmnist,cdib,1024,4,156,-0.969203996218741,1.5465749502182007,1.0,
binmnist,cdib,1024,4,157,-1.0984103374481202,1.5472052097320557,1.0,
binmnist,cdib,1024,4,158,-0.9881103458404541,1.5467989444732666,1.0,
binmnist,cdib,1024,4,159,-1.0450595426559448,1.5472263097763062,1.0,
binmnist,cdib,1024,4,160,-1.0940061511993409,1.5470930337905884,1.0,
binmnist,cdib,1024,4,161,-1.0307197317599786,1.5471290349960327,1.0,
binmnist,cdib,1024,4,162,-0.9727273807525635,1.5472222566604614,1.0,
binmnist,cdib,1024,4,163,-1.0077400274276733,1.5472861528396606,1.0,
binmnist,cdib,1024,4,164,-1.0230812015533448,1.5472952127456665,1.0,
binmnist,cdib,1024,4,165,-1.0175231938362121,1.5472913980484009,1.0,
binmnist,cdib,1024,4,166,-0.9830954613685607,1.5472617149353027,1.0,
binmnist,cdib,1024,4,167,-1.0376647581100478,1.5473003387451172,1.0,
binmnist,cdib,1024,4,168,-1.0426510705947876,1.5472359657287598,1.0,
binmnist,cdib,1024,4,169,-1.0159783696178346,1.5472866296768188,1.0,
binmnist,cdib,1024,4,170,-1.0411529145240783,1.5472999811172485,1.0,
binmnist,cdib,1024,4,171,-0.9633748378753663,1.54554283618927,0.998,
binmnist,cdib,1024,4,172,-1.0760874891281127,1.5471546649932861,1.0,
binmnist,cdib,1024,4,173,-0.9882827463150025,1.547133207321167,1.0,
binmnist,cdib,1024,4,174,-1.0290956840515137,1.5471340417861938,1.0,
binmnist,cdib,1024,4,175,-0.9343202981948853,1.5472434759140015,1.0,
binmnist,cdib,1024,4,176,-1.0026132018119096,1.5454171895980835,1.0,
binmnist,cdib,1024,4,177,-1.0460917925834656,1.5472444295883179,1.0,
binmnist,cdib,1024,4,178,-0.9613670318603544,1.5472265481948853,1.0,
binmnist,cdib,1024,4,179,-1.0234567905906589,1.5472872257232666,1.0,
binmnist,cdib,1024,4,180,-0.9676508712768555,1.547304391860962,1.0,
binmnist,cdib,1024,4,181,-1.0507577207565773,1.547239065170288,1.0,
binmnist,cdib,1024,4,182,-1.0050438908576962,1.5473061800003052,1.0,
binmnist,cdib,1024,4,183,-1.1311679973602295,1.5472913980484009,1.0,
binmnist,cdib,1024,4,184,-1.0826904520988465,1.546960473060608,1.0,
binmnist,cdib,1024,4,185,-0.9912052521705628,1.5427119731903076,1.0,
binmnist,cdib,1024,4,186,-1.0429793265342742,1.5461986064910889,1.0,
binmnist,cdib,1024,4,187,-0.9720352010726929,1.546048641204834,1.0,
binmnist,cdib,1024,4,188,-1.008168435382843,1.5472822189331055,1.0,
binmnist,cdib,1024,4,189,-1.0051660233736037,1.5468332767486572,1.0,
binmnist,cdib,1024,4,190,-0.9956300272464632,1.5472230911254883,1.0,
binmnist,cdib,1024,4,191,-1.0546030321121216,1.5469964742660522,1.0,
binmnist,cdib,1024,4,192,-0.9788600130081176,1.5448758602142334,1.0,
binmnist,cdib,1024,4,193,-1.0019693350791932,1.546823263168335,1.0,
binmnist,cdib,1024,4,194,-1.0004290552139283,1.5472700595855713,1.0,
binmnist,cdib,1024,4,195,-0.9964481554031372,1.547227144241333,1.0,
binmnist,cdib,1024,4,196,-1.0462968766693956,1.5472761392593384,1.0,
binmnist,cdib,1024,4,197,-1.0252064687013627,1.546647310256958,1.0,
binmnist,cdib,1024,4,198,-1.025356014251709,1.544474482536316,1.0,
binmnist,cdib,1024,4,199,-0.9370071039199829,1.5471006631851196,1.0,
binmnist,cdib,1024,4,200,-1.0177576560974122,1.5471854209899902,1.0,
binmnist,cdib,1024,4,201,-1.0014389867782594,1.5472421646118164,1.0,
binmnist,cdib,1024,4,202,-1.0671169474124909,1.5473003387451172,1.0,
binmnist,cdib,1024,4,203,-0.9785757487773662,1.5467900037765503,1.0,
binmnist,cdib,1024,4,204,-1.0448115396499633,1.5472556352615356,1.0,
binmnist,cdib,1024,4,205,-0.9933693022727966,1.5460424423217773,1.0,
binmnist,cdib,1024,4,206,-1.0463395213127138,1.5470573902130127,1.0,
binmnist,cdib,1024,4,207,-1.0504832124710084,1.5470860004425049,1.0,
binmnist,cdib,1024,4,208,-1.0601176319122314,1.5450711250305176,1.0,
binmnist,cdib,1024,4,209,-1.0550812893867552,1.5472944974899292,1.0,
binmnist,cdib,1024,4,210,-1.0241357278823853,1.5472161769866943,1.0,
binmnist,cdib,1024,4,211,-1.0235247192382813,1.5472888946533203,1.0,
binmnist,cdib,1024,4,212,-1.0030089626312255,1.5469427108764648,1.0,
binmnist,cdib,1024,4,213,-0.965781379699707,1.5472925901412964,1.0,
binmnist,cdib,1024,4,214,-1.0262167317390558,1.5473026037216187,1.0,
binmnist,cdib,1024,4,215,-1.0498604941368104,1.546952724456787,1.0,
binmnist,cdib,1024,4,216,-1.0029966435432434,1.5461453199386597,1.0,
binmnist,cdib,1024,4,217,-0.9809874979019169,1.5472720861434937,1.0,
binmnist,cdib,1024,4,218,-1.0512952045440689,1.5471856594085693,1.0,
binmnist,cdib,1024,4,219,-1.0471057786941529,1.546676516532898,1.0,
binmnist,cdib,1024,4,220,-1.0376163816452026,1.54704749584198,1.0,
binmnist,cdib,1024,4,221,-1.011643093109131,1.547281265258789,1.0,
binmnist,cdib,1024,4,222,-1.0107251558303834,1.547296404838562,1.0,
binmnist,cdib,1024,4,223,-1.0298411099434015,1.5473092794418335,0.998,
binmnist,cdib,1024,4,224,-0.9923407269477844,1.5472705364227295,1.0,
binmnist,cdib,1024,4,225,-1.0329734477996826,1.5472068786621094,1.0,
binmnist,cdib,1024,4,226,-0.9876010422201361,1.5465598106384277,1.0,
binmnist,cdib,1024,4,227,-1.0664881958961487,1.5472322702407837,1.0,
binmnist,cdib,1024,4,228,-1.020935552883148,1.5466961860656738,1.0,
binmnist,cdib,1024,4,229,-0.9693927237987519,1.5472103357315063,1.0,
binmnist,cdib,1024,4,230,-1.0611437702178954,1.547256350517273,1.0,
binmnist,cdib,1024,4,231,-1.0883268522381786,1.5472856760025024,1.0,
binmnist,cdib,1024,4,232,-1.0630536031723024,1.547288417816162,1.0,
binmnist,cdib,1024,4,233,-1.0211835441589356,1.5471866130828857,0.996,
binmnist,cdib,1024,4,234,-1.0625804690122604,1.5473015308380127,1.0,
binmnist,cdib,1024,4,235,-0.9503937375070527,1.5426636934280396,0.998,
binmnist,cdib,1024,4,236,-1.1379045934677123,1.5471241474151611,1.0,
binmnist,cdib,1024,4,237,-1.0533926963806153,1.547292709350586,1.0,
binmnist,cdib,1024,4,238,-1.0478639912605285,1.5455988645553589,1.0,
binmnist,cdib,1024,4,239,-1.0919171419143676,1.5472781658172607,1.0,
binmnist,cdib,1024,4,240,-1.0576599760055543,1.5472702980041504,1.0,
binmnist,cdib,1024,4,241,-1.0347322149276734,1.5440833568572998,0.998,
binmnist,cdib,1024,4,242,-1.0018071117401124,1.5472702980041504,1.0,
binmnist,cdib,1024,4,243,-1.0635195114135858,1.5470603704452515,1.0,
binmnist,cdib,1024,4,244,-1.0354366908073425,1.5472776889801025,1.0,
binmnist,cdib,1024,4,245,-1.0152543878555298,1.5470337867736816,1.0,
binmnist,cdib,1024,4,246,-1.0177749242782592,1.547236442565918,1.0,
binmnist,cdib,1024,4,247,-0.988871433091117,1.546781063079834,1.0,
binmnist,cdib,1024,4,248,-0.9635472335815429,1.5472019910812378,1.0,
binmnist,cdib,1024,4,249,-1.0177730124473572,1.5472946166992188,1.0,
binmnist,cdib,1024,4,250,-1.056354926109314,1.5472793579101562,1.0,
binmnist,cdib,1024,4,251,-0.9956604585647583,1.5472869873046875,0.996,
binmnist,cdib,1024,4,252,-0.9805420446395874,1.5471959114074707,1.0,
binmnist,cdib,1024,4,253,-0.9583024877309799,1.547302484512329,1.0,
binmnist,cdib,1024,4,254,-1.0589539670944215,1.5473061800003052,1.0,
binmnist,cdib,1024,4,255,-1.0855077634811405,1.54641592502594,1.0,
binmnist,cdib,1024,4,256,-1.060581922531128,1.5469518899917603,0.998,
binmnist,cdib,1024,4,257,-0.9996555752754211,1.5461492538452148,0.998,
binmnist,cdib,1024,4,258,-1.0341479610800743,1.5455307960510254,1.0,
binmnist,cdib,1024,4,259,-1.0651493225097657,1.5472511053085327,1.0,
binmnist,cdib,1024,4,260,-1.0074113153457647,1.5472683906555176,1.0,
binmnist,cdib,1024,4,261,-1.0445372285842895,1.540360689163208,0.998,
binmnist,cdib,1024,4,262,-1.0105543242454533,1.5472514629364014,1.0,
binmnist,cdib,1024,4,263,-1.0001185984611511,1.5472332239151,1.0,
binmnist,cdib,1024,4,264,-1.1003649063110352,1.5472947359085083,1.0,
binmnist,cdib,1024,4,265,-1.0521834325790405,1.5462181568145752,1.0,
binmnist,cdib,1024,4,266,-0.9901938937306404,1.5452979803085327,1.0,
binmnist,cdib,1024,4,267,-0.9781783925057389,1.547244906425476,1.0,
binmnist,cdib,1024,4,268,-1.020956974029541,1.5472639799118042,1.0,
binmnist,cdib,1024,4,269,-0.9860240007421016,1.5472980737686157,1.0,
binmnist,cdib,1024,4,270,-0.9627588432312013,1.5471774339675903,1.0,
binmnist,cdib,1024,4,271,-0.9847776288986206,1.5460522174835205,1.0,
binmnist,cdib,1024,4,272,-1.077724793434143,1.5471431016921997,1.0,
binmnist,cdib,1024,4,273,-0.9696559319496155,1.5472524166107178,1.0,
binmnist,cdib,1024,4,274,-1.007357590675354,1.5471445322036743,1.0,
binmnist,cdib,1024,4,275,-1.0548648180961608,1.5472874641418457,1.0,
binmnist,cdib,1024,4,276,-0.9778076691627502,1.5472818613052368,1.0,
binmnist,cdib,1024,4,277,-1.0272669043540954,1.5469154119491577,1.0,
binmnist,cdib,1024,4,278,-0.9921668767929077,1.5471036434173584,1.0,
binmnist,cdib,1024,4,279,-1.0243960561752319,1.5472910404205322,1.0,
binmnist,cdib,1024,4,280,-1.0084336574077606,1.5472278594970703,1.0,
binmnist,cdib,1024,4,281,-1.0076958779337002,1.5472954511642456,1.0,
binmnist,cdib,1024,4,282,-1.0172041749954224,1.547304630279541,1.0,
binmnist,cdib,1024,4,283,-1.060419228076935,1.547196865081787,1.0,
binmnist,cdib,1024,4,284,-1.051581692457106,1.5473010540008545,1.0,
binmnist,cdib,1024,4,285,-1.051099113750458,1.5467777252197266,1.0,
binmnist,cdib,1024,4,286,-1.0724517951011658,1.546939492225647,1.0,
binmnist,cdib,1024,4,287,-1.006394058227539,1.5472605228424072,1.0,
binmnist,cdib,1024,4,288,-1.0977295788526535,1.5470107793807983,1.0,
binmnist,cdib,1024,4,289,-1.009413594007492,1.5472893714904785,1.0,
binmnist,cdib,1024,4,290,-1.0518904857635498,1.547205924987793,1.0,
binmnist,cdib,1024,4,291,-1.0034902400970458,1.5470213890075684,1.0,
binmnist,cdib,1024,4,292,-1.040843402481405,1.5472702980041504,1.0,
binmnist,cdib,1024,4,293,-0.9707348464012139,1.5464131832122803,1.0,
binmnist,cdib,1024,4,294,-1.113044959306624,1.5472222566604614,1.0,
binmnist,cdib,1024,4,295,-0.9959216837882996,1.5467479228973389,1.0,
binmnist,cdib,1024,4,296,-1.069238034248352,1.5471982955932617,1.0,
binmnist,cdib,1024,4,297,-1.0144924842834473,1.5468047857284546,1.0,
binmnist,cdib,1024,4,298,-1.0035501918792724,1.5470906496047974,1.0,
binmnist,cdib,1024,4,299,-1.0507092333318724,1.5473086833953857,1.0,
binmnist,cdib,1024,3,0,-0.14200414745195303,0.9564302563667297,0.952,
binmnist,cdib,1024,3,1,-0.36483453402975285,1.2600988149642944,1.0,
binmnist,cdib,1024,3,2,-0.40114899401104415,1.3718934059143066,1.0,
binmnist,cdib,1024,3,3,-0.4932637839809522,1.4383621215820312,1.0,
binmnist,cdib,1024,3,4,-0.5051487388133987,1.4854214191436768,0.998,
binmnist,cdib,1024,3,5,-0.5447878329753993,1.4786961078643799,1.0,
binmnist,cdib,1024,3,6,-0.5522287889242176,1.566526174545288,0.998,
binmnist,cdib,1024,3,7,-0.6130526019334855,1.5797139406204224,0.998,
binmnist,cdib,1024,3,8,-0.6263948545038711,1.595231294631958,1.0,
binmnist,cdib,1024,3,9,-0.6610838278532147,1.6074140071868896,1.0,
binmnist,cdib,1024,3,10,-0.6798967948913576,1.611472249031067,1.0,
binmnist,cdib,1024,3,11,-0.6660790613181894,1.6243313550949097,1.0,
binmnist,cdib,1024,3,12,-0.6763894816637039,1.6133105754852295,1.0,
binmnist,cdib,1024,3,13,-0.6536139985084765,1.6215776205062866,1.0,
binmnist,cdib,1024,3,14,-0.6784633298873901,1.6404695510864258,0.996,
binmnist,cdib,1024,3,15,-0.7006530726432807,1.6312462091445923,1.0,
binmnist,cdib,1024,3,16,-0.7607595948217467,1.6511646509170532,1.0,
binmnist,cdib,1024,3,17,-0.7178599533079192,1.6569029092788696,1.0,
binmnist,cdib,1024,3,18,-0.8063731388092041,1.6517235040664673,1.0,
binmnist,cdib,1024,3,19,-0.7747839582443237,1.65154230594635,1.0,
binmnist,cdib,1024,3,20,-0.821890284776804,1.6580443382263184,1.0,
binmnist,cdib,1024,3,21,-0.8228374512672395,1.6541954278945923,1.0,
binmnist,cdib,1024,3,22,-0.8460762722194195,1.661845326423645,0.998,
binmnist,cdib,1024,3,23,-0.9476120450499468,1.6725302934646606,1.0,
binmnist,cdib,1024,3,24,-0.8314514056205753,1.6642762422561646,0.996,
binmnist,cdib,1024,3,25,-0.7648708238929975,1.665250301361084,1.0,
binmnist,cdib,1024,3,26,-0.8645502250671386,1.6701622009277344,1.0,
binmnist,cdib,1024,3,27,-0.8786521055456251,1.678200364112854,1.0,
binmnist,cdib,1024,3,28,-0.8413790605552495,1.676770806312561,1.0,
binmnist,cdib,1024,3,29,-0.8807742440938944,1.6758670806884766,1.0,
binmnist,cdib,1024,3,30,-0.8863380819082272,1.6793808937072754,1.0,
binmnist,cdib,1024,3,31,-0.9012670842409134,1.6719164848327637,1.0,
binmnist,cdib,1024,3,32,-0.951072765731813,1.6731075048446655,1.0,
binmnist,cdib,1024,3,33,-0.9630152091979981,1.6798933744430542,0.998,
binmnist,cdib,1024,3,34,-0.9637114031799138,1.6596204042434692,1.0,
binmnist,cdib,1024,3,35,-0.9467031522274016,1.6861274242401123,1.0,
binmnist,cdib,1024,3,36,-0.9833687211036686,1.6754685640335083,1.0,
binmnist,cdib,1024,3,37,-1.0459412412643432,1.6791532039642334,1.0,
binmnist,cdib,1024,3,38,-0.883404102897644,1.6882232427597046,0.996,
binmnist,cdib,1024,3,39,-0.9841306585311904,1.6876453161239624,1.0,
binmnist,cdib,1024,3,40,-0.936872267103172,1.6880537271499634,1.0,
binmnist,cdib,1024,3,41,-1.00846466217041,1.6881145238876343,1.0,
binmnist,cdib,1024,3,42,-1.0286574544906617,1.676936149597168,1.0,
binmnist,cdib,1024,3,43,-0.9303354009628311,1.682887077331543,0.992,
binmnist,cdib,1024,3,44,-0.9588297022819524,1.568495273590088,1.0,
binmnist,cdib,1024,3,45,-0.8796457528116188,1.6043206453323364,1.0,
binmnist,cdib,1024,3,46,-0.9106988927365283,1.6218887567520142,0.998,
binmnist,cdib,1024,3,47,-0.9528656861305179,1.6039330959320068,1.0,
binmnist,cdib,1024,3,48,-0.9987307520627859,1.6290682554244995,0.998,
