data,model,dropout,beta,minimax,mchead,run,test_I_xz_toagg,train_I_xz_toagg,train_DIQ_yz_toagg,test_DIQ_yz_toagg,train_d_DIQ_xz_toagg,train_H_zCx_toagg,test_H_zCx_toagg,train_H_Q_yCz_toagg,test_H_Q_yCz_toagg,train_acc_toagg,test_acc_toagg,train_loglike_toagg,test_loglike_toagg,train_d_H_Q_xCz_toagg,train_h_delta_acc_toagg,train_z_norm_toagg,test_z_norm_toagg,train_z_mean_norm_toagg,test_z_mean_norm_toagg,train_z_std_toagg,test_z_std_toagg
mnist,perminvcdib,0.0,1.0,5,1,0,,,3.203030792872111,3.176387691497802,0.003692936897277832,,,0.11684014946222306,0.14348328858613968,0.9765666666666668,0.9694,-0.08076238290492026,-0.10017024047255543,12.629878679911293,0.013384474369517544,0.993115148941676,1.0184367656707765,20.13125877380371,20.51075096130371,2.265695190429688,2.31176586151123
mnist,perminvcdib,0.0,1.0,5,1,3,,,3.21630687713623,3.1786107063293456,0.00824734369913737,,,0.10356408109267552,0.14126026928424834,0.97915,0.9688,-0.07160054202331273,-0.09852229143724746,12.625336869557698,0.004488118489583333,0.9819921871026356,1.0019949316978454,13.387466716766358,13.673251724243164,0.5077181855837504,0.5206578493118286
mnist,perminvcdib,0.0,1.0,5,1,2,,,3.278757238388061,3.2161801815032964,0.010641868909200032,,,0.041113691963255414,0.1036907158792019,0.9912833333333332,0.9771,-0.028853827795818767,-0.07230420383718515,12.62291940053304,0.017262241296600873,1.0184019088745118,1.0371122360229492,16.72877051035563,17.090057373046875,0.20514817883570988,0.21052469611167907
mnist,perminvcdib,0.0,1.0,5,1,1,,,3.2308338960011804,3.1971450805664063,0.0005968332290649414,,,0.08903704310456911,0.12272585779428485,0.9813,0.9724,-0.06110930148125052,-0.08568389091280867,12.632898426055908,0.007568573533442983,1.0001957853635153,1.037699282169342,13.521773942311606,13.868695068359376,0.4311744292577108,0.44401875138282776
mnist,perminvcdib,0.0,1.0,5,1,4,,,3.2336169322331747,3.202448987960816,0.013795566558837893,,,0.08625398948788643,0.11742197424173355,0.9821166666666666,0.9754,-0.059442864633763526,-0.08181803282234856,12.619713592529298,0.016850842927631574,0.9487447082996368,0.9644852519035341,9.006121063232422,9.19957618713379,0.5177988966306051,0.5289471268653869
mnist,vib01,0.0,0.1,0,3,2,45.40745315551758,45.56410853068034,3.3192695061365765,3.25532603263855,,499.5206848144532,499.02542724609367,0.0006014192864919702,0.06454498581588268,1.0,0.9868,-0.00041819573081707456,-0.04494890877082984,,,1.1139864524205525,1.1102282047271728,0.3721752295891444,0.3665972769260407,0.9446638961633046,0.9443607211112977
mnist,vib01,0.0,0.1,0,3,0,45.95544281005859,46.200682195027674,3.3193121751149497,3.2549222946166987,,494.74615885416665,495.2763244628906,0.0005587587327075501,0.06494869329035283,1.0,0.9878,-0.000387442674699403,-0.045266623065360716,,,1.0916481932004294,1.0929911375045775,0.37354470888773605,0.3678932189941406,0.9325985471407572,0.9349228262901306
mnist,vib01,0.0,0.1,0,3,4,45.4907844543457,45.668830362955724,3.3193092743555703,3.255297374725342,,497.1590260823568,497.5512756347656,0.0005616848706267774,0.06457357965409756,1.0,0.9867,-0.00039168270367617947,-0.045105612359603885,,,1.1016543984413147,1.1030113220214843,0.3720071792602539,0.3667177021503448,0.9385310967763264,0.9405043125152588
mnist,vib01,0.0,0.1,0,3,3,45.958424377441396,46.12713864644368,3.3193167448043823,3.2574426651000983,,494.95199686686203,495.3257446289063,0.0005542204792921742,0.06242831982672215,1.0,0.9869,-0.0003825209330724876,-0.043664267489890905,,,1.0920284986495972,1.0935842752456666,0.37350031435489656,0.3680481255054474,0.9331146518389384,0.9350661039352416
mnist,vib01,0.0,0.1,0,3,1,45.6622314453125,45.64410909016928,3.3193039258321124,3.2560125827789306,,497.08768310546867,497.61054077148435,0.0005670215245724347,0.06385834030807018,1.0,0.9867,-0.00039042389559290565,-0.0444178318363842,,,1.1010520895322164,1.1043040752410889,0.372806046406428,0.3680567085742951,0.9383126616477966,0.9407329082489012
mnist,wdecay,0.0,1.0,0,3,2,,,3.319333855311076,3.242352104187012,,,,0.000537110412066492,0.07751886174082756,1.0,0.9846,-0.0003726320243206423,-0.054137302387929784,,,,,,,,
mnist,wdecay,0.0,1.0,0,3,4,,,3.3193300724029533,3.242432451248169,,,,0.00054089409726051,0.07743847258388996,1.0,0.9863,-0.00037562903589759007,-0.05402798313796661,,,,,,,,
mnist,wdecay,0.0,1.0,0,3,3,,,3.319325995445252,3.2399378299713133,,,,0.0005449520326995602,0.07993315607309341,1.0,0.9844,-0.0003780791750616288,-0.05578451549334379,,,,,,,,
mnist,wdecay,0.0,1.0,0,3,0,,,3.3193285544713342,3.244984436035156,,,,0.0005423789746904125,0.07488650940358639,1.0,0.9843,-0.00037645123023190974,-0.05230330115848288,,,,,,,,
mnist,wdecay,0.0,1.0,0,3,1,,,3.3193269570668535,3.2420435428619383,,,,0.0005439834620725983,0.07782740667462347,1.0,0.9849,-0.0003753861926685405,-0.05432883953818959,,,,,,,,
mnist,vib,0.0,1.0,0,3,2,23.606805038452148,24.048150062561035,3.3164222478866576,3.2483541011810297,,508.85123189290357,508.3732666015625,0.003448700788430869,0.07151686623692513,1.0,0.9877,-0.002394815647163419,-0.04978639735203706,,,1.0480300466219583,1.042781114578247,0.2843543320894241,0.2778770327568054,0.9620445390542348,0.9611612677574156
mnist,vib,0.0,1.0,0,3,0,23.874357604980467,24.320264053344733,3.3166567722956337,3.248928022384644,,505.6644846598308,505.3210388183594,0.0032141712649414933,0.07094289623200893,1.0,0.9861,-0.002228768637953344,-0.049357525513085344,,,1.0322324315706888,1.027939009666443,0.28559347689151765,0.2789466798305512,0.9537914633750916,0.9532757878303528
mnist,vib,0.0,1.0,0,3,1,23.909429168701173,24.346855227152506,3.3166008075078333,3.246549367904663,,506.0887318929037,505.9976318359375,0.003270128524551789,0.07332158945500851,1.0,0.9866,-0.0022563501537962646,-0.050972112036879416,,,1.0345492879549665,1.031900954246521,0.2856798191865285,0.2796127378940582,0.954880126317342,0.95495845079422
mnist,vib,0.0,1.0,0,3,4,24.031594467163085,24.38438460032145,3.3167310794194536,3.2477233409881587,,505.82477823893237,505.6067810058594,0.003139888821169734,0.07214759550988674,1.0,0.9858,-0.0021870841325986323,-0.050372678000327215,,,1.033299684524536,1.030432677268982,0.2852015316486359,0.27928428053855897,0.9542332231998444,0.9540271162986756
mnist,vib,0.0,1.0,0,3,3,23.940435791015624,24.312587674458822,3.3166750987370808,3.25157527923584,,505.2959716796875,505.0681701660157,0.003195852514666816,0.06829567775130271,1.0,0.9857,-0.0022073217386196524,-0.04763155648743468,,,1.0299632906913758,1.0270769596099854,0.28590717415014905,0.2798448979854584,0.9527888238430025,0.9525805711746216
mnist,simplecdib1,0.0,1.0,0,1,0,,,3.319844627380371,3.220256233215332,0.0009630044301350912,,,2.632092964631738e-05,0.09961463622748852,1.0,0.9864,-1.8208286978029874e-05,-0.06953417857860085,12.632608477274575,0.001951840049342105,1.0082568168640136,0.9981129288673399,1.0045964340368907,1.00170658826828,0.011754759990920623,0.011762893386185169
mnist,simplecdib1,0.0,1.0,0,1,1,,,3.3198431253433234,3.21148533821106,0.0009493589401245117,,,2.783125376784786e-05,0.10838557220995426,1.0,0.9846,-1.934031928008745e-05,-0.07557408129635093,12.632545852661133,0.001053659539473684,0.9956912219524384,0.9858497500419616,0.9798229495684306,0.9769124627113344,0.012217609832684198,0.012151321209967135
mnist,simplecdib1,0.0,1.0,0,1,4,,,3.3198392470677693,3.2130279541015625,0.0009205341339111328,,,3.1720891577909545e-05,0.10684303566813468,1.0,0.9844,-2.2024878759172733e-05,-0.0747192323325484,12.632588577270507,0.0016999897203947368,0.9879313051700592,0.9764347910881044,1.0053760230541229,1.0012296915054322,0.010958318877965213,0.010856502875685693
mnist,simplecdib1,0.0,1.0,0,1,3,,,3.3198437372843426,3.2217322826385497,0.000917657216389974,,,2.7218997092859355e-05,0.09813862591981888,1.0,0.9865,-1.8818332657605436e-05,-0.06868806514456192,12.632666428883873,0.0019655461896929825,1.0048354864120483,0.9956049084663392,0.9770070632298788,0.9742778539657592,0.01111385781938831,0.011019576340913773
mnist,simplecdib1,0.0,1.0,0,1,2,,,3.3198460022608436,3.204497718811035,0.001058212916056315,,,2.495256473290889e-05,0.11537328585982325,1.0,0.9835,-1.7303377196316916e-05,-0.08073815372881679,12.632503096262615,0.0012078536184210525,1.0016746362050375,0.9931723833084106,0.972058230638504,0.9702436804771424,0.01222095051780343,0.012124164775013923
mnist,dropout,0.5,1.0,0,3,1,,,3.319829519589742,3.2207865238189703,,,,4.1415899371107416e-05,0.09908441677689553,1.0,0.9875,-2.811977876683211e-05,-0.06885797042336891,,,,,,,,
mnist,dropout,0.5,1.0,0,3,2,,,3.319835329055786,3.2268856048583983,,,,3.5637756748959264e-05,0.09298528879880903,1.0,0.9869,-2.456058483036353e-05,-0.06477434647385705,,,,,,,,
mnist,dropout,0.5,1.0,0,3,4,,,3.3198346932729086,3.222635078430176,,,,3.6244182350249796e-05,0.09723590463399888,1.0,0.9874,-2.546851282534419e-05,-0.06758328384194061,,,,,,,,
mnist,dropout,0.5,1.0,0,3,3,,,3.3198344389597576,3.213649272918701,,,,3.649648951977724e-05,0.10622167810797692,1.0,0.9853,-2.549398006535408e-05,-0.07386935515895514,,,,,,,,
mnist,dropout,0.5,1.0,0,3,0,,,3.3198302189509072,3.2215454578399663,,,,4.0726748738961764e-05,0.09832548275589943,1.0,0.9869,-2.826136245589741e-05,-0.06846996040225874,,,,,,,,
mnist,batchnorm,0.0,1.0,0,3,4,,,3.319870948791504,3.207274436950684,,,,2.2393574032146072e-11,0.11259650625288485,1.0,0.9875,-3.4163399921756843e-09,-0.07851452470567782,,,,,,,,
mnist,batchnorm,0.0,1.0,0,3,3,,,3.319870948791504,3.2077486038208014,,,,0.0,0.1121223382651806,1.0,0.986,-4.253785334403423e-09,-0.07795614758599681,,,,,,,,
mnist,batchnorm,0.0,1.0,0,3,2,,,3.319870948791504,3.204124546051025,,,,2.2393574032146072e-11,0.11574642844498158,1.0,0.9858,-4.5041248872242544e-09,-0.08079364765357676,,,,,,,,
mnist,batchnorm,0.0,1.0,0,3,1,,,3.319870948791504,3.210912275314331,,,,0.0,0.10895866453647614,1.0,0.9865,-5.666415592268474e-09,-0.07595776670835233,,,,,,,,
mnist,batchnorm,0.0,1.0,0,3,0,,,3.319870948791504,3.209336328506469,,,,2.2393574032146072e-11,0.11053458340466024,1.0,0.987,-5.805493114744801e-09,-0.07702318106543846,,,,,,,,
mnist,simplecdib01,0.0,0.1,0,1,0,,,3.3198676347732543,3.215045166015625,0.0008846521377563477,,,3.3287965152339894e-06,0.10482580997049808,1.0,0.9857,-2.371297660529356e-06,-0.07306578730467198,12.632686869303384,0.0013723273026315789,,,,,,
mnist,simplecdib01,0.0,0.1,0,1,1,,,3.3198680480321254,3.2056941509246832,0.0009509245554606119,,,2.906741300042389e-06,0.1141767844557762,1.0,0.9842,-2.074911584991194e-06,-0.0796907173666812,12.632544358571373,0.0003814161869517545,,,,,,
mnist,simplecdib01,0.0,0.1,0,1,4,,,3.3198679765065515,3.208046388626099,0.0008426904678344728,,,2.985244903660108e-06,0.1118245616555214,1.0,0.9853,-2.13556672453592e-06,-0.0780568015877633,12.63266658782959,0.0019077234100877195,,,,,,
mnist,simplecdib01,0.0,0.1,0,1,3,,,3.319867968559265,3.2139372825622563,0.0007909536361694336,,,2.983148162153763e-06,0.10593362040817736,1.0,0.9848,-2.123725871208393e-06,-0.07401581847012265,12.632793045043945,-0.00028119003563596495,,,,,,
mnist,simplecdib01,0.0,0.1,0,1,2,,,3.319867920875549,3.2141501426696784,0.0009615023930867511,,,3.006643737535342e-06,0.10572076514363288,1.0,0.9855,-2.147463090606768e-06,-0.07405381270396404,12.632599608103435,0.0008973238760964913,,,,,,
mnist,simplecdib001,0.0,0.01,0,1,3,,,3.319870479901632,3.2149738311767577,0.0008633931477864584,,,4.3010563501866276e-07,0.10489717498421668,1.0,0.9866,-2.9611256668159075e-07,-0.07326691931171554,12.632720692952473,0.001047877261513158,1.008120177189509,0.9963593363761902,0.7681171754995982,0.7659271121025085,0.007463954389095306,0.007454289589077234
mnist,simplecdib001,0.0,0.01,0,1,0,,,3.3198705275853477,3.2094390392303467,0.0009754498799641927,,,3.7706294714704816e-07,0.11043190956115724,1.0,0.9873,-2.61026173571229e-07,-0.07688830281319095,12.63259614308675,0.0007564076206140353,1.0149380644162496,0.9994538307189942,0.7356846610705058,0.7327114343643188,0.007252314516032736,0.007236911915242672
mnist,simplecdib001,0.0,0.01,0,1,1,,,3.3198704719543457,3.2060040473937987,0.0009042342503865561,,,4.280837193467353e-07,0.11386693380773068,1.0,0.9855,-2.954112379246254e-07,-0.07941546196911875,12.632591025034587,0.0009397272478070175,0.9958887716134388,0.9861359238624572,0.7657565454641978,0.7636645317077637,0.007372833897049228,0.007366245705634354
mnist,simplecdib001,0.0,0.01,0,1,2,,,3.3198705275853477,3.20607967376709,0.0010784705479939779,,,3.819878448515131e-07,0.1137912943959236,1.0,0.9861,-2.6390701229293734e-07,-0.07949031684422317,12.632482782999675,0.001213207579495614,0.9977155725161234,0.9884047150611878,0.7578878442446391,0.7562995314598083,0.0073610318514208,0.007362142484635114
mnist,simplecdib001,0.0,0.01,0,1,4,,,3.3198704719543457,3.2059999465942384,0.0008257627487182617,,,4.5312940528674526e-07,0.11387099847197532,1.0,0.9857,-3.131646171928774e-07,-0.07962990161306455,12.63268346786499,0.0006349797834429826,0.9903636753559112,0.9774235486984252,0.8061380088329315,0.8046441435813904,0.00864070284490784,0.008639292791485786
mnist,cdib,0.0,0.1,5,1,4,,,3.3198707024256384,3.2125243663787844,0.0,,,2.901304734829561e-07,0.10734658613801004,1.0,0.9859,-2.051556814387586e-07,-0.07527147566815116,12.633509318033855,-0.0013337787828947368,1.0031399210294087,1.0016050577163695,0.9720024387041728,0.9713871002197264,0.008501100260764359,0.008503968082368373
mnist,cdib,0.0,0.1,5,1,3,,,3.3198703845342004,3.2196314334869385,0.0,,,5.825558891577506e-07,0.10023949444293977,1.0,0.9861,-4.0411831218243323e-07,-0.07000633403452643,12.633584213256835,0.0020152309484649123,0.9993901789188384,0.9946694135665892,0.9219896078109742,0.9211783409118652,0.008436522788057725,0.008442533761262893
mnist,cdib,0.0,0.1,5,1,2,,,3.319870710372925,3.210154676437378,0.0,,,2.703152659933039e-07,0.10971621721982956,1.0,0.9859,-1.895320993223019e-07,-0.07670855708917343,12.633561197916665,0.003388414884868421,0.9967376887798308,0.9943402528762816,0.9489926238854726,0.9486520767211916,0.008419257961213589,0.00841097068041563
mnist,cdib,0.0,0.1,5,1,1,,,3.31987046400706,3.223036003112793,0.0,,,5.313506013256604e-07,0.09683498367667198,1.0,0.9874,-3.6935839359344406e-07,-0.06732705679366151,12.633495267232261,0.00040240371436403523,0.9988100290298462,0.9979264259338378,0.9647207756837208,0.9641287326812744,0.009642339187363784,0.009671811014413834
mnist,cdib,0.0,0.1,5,1,0,,,3.319870710372925,3.2193941116333007,0.0,,,2.7857737118589895e-07,0.10047685503959657,1.0,0.9872,-1.9598436633655085e-07,-0.06983921798783282,12.633571592966714,0.002020156592653509,0.9965210914611816,0.9918063759803772,0.9463481565316518,0.9439877152442931,0.00836912424614032,0.008382944203913213
mnist,cdibhigher,0.0,0.1,5,3,0,,,3.3198709249496465,3.207027864456177,0.0,,,1.0549428282047303e-07,0.1128430873155594,1.0,0.9869,-7.854109712954008e-08,-0.07833739675700313,12.633543109893797,-0.0026765522203947376,1.0134879191716513,1.0069366931915282,0.9444420476754506,0.9428922295570372,0.007154366606846451,0.007161165308207274
mnist,cdibhigher,0.0,0.1,5,3,1,,,3.319870710372925,3.2183825969696045,0.0,,,1.62295215488939e-07,0.10148830749094488,1.0,0.9878,-1.164497003814565e-07,-0.07046487848186414,12.63354736963908,0.010239414862024851,1.0025787850220995,0.9969641208648682,0.898611040910085,0.8972289681434631,0.00840717740356922,0.008418484777212142
mnist,cdibhigher,0.0,0.1,5,3,4,,,3.3198707898457847,3.2076387882232664,0.0,,,1.2598586801952175e-07,0.11223214492201804,1.0,0.9858,-9.256210150911195e-08,-0.07870709175680075,12.633548736572266,-0.0030404788011695904,0.9931135475635527,0.9880751848220826,0.98077392578125,0.9794076085090636,0.007414390845224261,0.007415392063558101
mnist,cdibhigher,0.0,0.1,5,3,2,,,3.319870948791504,3.209178686141968,0.0,,,1.015758793225056e-07,0.11069225780665874,1.0,0.9868,-7.568402716226312e-08,-0.07734952301650412,12.633551788330074,-0.002529139825475145,1.0004203319549558,0.9945725440979004,0.9202880720297496,0.9193174839019777,0.008552639341602723,0.008561951853334904
mnist,cdibhigher,0.0,0.1,5,3,3,,,3.3198707898457847,3.2203176498413084,0.0,,,1.2467157901596694e-07,0.09955325312912464,1.0,0.9873,-9.081369366595499e-08,-0.06946759681142863,12.633493455251058,-0.0026809781615497073,1.006592377026876,1.00173122882843,0.9029662291208904,0.9010196447372436,0.008240789299209912,0.008234159462153912
mnist,stochasticErm,0.0,1.0,0,3,2,,,3.3198695341746007,3.139297771453857,,,,1.4309778521237603e-06,0.1805731914937496,1.0,0.9829,-9.95916527671999e-07,-0.1257532122946428,,,2696.691886393229,2773.530029296875,42.426923751831055,43.026944732666024,0.02456396638105313,0.02508553899824619
mnist,stochasticErm,0.0,1.0,0,3,4,,,3.3198697169621787,3.1222464561462404,,,,1.2185222525810484e-06,0.1976244613528252,1.0,0.983,-8.594093040354523e-07,-0.13816724984372808,,,3083.155013020833,3164.9958984375,44.4340737660726,45.01875457763672,0.02584625526020924,0.026323745027184486
mnist,stochasticErm,0.0,1.0,0,3,1,,,3.3198707024256384,3.1625263690948486,,,,2.979077232604747e-07,0.15734455436468125,1.0,0.9846,-2.178175027513163e-07,-0.1097172907532598,,,391.4584126790365,400.76447143554685,15.765577157338463,15.950949096679688,0.09894547512133917,0.10206427276134493
mnist,stochasticErm,0.0,1.0,0,3,3,,,3.319870479901632,3.148332071304321,,,,4.7240184528618564e-07,0.17153889164328576,1.0,0.9837,-3.3981626585403525e-07,-0.11969107099497105,,,794.9571634928384,819.1801391601563,22.6158473332723,22.954428100585933,0.08100095043579737,0.08394252508878708
mnist,stochasticErm,0.0,1.0,0,3,0,,,3.319869883855184,3.148751211166382,,,,1.0579997100042723e-06,0.17111974507570266,1.0,0.9826,-7.445959980750891e-07,-0.11927166654919465,,,2392.382625325521,2467.218017578125,38.28160909016927,38.86650695800781,0.033240045482913656,0.03418504111468792
mnist,perminvcdib01,0.0,0.1,5,1,4,,,3.2848399400711066,3.2301629066467283,0.005008459091186523,,,0.03503100493301948,0.08970808908343315,0.99405,0.9805,-0.02415112891927922,-0.06248415221107082,12.628500747680665,0.013674873218201756,0.9529825210571288,0.954124903678894,4.863984902699788,4.876862239837647,0.2332514266173045,0.2347487956285477
mnist,perminvcdib01,0.0,0.1,5,1,3,,,3.2700165033340456,3.216102743148804,0.001529264450073242,,,0.0498544176419576,0.10376818850636482,0.9904,0.9766,-0.03437158160430643,-0.0722876107688082,12.632054964701336,0.009551680715460526,0.9746632635593414,0.9848816871643068,8.20968844095866,8.346777629852294,0.5165161490440369,0.5270287573337555
mnist,perminvcdib01,0.0,0.1,5,1,2,,,3.2706791718800865,3.2195467948913574,0.0,,,0.04919176312784354,0.1003241017460823,0.9906333333333334,0.9778,-0.034287703132507424,-0.06992943649794824,12.633561197916665,0.0019781815378289475,1.0009821752707164,1.014716958999634,6.487338177363077,6.572513771057129,0.6933920204639434,0.7037254214286804
mnist,perminvcdib01,0.0,0.1,5,1,0,,,3.2458543300628664,3.2076159954071044,0.003522157669067383,,,0.07401662121216455,0.11225491389632224,0.9852333333333332,0.9761,-0.05126484134337528,-0.07827514452593222,12.63004938761393,0.009561532003837721,0.9980278611183168,1.0182220697402955,11.42007007598877,11.673680305480955,1.2501179178555806,1.2821511268615722
mnist,perminvcdib01,0.0,0.1,5,1,1,,,3.2604492743810023,3.218600034713745,0.011202859878540037,,,0.059421707193056734,0.10127091631293296,0.9886333333333334,0.977,-0.040823826061959466,-0.07065999202155067,12.622292423248293,0.013515753495065787,0.9979219476381938,1.0139453291893006,8.713195323944094,8.872209930419922,1.5909589409828186,1.622378134727478
mnist,perminvcdib10,0.0,10.0,5,1,2,,,3.1708057959874467,3.14823055267334,0.0019122838973999023,,,0.1490651654700438,0.17164040952920914,0.9685333333333334,0.9653,-0.10385710650246972,-0.11937851469972086,12.631648985544839,0.012246436403508773,0.978749018907547,1.0165117144584657,14.30253963470459,14.731367874145509,0.10498705729842188,0.10841663479804993
mnist,perminvcdib10,0.0,10.0,5,1,3,,,3.116879304250081,3.10697021484375,0.017141151428222656,,,0.2029916450381279,0.21290075778961184,0.95895,0.9564,-0.1405953449379267,-0.14841909141874754,12.616442966461182,0.003642620956688597,0.9789779007434845,0.9964027404785156,10.184327189127604,10.454781913757325,0.39355657001336414,0.40551775097846987
mnist,perminvcdib10,0.0,10.0,5,1,4,,,3.1604216178258264,3.1452531814575195,0.00606969197591146,,,0.15944934040307998,0.17461772561073302,0.9682666666666668,0.9629,-0.11019561478585037,-0.1218044785918796,12.627439626057944,0.00798168516995614,0.966629821062088,0.9830214738845824,17.166787528991698,17.728969955444335,0.06681977634628614,0.0693901926279068
mnist,perminvcdib10,0.0,10.0,5,1,0,,,3.1164627075195312,3.1083780765533446,0.0031318028767903646,,,0.20340823084115986,0.21149289906024926,0.9587666666666668,0.9555,-0.14032583113027194,-0.14746040470488714,12.63043975830078,0.008792274876644737,0.9765150030454001,1.006689262390137,14.74572811126709,15.164766693115235,0.30926660100619,0.3198164343833924
mnist,perminvcdib10,0.0,10.0,5,1,1,,,3.1810213724772134,3.1642903327941894,0.01271628538767497,,,0.13884956911206245,0.15558059364557267,0.9714333333333334,0.9661,-0.09561679895505712,-0.1084699027080018,12.620778973897297,0.011333050644188596,0.9966982026894888,1.0272823691368105,16.35560925801595,16.83621883392334,0.054013914118210465,0.0563515618443489
cifar10,erm,0.0,1.0,0,3,0,,,3.321927127838135,-3.87794713973999,,,,8.671053819853114e-07,7.199875164031982,1.0,0.5577,-7.328294958099945e-07,-4.900607113184867,,,,,,,,
cifar10,erm,0.0,1.0,0,3,3,,,3.3219275379180915,-3.8367701530456544,,,,5.203707166856474e-07,7.158698177337646,1.0,0.5551,-4.970376473238504e-07,-4.884001007582738,,,,,,,,
cifar10,erm,0.0,1.0,0,3,1,,,3.321927547454834,-3.949797916412353,,,,5.294256629895244e-07,7.2717259407043455,1.0,0.5521,-5.026595715079907e-07,-4.96907726728862,,,,,,,,
cifar10,erm,0.0,1.0,0,3,2,,,3.321927299499512,-3.796971893310547,,,,7.748743632873813e-07,7.118899917602539,1.0,0.5504,-6.73994722036184e-07,-4.861123403701066,,,,,,,,
cifar10,erm,0.0,1.0,0,3,4,,,3.321927547454834,-4.054381370544434,,,,4.541056841844693e-07,7.376309394836426,1.0,0.5548,-4.438404055375145e-07,-5.03234080460048,,,,,,,,
cifar10,stochasticErm,0.0,1.0,0,3,0,,,3.321927309036255,-2.992778015136719,,,,7.250667545122269e-07,6.314706039428711,1.0,0.5537,-5.023329429374712e-07,-4.374413428712042,,,6.491088771820069,6.339887428283691,1.979293532371521,1.954424500465393,0.004704204779118299,0.0046645642258226865
cifar10,stochasticErm,0.0,1.0,0,3,1,,,3.3219273376464837,-3.013125228881836,,,,6.188256588757211e-07,6.335053253173827,1.0,0.5572,-4.280951728911475e-07,-4.392470146384087,,,7.523491287231447,7.376317596435546,2.1221586894989013,2.098906278610229,0.005400034599006176,0.005351424030959606
cifar10,stochasticErm,0.0,1.0,0,3,3,,,3.3219272899627685,-3.024488925933838,,,,8.001047035577358e-07,6.34641695022583,1.0,0.5487,-5.547719630068571e-07,-4.3968638087405605,,,6.542668933868407,6.390231513977051,1.979300479888916,1.9535196781158448,0.004742752239108086,0.004670755006372929
cifar10,stochasticErm,0.0,1.0,0,3,4,,,3.32192720413208,-2.9446195602416987,,,,8.26715754556062e-07,6.266547584533693,1.0,0.5546,-5.73016987950581e-07,-4.341497041633913,,,6.041866455078125,5.87884635925293,1.9076167631149288,1.8791150331497195,0.004947725683450699,0.004949359223246574
