experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,clfs,run,clf_nhid,clf_nlay,clf_kpru,gamma,epochs,train_loss_toagg,valid_loss_toagg,valid_acc_toagg,train_acc_toagg
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,10,-0.2466309966390783,2.4812533222198487,0.5262,0.9936444444444444
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,11,-0.26011717899929393,2.5780819484710693,0.521,0.9942666666666666
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,12,-0.27128768267848274,2.6428648719787597,0.525,0.9950888888888889
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,13,-0.2830808727611195,2.7230292804718017,0.5186,0.9953555555555555
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,14,-0.29301639585494993,2.808191004562378,0.5208,0.9956444444444444
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,15,-0.30399567198536614,2.852998919296265,0.5174,0.9956222222222222
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,16,-0.31398275931748476,2.909105363082886,0.5134,0.9959777777777777
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,17,-0.3196772922559218,2.9439823417663575,0.5172,0.9955111111111111
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,18,-0.3312417510422793,3.0217711265563967,0.5146,0.9961333333333333
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,19,-0.3379126639062708,3.0982158958435058,0.5086,0.9957333333333334
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,20,-0.34575893480127506,3.070847565460205,0.5192,0.9962888888888889
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,21,-0.351091570854187,3.1107035335540774,0.515,0.9965111111111111
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,22,-0.35759664615284315,3.1587855266571045,0.5196,0.9959333333333333
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,23,-0.36572608724507416,3.227013212966919,0.5112,0.9963333333333333
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,24,-0.3715342471469532,3.249748139190674,0.5106,0.9964666666666666
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,25,-0.3760041493610902,3.3226624969482423,0.509,0.9964222222222222
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,26,-0.3836651956948367,3.3163377365112305,0.5112,0.996
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,27,-0.3866792373830622,3.402395134353638,0.5056,0.9961777777777778
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,28,-0.39260291868990116,3.3900817264556884,0.5112,0.996
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,29,-0.39610787319703533,3.3918023471832277,0.5124,0.9960666666666667
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,30,-0.4016604728655382,3.445183893966675,0.5076,0.9960222222222223
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,31,-0.406511249256134,3.498534669494629,0.5026,0.9964444444444445
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,32,-0.41238535021868616,3.484632886505127,0.507,0.9959555555555556
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,33,-0.413619781515815,3.5320310443878173,0.506,0.9963333333333333
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,34,-0.41754993689710446,3.5491462024688722,0.5042,0.9958666666666667
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,35,-0.4193085704760118,3.583042978286743,0.5046,0.9963555555555555
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,36,-0.4227300250746987,3.5775543785095216,0.509,0.9958888888888889
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,37,-0.42783172838037664,3.5709811611175537,0.5052,0.9963555555555555
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,38,-0.43040251567147,3.6325151290893554,0.5036,0.9956888888888888
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,39,-0.4320212294491855,3.672877868270874,0.5034,0.9959111111111111
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,40,-0.4366350638714704,3.6406199157714845,0.5034,0.9959555555555556
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,41,-0.4370895500616594,3.67889236907959,0.502,0.9964666666666666
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,42,-0.44266824120608245,3.697302410507202,0.5,0.9955777777777778
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,43,-0.44496176646839486,3.6869836589813234,0.5058,0.9958
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,44,-0.44626014691266147,3.709229733657837,0.5034,0.9957555555555555
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,45,-0.44964357058785176,3.729731276321411,0.5008,0.9962666666666666
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,46,-0.4497659158793363,3.750585344696045,0.501,0.996
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,47,-0.4536279492855072,3.7688107097625734,0.5006,0.9956444444444444
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,48,-0.4546739618778229,3.7477179149627684,0.5032,0.9955777777777778
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,49,-0.4547373626015403,3.784907759094238,0.503,0.9962666666666666
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,50,-0.45854178240949456,3.787674323272705,0.502,0.9951333333333333
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,51,-0.4590093852498315,3.8065118755340577,0.5026,0.9958
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,52,-0.46096348201578313,3.8005257595062254,0.5014,0.9960444444444444
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,53,-0.46187881481864235,3.8010507736206054,0.5024,0.9958444444444444
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,54,-0.4620344209584323,3.8126169498443603,0.5008,0.9955333333333334
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,55,-0.4635140806068074,3.8150685493469236,0.5038,0.9956444444444444
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,56,-0.46667103291858325,3.8392891639709474,0.4988,0.9962222222222222
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,57,-0.46640653963955964,3.8377114051818846,0.5004,0.9958888888888889
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,58,-0.4710957086129622,3.847134577178955,0.4992,0.9962444444444445
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,59,-0.4674742294745012,3.8506862014770507,0.5006,0.9958444444444444
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,60,-0.4681677509654652,3.842665007019043,0.5016,0.9954
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,61,-0.47102430723363703,3.866936739349365,0.499,0.9958666666666667
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,62,-0.4714387477462942,3.864328845214844,0.4998,0.9956444444444444
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,63,-0.47224441836097025,3.862522773742676,0.498,0.9955333333333334
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,64,-0.47257023883732885,3.8792612831115725,0.5004,0.9960444444444444
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,65,-0.47332932420210405,3.8778531341552736,0.5004,0.9954444444444445
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,66,-0.4744079911318692,3.8893019241333007,0.4984,0.9955777777777778
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,67,-0.4781836537361145,3.9005917198181153,0.4996,0.9960444444444444
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,68,-0.4769257631822066,3.88607272567749,0.499,0.9956222222222222
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,69,-0.4763498102448203,3.89347546081543,0.4988,0.9959333333333333
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,70,-0.4784260557131334,3.896097742462158,0.4986,0.9953777777777778
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,71,-0.47775342502160506,3.9019301567077638,0.501,0.9959333333333333
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,72,-0.4790150063167919,3.9098434059143066,0.4974,0.9957777777777778
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,73,-0.47957883077101277,3.907901007080078,0.5004,0.9956
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,74,-0.48076318448673594,3.922245492553711,0.4994,0.9955555555555555
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,75,-0.47951337254697624,3.914721237182617,0.5,0.9954444444444445
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,76,-0.4805376691384749,3.9129250862121583,0.4986,0.9952444444444445
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,77,-0.4814918000481345,3.92452239151001,0.4966,0.9958222222222223
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,78,-0.48063106650872667,3.9225045600891115,0.4992,0.9958666666666667
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,79,-0.4817524502320723,3.910121421813965,0.4992,0.9955555555555555
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,80,-0.4820842950040644,3.921561328125,0.4994,0.9960444444444444
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,81,-0.4820001466924494,3.918553896331787,0.499,0.9958444444444444
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,82,-0.4833829031250694,3.9325610107421873,0.498,0.9956222222222222
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,83,-0.4847527705886147,3.9411193717956543,0.4994,0.9954666666666667
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,84,-0.48324694735353646,3.9367621368408203,0.4986,0.9955111111111111
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,85,-0.4831436794281006,3.9271764793396,0.4982,0.9958222222222223
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,86,-0.48517658361088145,3.9292983459472657,0.4994,0.9958444444444444
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,87,-0.48577660642103715,3.9226832305908204,0.5018,0.9963333333333333
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,88,-0.4849317793412642,3.9369502960205076,0.5,0.9960888888888889
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,89,-0.48479728576486764,3.941833327484131,0.4992,0.9958666666666667
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,90,-0.48530932103937324,3.934832736206055,0.4998,0.9961111111111111
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,91,-0.48539123149351643,3.940568349456787,0.5002,0.9959111111111111
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,92,-0.48692069141214545,3.9445099647521973,0.4986,0.9960222222222223
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,93,-0.4874132522236217,3.94291471786499,0.5018,0.9963777777777778
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,94,-0.48643408167578955,3.9433591758728026,0.499,0.9956666666666667
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,95,-0.4858304966753179,3.948067459869385,0.4982,0.9959555555555556
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,96,-0.48730028030655603,3.956334204864502,0.497,0.9957111111111111
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,97,-0.48477065873579545,3.950348783874512,0.4984,0.9955777777777778
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,98,-0.4869921040881764,3.9482314025878904,0.499,0.9958
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,2,128,1,0,-0.55,99,-0.48683354682922364,3.9473173835754394,0.5004,0.9954222222222222
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,1,128,1,0,-0.55,0,1.2035698830171064,1.6579529771804808,0.4498,0.45011111111111113
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,1,128,1,0,-0.55,1,0.24451560720530424,1.6887512596130372,0.4978,0.8508666666666667
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,1,128,1,0,-0.55,2,0.01673043945025314,1.8188831144332887,0.5066,0.9439555555555555
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,1,128,1,0,-0.55,3,-0.07900705628069965,1.9678322338104248,0.511,0.9719333333333333
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,1,128,1,0,-0.55,4,-0.134558805734461,2.0891337036132813,0.514,0.9832888888888889
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,1,128,1,0,-0.55,5,-0.171379626196081,2.2092272232055663,0.5172,0.9891555555555556
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,1,128,1,0,-0.55,6,-0.19928992642272603,2.3494419902801513,0.519,0.9924222222222222
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,1,128,1,0,-0.55,7,-0.22034181162227284,2.4531348899841308,0.5188,0.9939777777777777
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,1,128,1,0,-0.55,8,-0.23981494937376543,2.5598332820892336,0.5184,0.9949555555555556
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,1,128,1,0,-0.55,9,-0.25349732842011885,2.647903482055664,0.5208,0.9963555555555555
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,1,128,1,0,-0.55,10,-0.2707000092896548,2.7681345207214356,0.5184,0.9964222222222222
QminimalityZnorm,cifar10,all,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.01,0,1024,5,3,default,1,128,1,0,-0.55,11,-0.2840528102527965,2.8464449340820313,0.5202,0.9964222222222222
