experiment,data,datasize,augment,rand,schedule,optim,lr,chckpnt,wdecay,model,dropout,encoder,enc_zy_nhid,enc_zy_nlay,enc_zy_kpru,enc_zx_nhid,enc_zx_nlay,enc_zx_kpru,beta,nskip,zdim,minimax,mchead,gamma,clfs,run,,epochs,train_z_norm_toagg,train_d_H_Q_xCz_toagg,train_h_delta_acc_toagg,train_d_DIQ_xz_toagg,train_H_Q_yCz_toagg,train_DIQ_yz_toagg,valid_z_norm_toagg,valid_h_delta_acc_toagg,valid_H_Q_yCz_toagg,valid_DIQ_yz_toagg,train_loss_toagg,valid_loss_toagg,valid_acc_toagg,valid_loglike_toagg,train_acc_toagg,train_aux_loss_toagg,valid_aux_loss_toagg,valid_d_H_Q_xCz_toagg,valid_d_DIQ_xz_toagg,train_H_zCx_toagg,train_I_xz_toagg,valid_H_zCx_toagg,valid_I_xz_toagg
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,10,2.349973167691912,0.005702625394665769,0.8928571428571427,3.316225971494402,0.016282592500959123,3.305645397731236,2.2249243110894397,0.010416666666666666,3.956769091633562,-0.6348410673415699,0.017559827528893946,3.954622296142578,0.1806,-2.741135320631042,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,11,2.2945115736552646,0.004914664264236178,0.9107142857142857,3.317013910838536,0.014080618441637074,3.307847397668021,2.231609098827496,0.010416666666666666,3.9762771182928605,-0.6543490940008682,0.01483421863988042,3.9740728576660156,0.1806,-2.754617434555851,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,12,2.287087712969099,0.004500237493110555,0.9017857142857143,3.3174283845084056,0.013908586730914456,3.3080194337027415,2.2371615620847707,-2.3129646346357427e-18,3.991593876585793,-0.6696658522938006,0.012815582677721976,3.989364172363281,0.1814,-2.765216574155912,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,13,2.3140712806156705,0.003738796305177467,0.9017857142857143,3.318189723151071,0.01132514959733401,3.310602903366089,2.242595690507858,0.013888888888888886,4.008375732281718,-0.6864477079897262,0.011391759216785431,4.006047422027588,0.1814,-2.776780519326031,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,14,2.350626604897635,0.003257912483864597,0.9017857142857143,3.3186706815447127,0.010020599833556585,3.3119073935917447,2.2473253982897385,0.006944444444444441,4.021335860029958,-0.6994078357379657,0.010383500661700963,4.019010391998291,0.1808,-2.7857657721468247,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,15,2.3183076041085378,0.003143926783065711,0.9107142857142857,3.3187845775059293,0.010448953003755637,3.31147905758449,2.2513802615217506,0.020833333333333332,4.030801169026774,-0.7088731447347818,0.009530521482229232,4.02837735748291,0.1814,-2.7922584505254404,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,16,2.268560137067522,0.0027762545671846184,0.9017857142857144,3.3191523211342946,0.009339763383780206,3.312588248934065,2.2557250935429582,0.013888888888888886,4.043691408900788,-0.7217633846087959,0.009029192253947257,4.0412789169311525,0.1816,-2.801201126571279,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,17,2.3682422978537425,0.0023523070516863038,0.9017857142857143,3.319576161248343,0.007942619400897197,3.3139853818076,2.25963553529197,0.006944444444444445,4.052834484142998,-0.730906459851006,0.00839922672137618,4.050385675811768,0.1808,-2.8075134543464517,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,18,2.2781692232404436,0.0023674312978982925,0.9107142857142857,3.319561072758266,0.008549908508679696,3.313378095626831,2.263018055845754,0.013888888888888886,4.061698656112622,-0.73977063182063,0.007986179403960705,4.059195124053955,0.1812,-2.813619690688979,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,19,2.4397514888218472,0.002031651541723737,0.8928571428571429,3.319896868297032,0.007073062904445189,3.31485492842538,2.2663820311665153,0.013888888888888886,4.0696531697964895,-0.7477251455044975,0.007582584349438548,4.067233506774902,0.1806,-2.819191480937228,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,20,2.3553814547402516,0.0019065608336989368,0.9017857142857143,3.320022072110857,0.007181012736899512,3.3147470269884383,2.2694061206171687,0.006944444444444445,4.077076214951829,-0.7551481906598368,0.007220664080232381,4.074657550811768,0.1812,-2.824337441152986,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,21,2.335854700633458,0.0018281080493969576,0.8839285714285714,3.3201004777635847,0.007282390192683254,3.31464569909232,2.2721885134236883,0.01736111111111111,4.083649835647486,-0.7617218113554933,0.006970401667058468,4.081124891662598,0.1812,-2.828820270921383,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,22,2.3608732564108714,0.0016141637294952358,0.9017857142857143,3.320314339229039,0.006843515106343797,3.315084525517055,2.2746371929637923,0.013888888888888886,4.088419785514807,-0.7664917612228149,0.006625184342265129,4.085934665679932,0.182,-2.8321541380812416,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,23,2.4218484333583286,0.0015463963583377855,0.9017857142857144,3.3203821863446916,0.006454164760985545,3.3154738630567278,2.2771730742896326,0.013888888888888886,4.097017769615491,-0.7750897453234981,0.006433857046067715,4.094524786376953,0.1818,-2.8381083554671145,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,24,2.433122685977391,0.0013713794261483209,0.9017857142857143,3.3205571515219554,0.006150160916149616,3.3157778467450822,2.279394660894863,0.013888888888888886,4.101549650533512,-0.7796216262415194,0.006155018173158169,4.099022286987305,0.1818,-2.841225781463925,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,25,2.390016487666539,0.0012688184090490853,0.9017857142857141,3.320659705570766,0.005672276419188295,3.316255807876587,2.2816434435951063,0.013888888888888886,4.107499967367885,-0.7855719430758931,0.005928221233189106,4.104907444000244,0.1818,-2.8453050709815697,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,26,2.4473868778773715,0.0011705897049978375,0.9017857142857144,3.3207580021449496,0.005500803635056529,3.3164271967751637,2.2837987525013688,0.010416666666666666,4.109589415236403,-0.7876613909444108,0.005820498242974282,4.107106018066406,0.1836,-2.846829007895198,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,27,2.349599974496024,0.0011467680867229188,0.9107142857142857,3.320781775883266,0.005515680182725191,3.3164123467036655,2.285737375862682,0.010416666666666666,4.113745884392589,-0.7918178601005968,0.005662274248898029,4.111197772216797,0.1818,-2.849665185334906,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,28,2.452095321246556,0.0010360706115274557,0.8839285714285714,3.320892470223563,0.005089261402775135,3.3168387413024902,2.2875268565960964,0.013888888888888886,4.1184839943346505,-0.7965559700426583,0.005453514754772186,4.116053771972656,0.1826,-2.853031109856628,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,29,2.395468132836478,0.001022983533662877,0.9017857142857143,3.3209055491856168,0.005332193104550242,3.316595826830183,2.289160885369054,0.010416666666666666,4.121121701341087,-0.7991936770490945,0.0052697272785007954,4.118579209136963,0.1824,-2.854781614468619,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,30,2.3779687200273787,0.0010031440760940313,0.8928571428571429,3.320925371987479,0.005200337618589401,3.316727706364223,2.29069290793361,0.01736111111111111,4.123525050501473,-0.8015970262094808,0.005241150557994842,4.120923044586181,0.1822,-2.856406270519551,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,31,2.3795079503740584,0.0009116800585096436,0.9017857142857143,3.32101685660226,0.004796227606545601,3.3171317917960033,2.292303447525341,0.013888888888888886,4.126996067766184,-0.8050680434741913,0.005055602015927434,4.1244415786743165,0.1824,-2.8588450840065254,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,32,2.397574152265276,0.0009009372609268342,0.8928571428571429,3.3210276535579135,0.005241730217156666,3.3166863237108504,2.293745218755338,0.013888888888888886,4.129343198892027,-0.8074151746000344,0.0049777145124971865,4.126841192626953,0.1818,-2.860508371663932,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,33,2.4203978266034807,0.000805548342343952,0.9107142857142857,3.3211229869297574,0.00467899681202003,3.317249059677124,2.2952853509793267,0.013888888888888886,4.132791638755189,-0.8108636144631968,0.004879973288625479,4.130204749298096,0.1818,-2.8628398217710664,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,34,2.358557036944798,0.0008174315277886178,0.8928571428571427,3.3211111341203963,0.004918101809120604,3.317009891782488,2.2967358134425107,0.017361111111111105,4.135315278086799,-0.8133872537948073,0.004751192647963762,4.132657729339599,0.1814,-2.8645400889653714,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,35,2.3802835941314697,0.0007524139031634799,0.9107142857142858,3.321176188332694,0.005111699025811893,3.3168163299560547,2.2981174929073442,0.01736111111111111,4.138663505212948,-0.8167354809209562,0.0046499911695718765,4.136046974182129,0.1816,-2.866889340350963,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,36,2.408100570951189,0.0006861145707911678,0.9107142857142856,3.321242468697684,0.004307127358125789,3.3176208904811313,2.2994219327506165,0.0069444444444444415,4.140356460699258,-0.8184284364072659,0.00458396365866065,4.137716459655762,0.1826,-2.868046547621023,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,37,2.3264448642730713,0.0006967918182324086,0.9107142857142857,3.3212317739214217,0.00486913592820721,3.317058869770595,2.300714827193239,0.010416666666666666,4.143976216118176,-0.8220481918261836,0.00449162270873785,4.1414479080200195,0.183,-2.870632984946389,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,38,2.3546791757856096,0.0006514027398744864,0.8928571428571429,3.321277175630842,0.004338422058416265,3.317589657647269,2.30203689401523,0.013888888888888886,4.148366046028015,-0.8264380217360231,0.004431930985301733,4.145822312927246,0.1822,-2.873665086915251,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,39,2.3796981062207903,0.0006541954020836524,0.8928571428571429,3.3212743486676897,0.0049156879207917625,3.317012275968279,2.303144267191902,0.0069444444444444415,4.150569332293428,-0.828641308001436,0.004326237253844738,4.1479261672973635,0.1826,-2.875123366910778,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,40,2.4370173045567105,0.0005837562327672328,0.8928571428571429,3.3213446821485246,0.004190424789807626,3.317737545285906,2.3043876745449468,0.0069444444444444415,4.154028723415094,-0.8321006991231022,0.004326581247150898,4.151479641723633,0.1836,-2.8775864408508407,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,41,2.4928524494171143,0.000545150222023949,0.9107142857142858,3.3213834081377303,0.004030609935788172,3.317897456032889,2.3054101684222967,0.010416666666666663,4.155117288565102,-0.8331892642731102,0.004265183471143246,4.1525605819702145,0.1836,-2.8783356998696457,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,42,2.428101028714861,0.0005464298550837807,0.8928571428571427,3.3213820116860524,0.004105981273044433,3.317822047642299,2.3063316794630055,0.0069444444444444415,4.158838294184627,-0.8369102698926347,0.004144995044916868,4.156340019226074,0.183,-2.880955404512864,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,43,2.5082205704280307,0.0004884102548073445,0.9107142857142857,3.321440117699759,0.003905025776475668,3.3180229663848877,2.3071213061817155,0.010416666666666663,4.16127962807116,-0.8393516037791682,0.004117140816524625,4.158662506866455,0.1828,-2.882565230984427,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,44,2.416637420654297,0.0004949906516620624,0.9017857142857143,3.3214336463383267,0.003965139854699373,3.3179629189627513,2.3080571958432183,0.013888888888888886,4.16125721139268,-0.8393291871006877,0.004035999402403832,4.158626031494141,0.1824,-2.8825399674381593,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,45,2.4073731218065535,0.0004815002362842539,0.9017857142857143,3.321447099958147,0.003985237130629165,3.3179427555629184,2.3088824284343294,0.013888888888888888,4.163372902824475,-0.8414448785324828,0.004014694076031447,4.16076974105835,0.1832,-2.8840258581018077,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,46,2.42417311668396,0.00044973464433236847,0.8928571428571429,3.3214788096291676,0.003801885260535138,3.3181260994502475,2.309671148324546,0.013888888888888886,4.165042124617214,-0.8431141003252218,0.003932280037552118,4.162486580657959,0.1826,-2.8852158803115597,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,47,2.401478018079485,0.0004244204319547862,0.9017857142857144,3.321504150118147,0.0038064182735979557,3.3181216035570418,2.310337360674581,0.010416666666666664,4.166473640801427,-0.8445456165094345,0.003935251953080297,4.163850874328613,0.1836,-2.8861615467643364,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,48,2.3910395077296664,0.00042381441120856574,0.9017857142857143,3.3215047972542897,0.0037167907492922886,3.318211248942784,2.311196915257853,0.0069444444444444415,4.168679615940911,-0.8467515916489183,0.0038682612869888546,4.1660822463989255,0.1828,-2.8877082077377474,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,49,2.412639856338501,0.00039863531960041394,0.9107142857142857,3.3215299674442837,0.0036307318036311437,3.3182972839900424,2.311869504352728,0.0069444444444444415,4.169307798623277,-0.8473797743312848,0.003867635200731456,4.166717807006836,0.1834,-2.888148743714299,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,50,2.4026069981711253,0.00038533328084408173,0.9107142857142857,3.3215432167053223,0.0035771593019100173,3.3183508600507463,2.312482291517166,0.013888888888888886,4.171032153760282,-0.8491041294682902,0.0038096977910026908,4.168423847198486,0.1832,-2.8893312787659466,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,51,2.4055142402648926,0.00037893101190482933,0.8928571428571429,3.321549688066755,0.003788181913218328,3.3181397914886475,2.3131767747501213,0.0069444444444444415,4.172218896329594,-0.8502908720376011,0.00378524174913764,4.169572202301025,0.1818,-2.890127263475675,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,52,2.3182016951697215,0.00039408596681563983,0.9017857142857143,3.3215344292776927,0.004209164729607957,3.317718880517142,2.31384349135926,0.0069444444444444415,4.173293725370218,-0.851365701078226,0.0037572842836380003,4.170661682128906,0.1828,-2.8908824282856194,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,53,2.45401736668178,0.0003461007519425558,0.8839285714285714,3.321582385471889,0.00353202606285257,3.3183959892817905,2.3144594480435305,0.0069444444444444415,4.174695524544761,-0.8527675002527694,0.003727139150723815,4.172123612213134,0.1822,-2.891895778213721,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,54,2.3750358649662564,0.0003483426740526089,0.9107142857142857,3.32158020564488,0.0038245132891461253,3.31810348374503,2.3150518862203286,0.010416666666666664,4.174762005242296,-0.8528339809503037,0.003723238594830036,4.1722269607543945,0.1826,-2.8919674019596537,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,55,2.4063959462302074,0.0003281961419686143,0.9107142857142857,3.3216003009251187,0.003677867419485535,3.3182501792907715,2.3156972815053534,0.010416666666666664,4.175939404545501,-0.8540113802535084,0.003697145441547036,4.17332707977295,0.184,-2.8927299478604924,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,56,2.4626753670828685,0.00030970390279045593,0.9107142857142856,3.3216188294546947,0.0038471351976373364,3.3180809020996094,2.316217411821262,0.0069444444444444415,4.17787312699583,-0.855945102703838,0.0036485018581151963,4.175260616302491,0.1818,-2.8940701682387386,1.0,,,,,,,,
QminimalityDatasize,cifar10mnist,mini,False,False,decay,adam,5e-05,last,0,cdib,0,mlpl,128,1,0,128,1,0,0.0,0,1024,5,3,-0.1,default,0,transformer,57,2.4535514627184187,0.0002909741742769256,0.9017857142857143,3.3216375623430525,0.003401141197952841,3.3185268810817172,2.316753034012767,0.0069444444444444415,4.179338407973512,-0.8574103836815197,0.0036214524460956455,4.176624659729004,0.1836,-2.8950156618703624,1.0,,,,,,,,
