beta,run,epochs,train_loss_toagg,valid_loss_toagg,valid_acc_toagg,train_acc_toagg
1000.0,0,132,1.5234412623838944,2.104690700531006,0.2292,0.22391111111111112
1000.0,0,133,1.5236304760326038,2.1052390243530272,0.2264,0.22753333333333334
1000.0,0,134,1.5233188671979037,2.1060364280700683,0.2394,0.2243111111111111
1000.0,0,135,1.523100245666504,2.1047006031036375,0.2336,0.22804444444444444
1000.0,0,136,1.5229950660011986,2.105167273712158,0.2318,0.22491111111111112
1000.0,0,137,1.5230787532979793,2.105505536651611,0.2324,0.22395555555555555
1000.0,0,138,1.5235748534982854,2.104705860519409,0.2326,0.22764444444444445
1000.0,0,139,1.5227312429601496,2.105105009841919,0.2296,0.22502222222222223
1000.0,0,140,1.522888021521135,2.1037154220581056,0.2362,0.2243777777777778
1000.0,0,141,1.522754698788036,2.1033331146240233,0.2326,0.22757777777777777
1000.0,0,142,1.5228740129817615,2.1042773712158205,0.234,0.2255111111111111
1000.0,0,143,1.5225135648380625,2.1048138961791993,0.2376,0.22397777777777778
1000.0,0,144,1.5223939028479836,2.1046578052520752,0.237,0.22384444444444446
1000.0,0,145,1.5226831165140324,2.1024080894470214,0.2316,0.2283777777777778
1000.0,0,146,1.5223172690998423,2.1040375370025637,0.2286,0.22777777777777777
1000.0,0,147,1.5224972922411832,2.1042139099121093,0.2294,0.22548888888888888
1000.0,0,148,1.522245744895935,2.103679096221924,0.2292,0.2247111111111111
1000.0,0,149,1.5224047785152088,2.103484553527832,0.2366,0.22524444444444444
1000.0,0,150,1.5221445119510997,2.103244221496582,0.2306,0.22795555555555555
1000.0,0,151,1.5222224355350842,2.103165786743164,0.2392,0.22268888888888888
1000.0,0,152,1.5219150833129882,2.103193301010132,0.2358,0.2273777777777778
1000.0,0,153,1.5218525212547995,2.1032567737579346,0.235,0.22373333333333334
1000.0,0,154,1.5220841175946322,2.104020547103882,0.2318,0.22553333333333334
1000.0,0,155,1.5217086414510554,2.1032175777435302,0.235,0.2252
1000.0,0,156,1.521828995409879,2.103745880126953,0.2344,0.22813333333333333
1000.0,0,157,1.521720206156644,2.1038182563781738,0.2342,0.22584444444444443
1000.0,0,158,1.5214582834070378,2.102969474029541,0.2336,0.2236
1000.0,0,159,1.5217031990571455,2.1021999031066896,0.2334,0.2263777777777778
1000.0,0,160,1.521500640557029,2.104953028869629,0.2332,0.22553333333333334
1000.0,0,161,1.5215225061416626,2.1032366813659666,0.2308,0.22677777777777777
1000.0,0,162,1.5217308001258156,2.1028138233184817,0.235,0.22582222222222223
1000.0,0,163,1.5215754284078424,2.1026775245666505,0.2352,0.22473333333333334
1000.0,0,164,1.5220160901329733,2.102493281173706,0.2358,0.2262888888888889
1000.0,0,165,1.521381343685497,2.103189531326294,0.2352,0.22504444444444444
1000.0,0,166,1.521218092172796,2.1025709400177,0.2384,0.22517777777777778
1000.0,0,167,1.5211850070433184,2.1029802757263183,0.2326,0.22691111111111112
1000.0,0,168,1.5213068996256047,2.1033025520324706,0.2358,0.22497777777777778
1000.0,0,169,1.5209714193344117,2.101801511001587,0.2342,0.22642222222222222
1000.0,0,170,1.5209419249447909,2.1028472927093507,0.2308,0.22562222222222222
1000.0,0,171,1.521088255292719,2.1022796360015867,0.2344,0.22306666666666666
1000.0,0,172,1.521124620923129,2.1024779235839843,0.2344,0.22513333333333332
1000.0,0,173,1.521002013796026,2.1017711166381834,0.2346,0.225
1000.0,0,174,1.5210879238128663,2.1019857604980468,0.2338,0.22417777777777778
1000.0,0,175,1.520697748895125,2.1025578769683837,0.2348,0.22582222222222223
1000.0,0,176,1.5210650740016591,2.101865803909302,0.2346,0.22704444444444444
1000.0,0,177,1.520944674093073,2.102518101501465,0.2388,0.2243777777777778
1000.0,0,178,1.5210073486674915,2.100862939453125,0.2372,0.22777777777777777
1000.0,0,179,1.5208055792028254,2.1020999691009523,0.2332,0.22595555555555555
1000.0,0,180,1.5206715631484986,2.101691033554077,0.2346,0.22435555555555556
1000.0,0,181,1.520831829365817,2.1017181949615478,0.236,0.22517777777777778
1000.0,0,182,1.5208023323232478,2.101536276626587,0.2352,0.22768888888888889
1000.0,0,183,1.5205457220944492,2.1024390506744384,0.235,0.22624444444444444
1000.0,0,184,1.5206715445605192,2.1022238136291502,0.2342,0.2253777777777778
1000.0,0,185,1.5205546153328635,2.1025034118652344,0.2334,0.22775555555555554
1000.0,0,186,1.520678619332747,2.1018285667419434,0.2336,0.22655555555555557
1000.0,0,187,1.5205931403073398,2.101395965194702,0.234,0.22453333333333333
1000.0,0,188,1.5203857910849832,2.102211206817627,0.2352,0.22442222222222222
1000.0,0,189,1.520373126896945,2.10125023727417,0.2358,0.22635555555555556
1000.0,0,190,1.5205732926975597,2.1020621379852296,0.2358,0.2248
1000.0,0,191,1.5204035711461847,2.1020864532470704,0.2344,0.22648888888888888
1000.0,0,192,1.5203942213231867,2.1010261737823486,0.2326,0.2263777777777778
1000.0,0,193,1.5206805184971202,2.1021065349578856,0.236,0.22706666666666667
1000.0,0,194,1.5204061408996583,2.1028485034942626,0.234,0.22535555555555556
1000.0,0,195,1.5203109240445223,2.1018819614410402,0.2356,0.22575555555555554
1000.0,0,196,1.5204200477079912,2.1008039882659912,0.2364,0.22657777777777777
1000.0,0,197,1.5203545248378407,2.1005619323730467,0.2344,0.2242222222222222
1000.0,0,198,1.5200895976153288,2.102304302597046,0.235,0.22695555555555555
1000.0,0,199,1.5201028818824074,2.1019034717559815,0.2368,0.22546666666666668
1000.0,4,0,1.6297229904868387,2.2197331008911134,0.1508,0.14577777777777778
1000.0,4,1,1.5928736029538242,2.2193399749755858,0.1526,0.15037777777777778
1000.0,4,2,1.5926190224907615,2.217130951690674,0.148,0.1509111111111111
1000.0,4,3,1.590806574492021,2.2187077449798585,0.1536,0.1566
1000.0,4,4,1.5899683116392656,2.2160274169921874,0.1614,0.15517777777777778
1000.0,4,5,1.5889295789371838,2.2231400402069093,0.163,0.15553333333333333
1000.0,4,6,1.588410743002458,2.2139436115264894,0.1562,0.1587111111111111
1000.0,4,7,1.587779499574141,2.2181253578186033,0.1474,0.15811111111111112
1000.0,4,8,1.585522080005299,2.2100845237731934,0.1708,0.15924444444444444
1000.0,4,9,1.5849305418708108,2.2132070110321047,0.1446,0.16368888888888888
1000.0,4,10,1.5840847406213934,2.205928025817871,0.1798,0.1634
1000.0,4,11,1.5823337633999912,2.212340689468384,0.1552,0.16633333333333333
1000.0,4,12,1.5821256072304466,2.2072878826141356,0.1474,0.16506666666666667
1000.0,4,13,1.5816558868061412,2.205301993560791,0.1686,0.16291111111111112
1000.0,4,14,1.5800065373507413,2.202947055053711,0.1532,0.16824444444444445
1000.0,4,15,1.5789312583056363,2.2031332107543946,0.1758,0.17122222222222222
1000.0,4,16,1.5787148805791682,2.1978216331481932,0.1744,0.1696888888888889
1000.0,4,17,1.5773857085314664,2.20286929397583,0.1528,0.1685111111111111
1000.0,4,18,1.5771212687232277,2.2026800762176513,0.1562,0.17064444444444443
1000.0,4,19,1.5754129171891647,2.200976264953613,0.1596,0.17642222222222223
1000.0,4,20,1.5755106488487938,2.196884680557251,0.1788,0.1718888888888889
1000.0,4,21,1.573906039237976,2.1985922939300537,0.1538,0.17506666666666668
1000.0,4,22,1.5729650882894342,2.197288419342041,0.1662,0.1769111111111111
1000.0,4,23,1.5729463463523172,2.193206781768799,0.1792,0.17993333333333333
1000.0,4,24,1.5712566538897428,2.1971617610931395,0.1588,0.18093333333333333
1000.0,4,25,1.5707142005400223,2.1902118171691893,0.2078,0.17437777777777777
1000.0,4,26,1.5695869290611961,2.1911398582458497,0.1754,0.1814
1000.0,4,27,1.5689876294916327,2.194330793762207,0.1712,0.1828
1000.0,4,28,1.5688469436818904,2.187595095062256,0.1754,0.17766666666666667
1000.0,4,29,1.5677872461145574,2.1875368015289305,0.1936,0.1869111111111111
1000.0,4,30,1.5672900783018633,2.1935100887298584,0.16,0.18344444444444444
1000.0,4,31,1.56697320357236,2.184753546524048,0.191,0.17924444444444446
1000.0,4,32,1.5662158621007747,2.185972848892212,0.182,0.18877777777777777
1000.0,4,33,1.5654062734603882,2.1855781894683837,0.2088,0.18811111111111112
1000.0,4,34,1.5641390677018598,2.189176076889038,0.2146,0.18573333333333333
1000.0,4,35,1.563890332256664,2.181713655090332,0.1914,0.19217777777777778
1000.0,4,36,1.563205766989968,2.180808564758301,0.1916,0.18935555555555555
1000.0,4,37,1.5626525676380505,2.1846850555419923,0.1862,0.18917777777777778
1000.0,4,38,1.5622849885073575,2.1798408462524415,0.1942,0.18962222222222222
1000.0,4,39,1.5611147884022105,2.181046139526367,0.1684,0.1957111111111111
1000.0,4,40,1.561488160272078,2.177456145477295,0.2072,0.19002222222222223
1000.0,4,41,1.5600761391726408,2.1764302143096925,0.209,0.19555555555555557
1000.0,4,42,1.560344499830766,2.175818631362915,0.1966,0.19275555555555557
1000.0,4,43,1.5587208891088313,2.175954256439209,0.2002,0.19484444444444443
1000.0,4,44,1.5586184261495417,2.17661499671936,0.1816,0.19762222222222223
1000.0,4,45,1.5577876505071466,2.179886580657959,0.1962,0.19895555555555555
1000.0,4,46,1.5576754481922497,2.17565087890625,0.1874,0.1972
1000.0,4,47,1.5573769724585793,2.176601342010498,0.19,0.19995555555555555
1000.0,4,48,1.5563283975427802,2.175485127258301,0.192,0.20197777777777778
1000.0,4,49,1.555866683023626,2.1714001556396485,0.201,0.19746666666666668
1000.0,4,50,1.555544624935497,2.1751302925109863,0.1812,0.2013111111111111
1000.0,4,51,1.554823390197754,2.173019298171997,0.1804,0.1990888888888889
1000.0,4,52,1.5542228905070912,2.1695464603424073,0.2156,0.20028888888888888
1000.0,4,53,1.5540149541334671,2.170698863983154,0.191,0.20873333333333333
1000.0,4,54,1.553953491262956,2.1708414211273195,0.2006,0.20173333333333332
1000.0,4,55,1.5531324375499378,2.168540712738037,0.2032,0.2030888888888889
1000.0,4,56,1.5521706200339578,2.167914221191406,0.2084,0.2018888888888889
1000.0,4,57,1.5519740088722922,2.1658728656768798,0.1988,0.20764444444444444
1000.0,4,58,1.5512630826950073,2.166364831542969,0.2122,0.21157777777777778
1000.0,4,59,1.5511419181130148,2.16487299118042,0.2196,0.20586666666666667
1000.0,4,60,1.5502313398707996,2.1648493240356443,0.2204,0.20675555555555555
1000.0,4,61,1.5502269411954013,2.1652496059417725,0.1988,0.20935555555555554
1000.0,4,62,1.5496911369843915,2.1644057178497316,0.2194,0.21355555555555555
1000.0,4,63,1.5493996899344704,2.167793613433838,0.1952,0.20984444444444444
1000.0,4,64,1.5492201482772827,2.1651567932128906,0.202,0.20808888888888888
1000.0,4,65,1.5489016977830368,2.160346248245239,0.2196,0.20917777777777777
1000.0,4,66,1.5477697629061613,2.163085293960571,0.1882,0.21237777777777778
1000.0,4,67,1.547646435026689,2.1621738094329834,0.2304,0.21284444444444445
1000.0,4,68,1.5471750586769797,2.161600789260864,0.217,0.21966666666666668
1000.0,4,69,1.5471491107593882,2.1620343852996826,0.201,0.2174222222222222
1000.0,4,70,1.5463204716595735,2.1604250961303713,0.211,0.21337777777777778
1000.0,4,71,1.5466418132088402,2.1599720066070556,0.2132,0.21655555555555556
1000.0,4,72,1.5459723777770995,2.1583863121032714,0.2244,0.21402222222222222
1000.0,4,73,1.5458455340818926,2.15686736869812,0.217,0.21882222222222222
1000.0,4,74,1.5451287734638561,2.1579638732910156,0.2296,0.21997777777777777
1000.0,4,75,1.5449939021717418,2.1577911048889162,0.1936,0.2172
1000.0,4,76,1.5447024087385697,2.156396813964844,0.2126,0.21864444444444445
1000.0,4,77,1.5446012184663251,2.157121424102783,0.214,0.21822222222222223
1000.0,4,78,1.544033207650618,2.1553353801727293,0.2196,0.22284444444444446
1000.0,4,79,1.5433308676112782,2.1551756622314455,0.2162,0.21397777777777777
1000.0,4,80,1.5435772058660333,2.154723881530762,0.2244,0.2206
1000.0,4,81,1.5433002364592119,2.155743593978882,0.1992,0.21964444444444445
1000.0,4,82,1.542870773748918,2.1547791454315184,0.2206,0.22233333333333333
1000.0,4,83,1.5425395426316695,2.1541566261291503,0.2302,0.22313333333333332
1000.0,4,84,1.542233507832614,2.154065441131592,0.2268,0.22417777777777778
1000.0,4,85,1.5415299249128862,2.1544143360137937,0.2266,0.22246666666666667
1000.0,4,86,1.5412663225520742,2.1529364822387693,0.2224,0.2268888888888889
1000.0,4,87,1.5411060213262384,2.1519875946044924,0.2214,0.22562222222222222
1000.0,4,88,1.541047843950445,2.1517043071746826,0.2246,0.22526666666666667
1000.0,4,89,1.5407406313289296,2.152318898010254,0.2344,0.22424444444444444
1000.0,4,90,1.5402376406409524,2.1525887271881103,0.232,0.22815555555555556
1000.0,4,91,1.5403054603403266,2.152854830932617,0.2326,0.2263111111111111
1000.0,4,92,1.539898933063854,2.150752702331543,0.22,0.22904444444444444
1000.0,4,93,1.5396035951440985,2.1530902046203613,0.213,0.2280888888888889
1000.0,4,94,1.539147280294245,2.151616403579712,0.2256,0.22591111111111112
1000.0,4,95,1.5392606597726994,2.1499071838378905,0.23,0.22855555555555557
1000.0,4,96,1.5392139151833275,2.149920246887207,0.2274,0.2281111111111111
1000.0,4,97,1.538656573156877,2.1489976963043214,0.2262,0.2263777777777778
1000.0,4,98,1.538530075229298,2.1507328422546386,0.2198,0.22866666666666666
1000.0,4,99,1.5383443387465043,2.1494560894012453,0.2298,0.22904444444444444
1000.0,4,100,1.5383314247824929,2.149503623199463,0.2148,0.22475555555555554
1000.0,4,101,1.538182994634455,2.148914519882202,0.2218,0.22733333333333333
1000.0,4,102,1.5377516613353381,2.148001111984253,0.222,0.2300888888888889
1000.0,4,103,1.5374462087284435,2.148760346221924,0.2284,0.2293111111111111
1000.0,4,104,1.5373410448941318,2.1463707664489746,0.221,0.23028888888888888
1000.0,4,105,1.5370608748696066,2.146871287536621,0.2264,0.2296
1000.0,4,106,1.5366746021617543,2.1460300201416014,0.2336,0.2301777777777778
1000.0,4,107,1.5366276108828458,2.1483438034057616,0.204,0.2303111111111111
1000.0,4,108,1.5366209870425138,2.146553842163086,0.2264,0.2306
1000.0,4,109,1.5362938170866534,2.1463978393554686,0.2404,0.2292
1000.0,4,110,1.5362105720346624,2.14698208694458,0.2306,0.23437777777777777
1000.0,4,111,1.5357993790366433,2.1475053287506105,0.226,0.22953333333333334
1000.0,4,112,1.535760549579967,2.1451614517211914,0.2262,0.23371111111111112
1000.0,4,113,1.5354338679226962,2.1446702281951904,0.2352,0.23173333333333335
1000.0,4,114,1.5353486937956375,2.1450135387420652,0.2294,0.2346888888888889
1000.0,4,115,1.5354793411254883,2.1453754753112793,0.2224,0.2322
1000.0,4,116,1.5351591483202847,2.1455357425689696,0.2372,0.23586666666666667
1000.0,4,117,1.5352339165947655,2.144446109008789,0.228,0.2353111111111111
1000.0,4,118,1.534962879787792,2.1449143257141112,0.2134,0.232
1000.0,4,119,1.5349719508777966,2.143803935623169,0.2174,0.23137777777777777
1000.0,4,120,1.5347020188591698,2.1442426837921142,0.2454,0.23062222222222223
1000.0,4,121,1.5344602911342273,2.14364291267395,0.2326,0.2366
1000.0,4,122,1.5343253926884044,2.1432435245513917,0.2324,0.2348222222222222
1000.0,4,123,1.5338953342437744,2.143369728088379,0.2248,0.23526666666666668
1000.0,4,124,1.5343939656691117,2.14472327003479,0.227,0.2332
1000.0,4,125,1.5341200138612228,2.142455633926392,0.2336,0.2361111111111111
1000.0,4,126,1.5338952211726795,2.1430403110504153,0.2332,0.2341111111111111
1000.0,4,127,1.5337543983979658,2.143340301132202,0.2344,0.23628888888888888
1000.0,4,128,1.5337819454019719,2.143726194381714,0.2372,0.23444444444444446
1000.0,4,129,1.5336846179788763,2.142720569229126,0.2394,0.23426666666666668
1000.0,4,130,1.533298228523948,2.1417837825775146,0.226,0.23775555555555555
1000.0,4,131,1.5332748451926492,2.1425670978546143,0.2406,0.23362222222222223
1000.0,4,132,1.5331966033241966,2.1426134857177734,0.2294,0.23475555555555555
1000.0,4,133,1.5329934659264304,2.1413445400238036,0.2302,0.2358
1000.0,4,134,1.5329297680247913,2.1413484935760496,0.2326,0.23695555555555556
1000.0,4,135,1.532705972810225,2.1413337463378905,0.2248,0.23853333333333335
1000.0,4,136,1.5328407561909068,2.141357735443115,0.2448,0.23333333333333334
1000.0,4,137,1.532764199031483,2.1414980434417723,0.2418,0.23673333333333332
1000.0,4,138,1.5325044039119373,2.1419492946624756,0.2318,0.23906666666666668
1000.0,4,139,1.5326998032656582,2.1410102947235106,0.244,0.23617777777777776
1000.0,4,140,1.5323976586428556,2.1412772102355957,0.2284,0.24031111111111111
1000.0,4,141,1.5323497188568116,2.140824346923828,0.2336,0.2368
1000.0,4,142,1.5319535102497448,2.141643433380127,0.2392,0.23802222222222222
1000.0,4,143,1.5320033689672297,2.141325417327881,0.2254,0.24022222222222223
1000.0,4,144,1.5320413898468017,2.1408962993621827,0.2414,0.2338888888888889
1000.0,4,145,1.531902746738087,2.1408345512390135,0.2346,0.23893333333333333
1000.0,4,146,1.5318459751475941,2.140512837600708,0.2218,0.24002222222222222
1000.0,4,147,1.5317878880934281,2.141318841552734,0.231,0.23684444444444444
1000.0,4,148,1.5317932937795466,2.140368886947632,0.2372,0.2356
1000.0,4,149,1.5317020209052346,2.1401400653839113,0.2294,0.23982222222222221
1000.0,4,150,1.5314737811695445,2.140898338317871,0.2336,0.23593333333333333
1000.0,4,151,1.5314332797830754,2.1404362396240235,0.2286,0.2424888888888889
1000.0,4,152,1.5313890878850764,2.1398878704071045,0.2418,0.23586666666666667
1000.0,4,153,1.531201290061257,2.140374333190918,0.2406,0.2392
1000.0,4,154,1.531137489006736,2.1403578678131105,0.2324,0.2381111111111111
1000.0,4,155,1.531479950870167,2.139671989440918,0.231,0.24033333333333334
1000.0,4,156,1.5309939740094272,2.1403076221466066,0.2404,0.23851111111111112
1000.0,4,157,1.5310281156193126,2.1398802829742434,0.2378,0.23833333333333334
1000.0,4,158,1.5309252093575219,2.139619645690918,0.2402,0.24031111111111111
1000.0,4,159,1.5310559741280296,2.140210237121582,0.2372,0.24066666666666667
1000.0,4,160,1.531104436718334,2.139775764083862,0.2438,0.23737777777777777
1000.0,4,161,1.5308555830175226,2.139286735534668,0.2348,0.24026666666666666
1000.0,4,162,1.5308717189788819,2.139130066680908,0.2372,0.23926666666666666
1000.0,4,163,1.5308403038198297,2.1390531646728514,0.2318,0.23982222222222221
1000.0,4,164,1.5306545111049306,2.1391611843109133,0.2358,0.2379777777777778
1000.0,4,165,1.5308503979249435,2.1396434715270995,0.2314,0.23933333333333334
1000.0,4,166,1.530738858240301,2.1385449363708497,0.233,0.23871111111111112
1000.0,4,167,1.5305511717189442,2.139232791519165,0.235,0.23944444444444443
1000.0,4,168,1.5306172588001599,2.1379497379302976,0.2342,0.2416
1000.0,4,169,1.5305004204663364,2.138136293029785,0.24,0.2374888888888889
1000.0,4,170,1.5305272299159658,2.139439973831177,0.229,0.2404
1000.0,4,171,1.5305136541886764,2.1381602565765383,0.2338,0.2388888888888889
1000.0,4,172,1.5304731455022638,2.1390286308288573,0.228,0.23671111111111112
1000.0,4,173,1.5302525556737727,2.1380201347351075,0.2404,0.2374888888888889
1000.0,4,174,1.5302641757965088,2.139254780578613,0.2398,0.2408888888888889
1000.0,4,175,1.5302360508485273,2.137724327468872,0.2318,0.2409111111111111
1000.0,4,176,1.5303031936645508,2.1386248123168947,0.2374,0.23866666666666667
1000.0,4,177,1.530088935366544,2.137850520324707,0.2302,0.24157777777777778
1000.0,4,178,1.5304508002367887,2.1382325107574465,0.2336,0.23875555555555555
1000.0,4,179,1.5300367208134045,2.1386008769989013,0.2352,0.23875555555555555
1000.0,4,180,1.5299353767568415,2.1388324043273927,0.2364,0.23784444444444444
1000.0,4,181,1.5299983350753785,2.1380634574890136,0.2374,0.2414
1000.0,4,182,1.5300685199910944,2.138637070465088,0.2372,0.24122222222222223
1000.0,4,183,1.529859139251709,2.1386068031311036,0.2352,0.24024444444444445
1000.0,4,184,1.529932554730502,2.13928870010376,0.2332,0.24053333333333332
1000.0,4,185,1.5297348536924882,2.1390049335479735,0.2332,0.23928888888888888
1000.0,4,186,1.530019831570712,2.1380392978668215,0.2384,0.24226666666666666
1000.0,4,187,1.5298170949415728,2.139131079864502,0.235,0.23951111111111112
1000.0,4,188,1.5301975707140836,2.1380407413482665,0.2356,0.23864444444444444
1000.0,4,189,1.529978365724737,2.137334214782715,0.2322,0.24124444444444446
1000.0,4,190,1.5295768889860673,2.1383213775634764,0.2302,0.2409777777777778
1000.0,4,191,1.5296908752788196,2.1374282897949217,0.2376,0.23828888888888888
1000.0,4,192,1.5296653476888484,2.1389608177185058,0.24,0.24215555555555557
1000.0,4,193,1.5297774895061147,2.1378502990722654,0.237,0.24204444444444445
1000.0,4,194,1.5295070884184403,2.137997230529785,0.2348,0.24093333333333333
1000.0,4,195,1.5295802054318515,2.1375549114227295,0.2336,0.2404
1000.0,4,196,1.5298236888018522,2.1376200729370116,0.2348,0.2404
1000.0,4,197,1.5295273310401223,2.1375386421203615,0.2368,0.2402
1000.0,4,198,1.5294265843304722,2.137360613632202,0.2364,0.2399111111111111
1000.0,4,199,1.5298344862331044,2.1372107944488525,0.2392,0.24173333333333333
1000.0,1,0,1.619929287112843,2.187697667312622,0.1608,0.15355555555555556
1000.0,1,1,1.5756747826662931,2.1838940505981443,0.1672,0.1615111111111111
1000.0,1,2,1.5731512422908436,2.1810980365753174,0.1844,0.16362222222222222
1000.0,1,3,1.5701754859404131,2.178225959396362,0.1658,0.17184444444444444
1000.0,1,4,1.568687005667253,2.176423766708374,0.194,0.17322222222222222
1000.0,1,5,1.566391081047058,2.174973272705078,0.2094,0.1762
1000.0,1,6,1.5653816246726295,2.1770468437194825,0.1638,0.17793333333333333
1000.0,1,7,1.5614424596266312,2.168470803451538,0.188,0.1866
1000.0,1,8,1.55993431299383,2.170747469329834,0.2056,0.18997777777777777
1000.0,1,9,1.5582210597471757,2.162288339996338,0.193,0.1952222222222222
1000.0,1,10,1.55603202753934,2.156147674560547,0.222,0.1943111111111111
1000.0,1,11,1.5537219351335005,2.154850233078003,0.2166,0.20075555555555555
1000.0,1,12,1.551715641039068,2.1548991233825685,0.22,0.20204444444444444
1000.0,1,13,1.5502046446540139,2.1621664215087892,0.1684,0.20055555555555554
1000.0,1,14,1.5479909259622748,2.155720951461792,0.2114,0.20642222222222223
1000.0,1,15,1.5458918708281084,2.151971987915039,0.19,0.20786666666666667
1000.0,1,16,1.5450902403397995,2.142411614608765,0.2242,0.2101111111111111
1000.0,1,17,1.5421392160935836,2.1440158660888673,0.2112,0.2162888888888889
1000.0,1,18,1.539245577916232,2.1386980430603026,0.218,0.2188
1000.0,1,19,1.5384375984538685,2.136036819458008,0.2184,0.2175777777777778
1000.0,1,20,1.536038222659718,2.13423514213562,0.2174,0.22546666666666668
1000.0,1,21,1.5349543433796276,2.13237413482666,0.2254,0.2228
1000.0,1,22,1.5321230740287086,2.1279792148590086,0.225,0.22633333333333333
1000.0,1,23,1.531551442527771,2.124086885070801,0.229,0.22584444444444443
1000.0,1,24,1.5294419051257047,2.1237332569122316,0.239,0.22757777777777777
1000.0,1,25,1.526494683231007,2.1179379245758057,0.2452,0.23097777777777778
1000.0,1,26,1.5257384250640869,2.1174028480529787,0.2414,0.22784444444444443
1000.0,1,27,1.5243617225820367,2.1190294494628907,0.2136,0.23171111111111112
1000.0,1,28,1.522221604832736,2.118209701156616,0.2298,0.23122222222222222
1000.0,1,29,1.5203047108216718,2.1137008293151855,0.227,0.23375555555555555
1000.0,1,30,1.5192153361927379,2.115656210708618,0.2096,0.2364888888888889
1000.0,1,31,1.5177723833604293,2.1095052268981935,0.2426,0.23717777777777777
1000.0,1,32,1.5159326567563143,2.1073319965362547,0.2364,0.24053333333333332
1000.0,1,33,1.514471504315463,2.1012883808135987,0.2392,0.2436
1000.0,1,34,1.5135610591021451,2.1056277088165283,0.2294,0.24157777777777778
1000.0,1,35,1.5115699799971147,2.0992989528656008,0.2412,0.24386666666666668
1000.0,1,36,1.5100448704979637,2.1039593284606934,0.2282,0.2429111111111111
1000.0,1,37,1.5090198403618553,2.1031281028747557,0.216,0.24044444444444443
1000.0,1,38,1.5069004118485885,2.093298693847656,0.2406,0.2422888888888889
1000.0,1,39,1.5056483315034346,2.0934653705596924,0.258,0.24606666666666666
1000.0,1,40,1.5050357174439863,2.0914013744354247,0.2508,0.2442
1000.0,1,41,1.5033508641156283,2.0867407241821287,0.2546,0.248
1000.0,1,42,1.5022302594965153,2.0873580673217775,0.2392,0.2487111111111111
1000.0,1,43,1.501072853868658,2.0897498069763185,0.2346,0.2466
1000.0,1,44,1.4995719279722735,2.0814684024810792,0.2388,0.24877777777777776
1000.0,1,45,1.498498177129572,2.0825130966186522,0.2438,0.25046666666666667
1000.0,1,46,1.4975773298090154,2.0820300231933593,0.2454,0.2506
1000.0,1,47,1.4960377519087358,2.076200109863281,0.2484,0.25244444444444447
1000.0,1,48,1.4960310697382146,2.076063663482666,0.2556,0.24915555555555555
1000.0,1,49,1.4949632929195058,2.079809676361084,0.251,0.2521555555555556
1000.0,1,50,1.492883030423251,2.0777707874298095,0.2452,0.25262222222222225
1000.0,1,51,1.4925185618834063,2.072403429031372,0.2498,0.25455555555555553
1000.0,1,52,1.4914489729274403,2.0695811893463136,0.258,0.25393333333333334
1000.0,1,53,1.490600577510487,2.0716987838745116,0.2544,0.2542888888888889
1000.0,1,54,1.4894865730285645,2.068225629425049,0.254,0.25393333333333334
1000.0,1,55,1.488750601976568,2.0727812042236327,0.2402,0.25637777777777776
1000.0,1,56,1.487669097588279,2.067696784210205,0.257,0.2577333333333333
1000.0,1,57,1.487553131797097,2.06797258682251,0.2542,0.25666666666666665
1000.0,1,58,1.4857217108986593,2.065459749984741,0.2422,0.2570222222222222
1000.0,1,59,1.485707972717285,2.0630362720489503,0.2612,0.25755555555555554
1000.0,1,60,1.4843789412931963,2.0627180572509767,0.2464,0.25537777777777776
1000.0,1,61,1.48403847952756,2.0634639450073244,0.2554,0.2582
1000.0,1,62,1.4830148574482311,2.0604662620544434,0.2554,0.2584222222222222
1000.0,1,63,1.4823458374890415,2.059906261062622,0.2552,0.2582888888888889
1000.0,1,64,1.4819106704365124,2.056974866104126,0.2572,0.25855555555555554
1000.0,1,65,1.480777118440108,2.058611623382568,0.2582,0.2582888888888889
1000.0,1,66,1.4805030457583341,2.059983182144165,0.2552,0.26124444444444445
1000.0,1,67,1.4797391623930498,2.055893965148926,0.2556,0.2601777777777778
1000.0,1,68,1.478574351276051,2.056001108932495,0.2572,0.2607777777777778
1000.0,1,69,1.4781795970223166,2.05308521232605,0.259,0.26215555555555553
1000.0,1,70,1.4775048290772872,2.052692650604248,0.2566,0.26184444444444444
1000.0,1,71,1.4768944085901434,2.054103595352173,0.2578,0.2608
1000.0,1,72,1.476182935003801,2.0532706642150877,0.2554,0.2604888888888889
1000.0,1,73,1.4752686395298351,2.049312409591675,0.259,0.2614666666666667
1000.0,1,74,1.4751676885778253,2.050285163116455,0.2602,0.2613333333333333
1000.0,1,75,1.475301923682473,2.050928639602661,0.2502,0.2614
1000.0,1,76,1.474083190050992,2.049744108963013,0.2538,0.2634444444444444
1000.0,1,77,1.4732673849972813,2.049549237060547,0.254,0.26311111111111113
1000.0,1,78,1.4736201637614856,2.048892851257324,0.2714,0.26326666666666665
1000.0,1,79,1.4729240579431708,2.0466442153930666,0.256,0.26411111111111113
1000.0,1,80,1.4722646916302768,2.04497095375061,0.2642,0.2626222222222222
1000.0,1,81,1.4720454822887075,2.04383102684021,0.2692,0.2628
1000.0,1,82,1.4714883960550482,2.0454933990478517,0.259,0.2648
1000.0,1,83,1.4705018422213467,2.045882092666626,0.2608,0.26724444444444445
