data,lr,encoder,run,train_DIQ_yz_toagg,test_DIQ_yz_toagg,train_H_Q_yCz_toagg,test_H_Q_yCz_toagg,train_acc_toagg,test_acc_toagg,train_loglike_toagg,test_loglike_toagg
svhn,0.001,resnet18,3,3.226399241071759,1.9633099299210768,4.524245988340666e-05,1.26313453912735,0.9999848326280504,0.9520590043023972,-3.2146335435166826e-05,-0.7519918748411686
svhn,0.001,resnet18,2,3.226414824977065,1.9054200832660384,2.965574453650028e-05,1.3210244178771973,0.9999848326280504,0.9482559926244624,-2.107171326395059e-05,-0.7714808249682521
svhn,0.001,mlp,2,3.2264143987135454,-2.8241327725923977,3.011857712995479e-05,6.050577273735633,0.9999848326280504,0.8387753534111863,-2.1414654182292364e-05,-3.0858906318081667
svhn,0.001,mlp,3,3.226383129755656,-2.785698890686035,6.136362348094984e-05,6.01214339182927,0.9999696652561012,0.8414643515673018,-4.360590190111908e-05,-3.0609502921991187
svhn,0.001,mlp,4,3.2264124552408853,-2.7431430449852576,3.202041814760874e-05,5.9695875094487105,0.9999848326280504,0.8411954517516902,-2.276131917747753e-05,-3.0664760068781383
svhn,0.001,mlp,1,3.226384993755456,-2.8355391942537747,5.950841406240325e-05,6.06198369539701,0.9999696652561012,0.8400046097111248,-4.227882431936892e-05,-3.04887443246404
svhn,0.001,mlp,0,3.2263847408872666,-2.4776582534496603,5.974996679469768e-05,5.704102736253005,0.9999696652561012,0.8390442532267978,-4.245891873154898e-05,-2.9900216054296185
svhn,1e-06,resnet18,0,2.4405557603547066,1.8035086576755233,0.7858887134176312,1.4229358251278217,0.8430632024389134,0.6827750460971113,-0.5467694027648282,-0.9876371305133398
svhn,1e-06,resnet18,1,2.588616378379591,1.9180870056152344,0.6378281062299554,1.3083574771881104,0.8755365457827122,0.7099339274738783,-0.4413919475800066,-0.9072490657942868
svhn,1e-06,resnet18,4,2.530890226364136,1.8297703816340518,0.6955542708888198,1.3966741011692927,0.8638425020096768,0.6928395820528579,-0.4802180487054163,-0.9684747822526562
svhn,1e-06,resnet18,3,2.521382974855828,1.8231598230508657,0.7050615043351145,1.4032846597524788,0.8624016016744779,0.6854640442532268,-0.4886828857675535,-0.9734772853919282
svhn,1e-06,resnet18,2,2.5905726750691733,1.946676648580111,0.6358718185713796,1.2797678433931792,0.8778419863190305,0.7198832206515058,-0.4405448046214176,-0.8879163064232755
svhn,1e-06,mlp,2,2.094594211289377,1.7670797751500056,1.1318502426147459,1.4593647076533391,0.7695166158559706,0.702519975414874,-0.7847807779784042,-1.0126811579445605
svhn,1e-06,mlp,3,2.073109366677024,1.7395056761228118,1.1533351269635288,1.486938806680533,0.7629643111738029,0.6948371235402582,-0.7988401171392437,-1.0316767453621696
svhn,1e-06,mlp,1,2.086914120298444,1.7543459305396447,1.1395303697297068,1.4720985522637,0.7647692284357891,0.7003687768899816,-0.7898033469211384,-1.021927761832622
svhn,1e-06,mlp,0,2.08127702366222,1.7485612630844116,1.1451674446915134,1.477883219718933,0.7634193323322868,0.6980255070682237,-0.7947400604166113,-1.0252470218027343
svhn,1e-06,mlp,4,2.0807595614231,1.7672773599624634,1.1456849213802454,1.4591671228408811,0.7628884743140556,0.6969114935464045,-0.7942623267183442,-1.0128776662626635
svhn,0.0001,resnet18,3,3.226414796077844,2.0776834671313944,2.9695904345544196e-05,1.1487610294268682,0.9999848326280504,0.915642286416718,-2.1108484433323173e-05,-0.7884433529610296
svhn,0.0001,resnet18,2,3.2264148105274546,2.151778661287748,2.9678217837484734e-05,1.074665803175706,0.9999848326280504,0.9232483097725876,-2.1093187065097204e-05,-0.7275040830886126
svhn,0.0001,resnet18,4,3.2264147816282334,2.1005487442016597,2.9700587590117486e-05,1.125895720261794,0.9999848326280504,0.9230178242163491,-2.1106793857385625e-05,-0.7627214355779205
svhn,0.0001,resnet18,0,3.2264148105274546,2.116174991314228,2.9671363912624408e-05,1.1102694731492262,0.9999848326280504,0.9193300553165334,-2.1090140102343765e-05,-0.759987246462678
svhn,0.0001,resnet18,1,3.2264148105274546,2.092855682739845,2.967005052063161e-05,1.133588795478527,0.9999848326280504,0.9194068838352796,-2.1087318013562607e-05,-0.7734566742018273
svhn,0.0001,mlp,1,3.2263879920497085,-0.4406415499173678,5.649974620306845e-05,3.6670860327207127,0.9999848326280504,0.8282114320835894,-4.014016123576433e-05,-2.314527340003402
svhn,0.0001,mlp,0,3.2263838305617822,-0.3249506766979511,6.064927097351315e-05,3.5513951595012965,0.9999848326280504,0.8302089735709896,-4.305274612531604e-05,-2.251599899575344
svhn,0.0001,mlp,4,3.226413596760143,-0.5606644520392785,3.0880655830597704e-05,3.7871089348426232,0.9999848326280504,0.8277888752304856,-2.1973216023654048e-05,-2.342904983481863
svhn,0.0001,mlp,2,3.226411422093709,-0.3799143937917856,3.307076710343333e-05,3.6063588765951295,0.9999848326280504,0.8309388444990781,-2.348815919858831e-05,-2.264383773945473
svhn,0.0001,mlp,3,3.2263841195539995,-0.37732775394733137,6.0367660994002513e-05,3.603772236750676,0.9999696652561012,0.8312461585740627,-4.287394796455881e-05,-2.265936268936928
